timestamp,hop,ip,hostname,asn,rtt
1684851519,1,192.168.1.1,???,,0.5881786346435547
1684851519,2,100.64.0.1,???,,40.92121124267578
1684851519,3,172.16.251.90,???,,67.86513328552246
1684851519,4,206.224.65.200,undefined.hostname.localhost,14593,53.18784713745117
1684851519,5,206.224.65.182,undefined.hostname.localhost,14593,102.45180130004883
1684851519,6,80.81.192.228,gi-0-1-0.emix.net.ae,,91.77136421203613
1684851519,7,195.229.2.90,???,8966,141.20888710021973
1684851519,8,195.229.31.241,???,8966,134.20748710632324
1684851519,9,140.91.236.7,???,31898,154.45256233215332
1684851519,10,139.185.32.0,???,31898,163.91658782958984
