timestamp,hop,ip,hostname,asn,rtt
1684847309,1,192.168.1.1,???,,0.5810260772705078
1684847309,2,100.64.0.1,???,,28.210878372192383
1684847309,3,172.16.251.90,???,,28.72180938720703
1684847309,4,206.224.65.196,undefined.hostname.localhost,14593,27.53281593322754
1684847309,5,206.224.65.178,undefined.hostname.localhost,14593,53.78293991088867
1684847309,6,62.115.37.20,ffm-b11-link.ip.twelve99.net,1299,54.16369438171387
1684847309,7,*,*,*,*
1684847309,8,200.189.212.166,166.212.189.200.sta.impsat.net.br,3549,267.59982109069824
1684847309,9,140.91.208.10,???,31898,288.54894638061523
1684847309,10,129.148.16.0,???,31898,238.78979682922363
