timestamp,ttl,ip,hostname,asn
1701707707,1,131.159.223.252,???,209335,10.671138763427734
1701707707,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,6.5441131591796875
1701707707,3,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,6.512165069580078
1701707707,4,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680,13.69619369506836
1701707707,5,80.81.192.61,te0-0-0-0-pr1.fra.router.colt.net,,23.366212844848633
1701707707,6,*,*,*,*
1701707707,7,140.91.238.10,???,31898,45.47905921936035
1701707707,8,129.151.64.0,???,31898,32.73510932922363
1701707707,9,129.151.64.0,???,31898,33.976078033447266
1701707707,10,*,*,*,*
1701707707,11,129.151.64.0,???,31898,35.07709503173828
1701707707,12,129.151.64.0,???,31898,32.13691711425781
1701707707,13,129.151.64.0,???,31898,36.63802146911621
1701707707,14,129.151.64.0,???,31898,32.73510932922363
1701707707,15,129.151.64.0,???,31898,31.136035919189453
1701707707,16,*,*,*,*
1701707707,17,129.151.64.0,???,31898,61.894893646240234
1701707707,18,*,*,*,*
1701707707,19,129.151.64.0,???,31898,39.65401649475098
1701707707,20,*,*,*,*
1701707707,21,129.151.64.0,???,31898,48.57206344604492
1701707707,22,129.151.64.0,???,31898,36.32187843322754
1701707707,23,*,*,*,*
1701707707,24,129.151.64.0,???,31898,32.55414962768555
1701707707,25,*,*,*,*
1701707707,26,129.151.64.0,???,31898,39.52503204345703
1701707707,27,*,*,*,*
1701707707,28,129.151.64.0,???,31898,49.57294464111328
1701707707,29,*,*,*,*
