timestamp,ttl,ip,hostname,asn
1701707599,1,131.159.223.253,???,209335,3.9458274841308594
1701707599,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,5.642890930175781
1701707599,3,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816,6.663084030151367
1701707599,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,9.080171585083008
1701707599,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,14.191865921020508
1701707599,6,62.67.67.153,et-4-0-4.edge9.frankfurt1.level3.net,3356,15.604257583618164
1701707599,7,*,*,*,*
1701707599,8,140.91.194.106,???,31898,176.81598663330078
1701707599,9,*,*,*,*
1701707599,10,*,*,*,*
1701707599,11,*,*,*,*
1701707599,12,*,*,*,*
1701707599,13,*,*,*,*
1701707599,14,*,*,*,*
1701707599,15,*,*,*,*
1701707599,16,*,*,*,*
1701707599,17,*,*,*,*
1701707599,18,*,*,*,*
1701707599,19,*,*,*,*
1701707599,20,*,*,*,*
1701707599,21,*,*,*,*
1701707599,22,*,*,*,*
1701707599,23,*,*,*,*
1701707599,24,*,*,*,*
1701707599,25,*,*,*,*
1701707599,26,*,*,*,*
1701707599,27,*,*,*,*
1701707599,28,*,*,*,*
1701707599,29,*,*,*,*
