timestamp,ttl,ip,hostname,asn
1701707838,1,131.159.223.252,???,209335,13.278007507324219
1701707838,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,4.7359466552734375
1701707838,3,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,5.362987518310547
1701707838,4,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680,9.352922439575195
1701707838,5,80.81.192.228,gi-0-1-0.emix.net.ae,,14.36614990234375
1701707838,6,*,*,*,*
1701707838,7,195.229.31.241,???,8966,136.29627227783203
1701707838,8,140.91.236.16,???,31898,125.99492073059082
1701707838,9,*,*,*,*
1701707838,10,*,*,*,*
1701707838,11,*,*,*,*
1701707838,12,*,*,*,*
1701707838,13,*,*,*,*
1701707838,14,*,*,*,*
1701707838,15,*,*,*,*
1701707838,16,*,*,*,*
1701707838,17,*,*,*,*
1701707838,18,*,*,*,*
1701707838,19,*,*,*,*
1701707838,20,*,*,*,*
1701707838,21,*,*,*,*
1701707838,22,*,*,*,*
1701707838,23,*,*,*,*
1701707838,24,*,*,*,*
1701707838,25,*,*,*,*
1701707838,26,*,*,*,*
1701707838,27,*,*,*,*
1701707838,28,*,*,*,*
1701707838,29,*,*,*,*
