timestamp,ttl,ip,hostname,asn
1701707718,1,131.159.223.252,???,209335,3.8299560546875
1701707718,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,4.650115966796875
1701707718,3,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,9.737968444824219
1701707718,4,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,22.07493782043457
1701707718,5,62.67.67.153,et-4-0-4.edge9.frankfurt1.level3.net,3356,18.900156021118164
1701707718,6,4.69.134.38,???,3356,294.9411869049072
1701707718,7,113.29.48.90,???,3549,394.0460681915283
1701707718,8,140.91.214.10,???,31898,368.73507499694824
1701707718,9,*,*,*,*
1701707718,10,*,*,*,*
1701707718,11,*,*,*,*
1701707718,12,*,*,*,*
1701707718,13,*,*,*,*
1701707718,14,*,*,*,*
1701707718,15,*,*,*,*
1701707718,16,*,*,*,*
1701707718,17,*,*,*,*
1701707718,18,*,*,*,*
1701707718,19,*,*,*,*
1701707718,20,*,*,*,*
1701707718,21,*,*,*,*
1701707718,22,*,*,*,*
1701707718,23,*,*,*,*
1701707718,24,*,*,*,*
1701707718,25,*,*,*,*
1701707718,26,*,*,*,*
1701707718,27,*,*,*,*
1701707718,28,*,*,*,*
1701707718,29,*,*,*,*
