timestamp,ttl,ip,hostname,asn
1693303616,1,2001:4ca0:2001:40::1,ac.gw.net.in.tum.de,12816,0.23865699768066406
1693303616,2,2001:4ca0:2000:1:0:4:ffff:2,nz6-bb2-net.in.tum.de,12816,0.4017353057861328
1693303616,3,2a09:80c0:ffff:0:1::1,nz6-csr1-2wr-bb2.rbg.tum.de,209335,1.018524169921875
1693303616,4,*,*,*,*
1693303616,5,*,*,*,*
1693303616,6,*,*,*,*
1693303616,7,*,*,*,*
1693303616,8,*,*,*,*
1693303616,9,*,*,*,*
1693303616,10,*,*,*,*
1693303616,11,*,*,*,*
1693303616,12,*,*,*,*
1693303616,13,*,*,*,*
1693303616,14,*,*,*,*
1693303616,15,*,*,*,*
1693303616,16,*,*,*,*
1693303616,17,*,*,*,*
1693303616,18,*,*,*,*
1693303616,19,*,*,*,*
1693303616,20,*,*,*,*
1693303616,21,*,*,*,*
1693303616,22,*,*,*,*
1693303616,23,*,*,*,*
1693303616,24,*,*,*,*
1693303616,25,*,*,*,*
1693303616,26,*,*,*,*
1693303616,27,*,*,*,*
1693303616,28,*,*,*,*
1693303616,29,*,*,*,*
