timestamp,ttl,ip,hostname,asn
1693299159,1,2001:4ca0:2001:40::1,ac.gw.net.in.tum.de,12816,2.332925796508789
1693299159,2,2001:4ca0:2000:1:0:4:ffff:2,nz6-bb2-net.in.tum.de,12816,5.515098571777344
1693299159,3,2a09:80c0:ffff:0:1::1,nz6-csr1-2wr-bb2.rbg.tum.de,209335,6.740093231201172
1693299159,4,*,*,*,*
1693299159,5,*,*,*,*
1693299159,6,*,*,*,*
1693299159,7,*,*,*,*
1693299159,8,*,*,*,*
1693299159,9,*,*,*,*
1693299159,10,*,*,*,*
1693299159,11,*,*,*,*
1693299159,12,*,*,*,*
1693299159,13,*,*,*,*
1693299159,14,*,*,*,*
1693299159,15,*,*,*,*
1693299159,16,*,*,*,*
1693299159,17,*,*,*,*
1693299159,18,*,*,*,*
1693299159,19,*,*,*,*
1693299159,20,*,*,*,*
1693299159,21,*,*,*,*
1693299159,22,*,*,*,*
1693299159,23,*,*,*,*
1693299159,24,*,*,*,*
1693299159,25,*,*,*,*
1693299159,26,*,*,*,*
1693299159,27,*,*,*,*
1693299159,28,*,*,*,*
1693299159,29,*,*,*,*
