timestamp,ttl,ip,hostname,asn
1693298914,1,2001:4ca0:2001:40::1,ac.gw.net.in.tum.de,12816,3.131866455078125
1693298914,2,2001:4ca0:2000:1:0:4:ffff:2,nz6-bb2-net.in.tum.de,12816,4.970788955688477
1693298914,3,2a09:80c0:ffff:0:1::1,nz6-csr1-2wr-bb2.rbg.tum.de,209335,6.730318069458008
1693298914,4,*,*,*,*
1693298914,5,*,*,*,*
1693298914,6,*,*,*,*
1693298914,7,*,*,*,*
1693298914,8,*,*,*,*
1693298914,9,*,*,*,*
1693298914,10,*,*,*,*
1693298914,11,*,*,*,*
1693298914,12,*,*,*,*
1693298914,13,*,*,*,*
1693298914,14,*,*,*,*
1693298914,15,*,*,*,*
1693298914,16,*,*,*,*
1693298914,17,*,*,*,*
1693298914,18,*,*,*,*
1693298914,19,*,*,*,*
1693298914,20,*,*,*,*
1693298914,21,*,*,*,*
1693298914,22,*,*,*,*
1693298914,23,*,*,*,*
1693298914,24,*,*,*,*
1693298914,25,*,*,*,*
1693298914,26,*,*,*,*
1693298914,27,*,*,*,*
1693298914,28,*,*,*,*
1693298914,29,*,*,*,*
