timestamp,ttl,ip,hostname,asn
1693299399,1,2001:4ca0:2001:40::1,ac.gw.net.in.tum.de,12816,1.7058849334716797
1693299399,2,2001:4ca0:2000:1:0:4:ffff:3,nz6-bb1-net.in.tum.de,12816,4.637479782104492
1693299399,3,2a09:80c0:ffff::1,nz6-csr1-kw5-bb1.rbg.tum.de,209335,4.117250442504883
1693299399,4,2001:4ca0:0:60::2,vl-3060.csr1-2wr.lrz.de,12816,3.9520263671875
1693299399,5,2001:638:c:a003::1,cr-gar1-be2-108.x-win.dfn.de,680,2.2454261779785156
1693299399,6,*,*,*,*
1693299399,7,*,*,*,*
1693299399,8,*,*,*,*
1693299399,9,*,*,*,*
1693299399,10,*,*,*,*
1693299399,11,*,*,*,*
1693299399,12,*,*,*,*
1693299399,13,*,*,*,*
1693299399,14,*,*,*,*
1693299399,15,*,*,*,*
1693299399,16,*,*,*,*
1693299399,17,*,*,*,*
1693299399,18,*,*,*,*
1693299399,19,*,*,*,*
1693299399,20,*,*,*,*
1693299399,21,*,*,*,*
1693299399,22,*,*,*,*
1693299399,23,*,*,*,*
1693299399,24,*,*,*,*
1693299399,25,*,*,*,*
1693299399,26,*,*,*,*
1693299399,27,*,*,*,*
1693299399,28,*,*,*,*
1693299399,29,*,*,*,*
