timestamp,ttl,ip,hostname,asn
1693298821,1,2001:4ca0:2001:40::1,ac.gw.net.in.tum.de,12816,2.154111862182617
1693298821,2,2001:4ca0:2000:1:0:4:ffff:2,nz6-bb2-net.in.tum.de,12816,4.709720611572266
1693298821,3,2a09:80c0:ffff:0:1::1,nz6-csr1-2wr-bb2.rbg.tum.de,209335,6.23321533203125
1693298821,4,*,*,*,*
1693298821,5,*,*,*,*
1693298821,6,*,*,*,*
1693298821,7,*,*,*,*
1693298821,8,*,*,*,*
1693298821,9,*,*,*,*
1693298821,10,*,*,*,*
1693298821,11,*,*,*,*
1693298821,12,*,*,*,*
1693298821,13,*,*,*,*
1693298821,14,*,*,*,*
1693298821,15,*,*,*,*
1693298821,16,*,*,*,*
1693298821,17,*,*,*,*
1693298821,18,*,*,*,*
1693298821,19,*,*,*,*
1693298821,20,*,*,*,*
1693298821,21,*,*,*,*
1693298821,22,*,*,*,*
1693298821,23,*,*,*,*
1693298821,24,*,*,*,*
1693298821,25,*,*,*,*
1693298821,26,*,*,*,*
1693298821,27,*,*,*,*
1693298821,28,*,*,*,*
1693298821,29,*,*,*,*
