timestamp,ttl,ip,hostname,asn
1701707089,1,131.159.223.253,???,209335,4.876852035522461
1701707089,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,6.027936935424805
1701707089,3,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816,6.856203079223633
1701707089,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,7.513999938964844
1701707089,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,33.77985954284668
1701707089,6,104.44.45.49,ae61-0.ier01.fra32.ntwk.msn.net,8075,14.088869094848633
1701707089,7,104.44.230.16,ae22-0.icr01.fra23.ntwk.msn.net,8075,15.343904495239258
1701707089,8,*,*,*,*
1701707089,9,104.44.16.140,be-2-0.ibr01.zrh21.ntwk.msn.net,8075,247.5597858428955
1701707089,10,104.44.30.67,be-10-0.ibr01.gva20.ntwk.msn.net,8075,284.6829891204834
1701707089,11,104.44.29.68,be-7-0.ibr01.mrs21.ntwk.msn.net,8075,283.1871509552002
1701707089,12,*,*,*,*
1701707089,13,104.44.17.66,be-14-0.ibr01.sg2.ntwk.msn.net,8075,254.53710556030273
1701707089,14,104.44.7.12,be-1-0.ibr01.sg3.ntwk.msn.net,8075,282.32598304748535
1701707089,15,104.44.19.137,be-12-0.ibr01.per01.ntwk.msn.net,8075,266.23082160949707
1701707089,16,104.44.19.156,be-4-0.ibr01.mel01.ntwk.msn.net,8075,269.3901062011719
1701707089,17,104.44.11.156,ae100-0.icr01.mel01.ntwk.msn.net,8075,266.01290702819824
1701707089,18,*,*,*,*
1701707089,19,*,*,*,*
1701707089,20,*,*,*,*
1701707089,21,*,*,*,*
1701707089,22,*,*,*,*
1701707089,23,*,*,*,*
1701707089,24,*,*,*,*
1701707089,25,*,*,*,*
1701707089,26,*,*,*,*
1701707089,27,*,*,*,*
1701707089,28,*,*,*,*
1701707089,29,*,*,*,*
