timestamp,ttl,ip,hostname,asn
1701706810,1,131.159.223.253,???,209335,10.385990142822266
1701706810,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,24.38068389892578
1701706810,3,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816,8.28695297241211
1701706810,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,6.759881973266602
1701706810,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,38.607120513916016
1701706810,6,104.44.45.49,ae61-0.ier01.fra32.ntwk.msn.net,8075,14.523983001708984
1701706810,7,104.44.230.16,ae22-0.icr01.fra23.ntwk.msn.net,8075,22.574901580810547
1701706810,8,104.44.20.186,be-100-0.ibr01.fra23.ntwk.msn.net,8075,350.7959842681885
1701706810,9,104.44.16.140,be-2-0.ibr01.zrh21.ntwk.msn.net,8075,562.950849533081
1701706810,10,104.44.30.67,be-10-0.ibr01.gva20.ntwk.msn.net,8075,270.56407928466797
1701706810,11,104.44.29.68,be-7-0.ibr01.mrs21.ntwk.msn.net,8075,433.582067489624
1701706810,12,104.44.28.163,be-21-0.ibr01.mrs20.ntwk.msn.net,8075,283.51306915283203
1701706810,13,*,*,*,*
1701706810,14,104.44.17.51,be-13-0.ibr01.hkg30.ntwk.msn.net,8075,270.39408683776855
1701706810,15,104.44.19.30,be-14-0.ibr01.hkg31.ntwk.msn.net,8075,341.1059379577637
1701706810,16,*,*,*,*
1701706810,17,104.44.22.38,ae100-0.icr01.sel21.ntwk.msn.net,8075,469.2549705505371
1701706810,18,*,*,*,*
1701706810,19,*,*,*,*
1701706810,20,*,*,*,*
1701706810,21,*,*,*,*
1701706810,22,*,*,*,*
1701706810,23,*,*,*,*
1701706810,24,*,*,*,*
1701706810,25,*,*,*,*
1701706810,26,*,*,*,*
1701706810,27,*,*,*,*
1701706810,28,*,*,*,*
1701706810,29,*,*,*,*
