timestamp,ttl,ip,hostname,asn
1701706791,1,131.159.223.253,???,209335,3.796815872192383
1701706791,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,6.503105163574219
1701706791,3,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816,6.583213806152344
1701706791,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,6.572961807250977
1701706791,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,14.475107192993164
1701706791,6,104.44.45.49,ae61-0.ier01.fra32.ntwk.msn.net,8075,19.28114891052246
1701706791,7,104.44.230.16,ae22-0.icr01.fra23.ntwk.msn.net,8075,13.72385025024414
1701706791,8,104.44.20.242,be-120-0.ibr02.fra23.ntwk.msn.net,8075,370.21780014038086
1701706791,9,104.44.28.178,be-13-0.ibr02.par21.ntwk.msn.net,8075,373.49390983581543
1701706791,10,104.44.29.133,be-31-0.ibr02.mrs20.ntwk.msn.net,8075,269.12713050842285
1701706791,11,104.44.17.64,be-14-0.ibr02.sg2.ntwk.msn.net,8075,477.8749942779541
1701706791,12,104.44.7.18,be-1-0.ibr02.sg3.ntwk.msn.net,8075,367.68412590026855
1701706791,13,104.44.18.237,be-10-0.ibr02.hkg20.ntwk.msn.net,8075,368.2980537414551
1701706791,14,104.44.7.3,be-1-0.ibr02.hkg31.ntwk.msn.net,8075,268.5511112213135
1701706791,15,*,*,*,*
1701706791,16,104.44.22.46,ae120-0.icr01.sel21.ntwk.msn.net,8075,299.5901107788086
1701706791,17,*,*,*,*
1701706791,18,*,*,*,*
1701706791,19,*,*,*,*
1701706791,20,*,*,*,*
1701706791,21,*,*,*,*
1701706791,22,*,*,*,*
1701706791,23,*,*,*,*
1701706791,24,*,*,*,*
1701706791,25,*,*,*,*
1701706791,26,*,*,*,*
1701706791,27,*,*,*,*
1701706791,28,*,*,*,*
1701706791,29,*,*,*,*
