timestamp,ttl,ip,hostname,asn
1701707063,1,131.159.223.252,???,209335,3.444194793701172
1701707063,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,7.134914398193359
1701707063,3,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,35.265207290649414
1701707063,4,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,16.053199768066406
1701707063,5,*,*,*,*
1701707063,6,*,*,*,*
1701707063,7,*,*,*,*
1701707063,8,*,*,*,*
1701707063,9,*,*,*,*
1701707063,10,*,*,*,*
1701707063,11,*,*,*,*
1701707063,12,*,*,*,*
1701707063,13,*,*,*,*
1701707063,14,*,*,*,*
1701707063,15,*,*,*,*
1701707063,16,*,*,*,*
1701707063,17,*,*,*,*
1701707063,18,*,*,*,*
1701707063,19,*,*,*,*
1701707063,20,*,*,*,*
1701707063,21,*,*,*,*
1701707063,22,*,*,*,*
1701707063,23,*,*,*,*
1701707063,24,*,*,*,*
1701707063,25,*,*,*,*
1701707063,26,*,*,*,*
1701707063,27,*,*,*,*
1701707063,28,*,*,*,*
1701707063,29,*,*,*,*
