timestamp,ttl,ip,hostname,asn
1701706974,1,131.159.223.253,???,209335,22.82404899597168
1701706974,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,27.721881866455078
1701706974,3,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816,5.375146865844727
1701706974,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,4.59599494934082
1701706974,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,12.758016586303711
1701706974,6,104.44.45.49,ae61-0.ier01.fra32.ntwk.msn.net,8075,14.482975006103516
1701706974,7,104.44.230.16,ae22-0.icr01.fra23.ntwk.msn.net,8075,13.849973678588867
1701706974,8,104.44.20.242,be-120-0.ibr02.fra23.ntwk.msn.net,8075,135.3456974029541
1701706974,9,104.44.30.48,be-3-0.ibr02.zrh21.ntwk.msn.net,8075,129.1952133178711
1701706974,10,104.44.30.123,be-9-0.ibr02.gva20.ntwk.msn.net,8075,131.03795051574707
1701706974,11,104.44.29.58,be-7-0.ibr02.mrs21.ntwk.msn.net,8075,136.02805137634277
1701706974,12,*,*,*,*
1701706974,13,104.44.55.64,???,8075,154.3879508972168
1701706974,14,104.44.53.110,???,8075,130.9511661529541
1701706974,15,*,*,*,*
1701706974,16,*,*,*,*
1701706974,17,*,*,*,*
1701706974,18,*,*,*,*
1701706974,19,*,*,*,*
1701706974,20,*,*,*,*
1701706974,21,*,*,*,*
1701706974,22,*,*,*,*
1701706974,23,*,*,*,*
1701706974,24,*,*,*,*
1701706974,25,*,*,*,*
1701706974,26,*,*,*,*
1701706974,27,*,*,*,*
1701706974,28,*,*,*,*
1701706974,29,*,*,*,*
