timestamp,ttl,ip,hostname,asn
1701706919,1,131.159.223.253,???,209335,3.779172897338867
1701706919,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,7.375955581665039
1701706919,3,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816,5.4111480712890625
1701706919,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,8.862972259521484
1701706919,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,14.865875244140625
1701706919,6,104.44.45.49,ae61-0.ier01.fra32.ntwk.msn.net,8075,14.368057250976562
1701706919,7,104.44.230.16,ae22-0.icr01.fra23.ntwk.msn.net,8075,12.701988220214844
1701706919,8,104.44.20.186,be-100-0.ibr01.fra23.ntwk.msn.net,8075,42.222023010253906
1701706919,9,104.44.7.77,be-2-0.ibr04.bl7.ntwk.msn.net,8075,45.903921127319336
1701706919,10,104.44.30.108,be-14-0.ibr01.lon24.ntwk.msn.net,8075,40.947914123535156
1701706919,11,104.44.30.47,be-3-0.ibr01.dub08.ntwk.msn.net,8075,43.78390312194824
1701706919,12,104.44.11.66,ae102-0.icr02.dub08.ntwk.msn.net,8075,41.12505912780762
1701706919,13,*,*,*,*
1701706919,14,*,*,*,*
1701706919,15,*,*,*,*
1701706919,16,*,*,*,*
1701706919,17,*,*,*,*
1701706919,18,*,*,*,*
1701706919,19,*,*,*,*
1701706919,20,*,*,*,*
1701706919,21,*,*,*,*
1701706919,22,*,*,*,*
1701706919,23,*,*,*,*
1701706919,24,*,*,*,*
1701706919,25,*,*,*,*
1701706919,26,*,*,*,*
1701706919,27,*,*,*,*
1701706919,28,*,*,*,*
1701706919,29,*,*,*,*
