timestamp,ttl,ip,hostname,asn
1701706847,1,131.159.223.252,???,209335,3.6690235137939453
1701706847,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,4.440069198608398
1701706847,3,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,5.172014236450195
1701706847,4,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,15.332937240600586
1701706847,5,104.44.45.49,ae61-0.ier01.fra32.ntwk.msn.net,8075,16.507863998413086
1701706847,6,104.44.230.14,ae31-0.icr01.fra21.ntwk.msn.net,8075,25.828123092651367
1701706847,7,*,*,*,*
1701706847,8,104.44.28.123,be-8-0.ibr02.ams30.ntwk.msn.net,8075,224.41697120666504
1701706847,9,104.44.31.2,be-15-0.ibr02.lon22.ntwk.msn.net,8075,103.24907302856445
1701706847,10,*,*,*,*
1701706847,11,*,*,*,*
1701706847,12,104.44.28.55,be-9-0.ibr04.bl20.ntwk.msn.net,8075,13.6260986328125
1701706847,13,104.44.32.47,ae166-0.icr04.bl20.ntwk.msn.net,8075,67.9311752319336
1701706847,14,*,*,*,*
1701706847,15,*,*,*,*
1701706847,16,*,*,*,*
1701706847,17,*,*,*,*
1701706847,18,*,*,*,*
1701706847,19,*,*,*,*
1701706847,20,*,*,*,*
1701706847,21,*,*,*,*
1701706847,22,*,*,*,*
1701706847,23,*,*,*,*
1701706847,24,*,*,*,*
1701706847,25,*,*,*,*
1701706847,26,*,*,*,*
1701706847,27,*,*,*,*
1701706847,28,*,*,*,*
1701706847,29,*,*,*,*
