timestamp,ttl,ip,hostname,asn
1701707123,1,131.159.223.253,???,209335,10.539054870605469
1701707123,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,7.750988006591797
1701707123,3,*,*,*,*
1701707123,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,12.189149856567383
1701707123,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,14.995813369750977
1701707123,6,104.44.45.49,ae61-0.ier01.fra32.ntwk.msn.net,8075,29.65092658996582
1701707123,7,104.44.230.16,ae22-0.icr01.fra23.ntwk.msn.net,8075,15.877962112426758
1701707123,8,*,*,*,*
1701707123,9,104.44.30.48,be-3-0.ibr02.zrh21.ntwk.msn.net,8075,505.16271591186523
1701707123,10,104.44.30.123,be-9-0.ibr02.gva20.ntwk.msn.net,8075,331.54892921447754
1701707123,11,104.44.29.58,be-7-0.ibr02.mrs21.ntwk.msn.net,8075,263.5838985443115
1701707123,12,*,*,*,*
1701707123,13,*,*,*,*
1701707123,14,104.44.7.18,be-1-0.ibr02.sg3.ntwk.msn.net,8075,725.6789207458496
1701707123,15,*,*,*,*
1701707123,16,104.44.19.158,be-6-0.ibr02.mel01.ntwk.msn.net,8075,389.6191120147705
1701707123,17,104.44.11.172,ae120-0.icr01.mel01.ntwk.msn.net,8075,263.31210136413574
1701707123,18,*,*,*,*
1701707123,19,*,*,*,*
1701707123,20,*,*,*,*
1701707123,21,*,*,*,*
1701707123,22,*,*,*,*
1701707123,23,*,*,*,*
1701707123,24,*,*,*,*
1701707123,25,*,*,*,*
1701707123,26,*,*,*,*
1701707123,27,*,*,*,*
1701707123,28,*,*,*,*
1701707123,29,*,*,*,*
