timestamp1M,rtt1M,pop_ping_latency_ms1M
1684973328,63.955068588256836,64.28571319580078
1684973329,44.46220397949219,64.8499984741211
1684973331,79.06222343444824,62.68421173095703
1684973332,74.69344139099121,65.19999694824219
1684973333,75.17313957214355,63.54999923706055
1684973334,71.15721702575684,62.849998474121094
1684973335,55.184364318847656,63.150001525878906
1684973336,79.21504974365234,46.59090805053711
1684973337,24.73163604736328,23.619047164916992
1684973339,27.42791175842285,25.25
1684973340,127.89177894592285,42.650001525878906
1684973341,63.46011161804199,47.380950927734375
1684973342,39.49546813964844,48.380950927734375
1684973343,34.12580490112305,42.904762268066406
1684973344,22.120952606201172,44.42856979370117
1684973345,48.913002014160156,50.150001525878906
1684973347,62.10780143737793,46.28571319580078
1684973348,37.60552406311035,44.95000076293945
1684973349,33.96892547607422,43.71428680419922
1684973350,43.3659553527832,44.70000076293945
1684973351,31.4333438873291,41.66666793823242
1684973352,26.57461166381836,34.14285659790039
1684973353,33.89263153076172,29.571428298950195
1684973356,46.75412178039551,36.9523811340332
1684973357,69.38481330871582,46.66666793823242
1684973358,85.47711372375488,53.19047546386719
1684973359,27.34851837158203,60.849998474121094
1684973360,55.21512031555176,58.66666793823242
1684973361,53.85875701904297,45.04999923706055
1684973363,52.34217643737793,47.79999923706055
1684973365,51.187992095947266,50.9523811340332
1684973366,62.14189529418945,47.54999923706055
1684973367,36.186933517456055,34.099998474121094
1684973368,44.27504539489746,27.450000762939453
1684973369,24.303197860717773,31.950000762939453
1684973370,68.32528114318848,42.57143020629883
1684973371,59.89527702331543,49.9523811340332
1684973373,44.32344436645508,46.28571319580078
1684973374,44.37065124511719,47.0
1684973375,52.429914474487305,48.33333206176758
1684973376,52.44159698486328,50.238094329833984
1684973377,28.382539749145508,51.85714340209961
1684973378,56.57482147216797,51.818180084228516
1684973379,28.119802474975586,47.85714340209961
1684973381,56.43582344055176,52.849998474121094
1684973382,38.17439079284668,41.19047546386719
1684973383,37.73212432861328,26.799999237060547
1684973384,33.62870216369629,30.299999237060547
1684973385,93.64652633666992,39.71428680419922
1684973386,57.802438735961914,39.85714340209961
1684973387,69.20766830444336,39.0
1684973389,53.64489555358887,42.85714340209961
1684973390,77.57425308227539,42.095237731933594
1684973391,65.5815601348877,44.599998474121094
1684973392,57.60979652404785,43.57143020629883
1684973393,49.5913028717041,40.71428680419922
1684973394,37.545204162597656,44.0
1684973395,37.11247444152832,42.52381134033203
1684973397,39.24965858459473,39.5
1684973398,48.169851303100586,40.349998474121094
1684973399,50.54783821105957,51.238094329833984
1684973400,99.49278831481934,70.19999694824219
1684973401,83.40692520141602,69.5
1684973402,102.68330574035645,72.38095092773438
1684973404,87.1744155883789,73.95237731933594
1684973405,86.70496940612793,73.04762268066406
1684973406,79.2231559753418,72.30000305175781
1684973407,103.63626480102539,71.0999984741211
1684973408,103.62052917480469,72.14286041259766
1684973410,47.627925872802734,69.19999694824219
1684973411,86.11941337585449,67.68421173095703
1684973412,39.94250297546387,55.904762268066406
1684973413,37.3539924621582,42.19047546386719
1684973414,53.37405204772949,45.0476188659668
1684973415,43.98965835571289,51.0476188659668
1684973416,64.1331672668457,49.94736862182617
1684973418,76.01666450500488,51.20000076293945
1684973419,85.00432968139648,52.099998474121094
1684973420,102.84090042114258,59.14285659790039
1684973421,45.30143737792969,53.68421173095703
1684973422,50.78530311584473,49.157894134521484
1684973423,69.56100463867188,51.42856979370117
1684973425,52.04653739929199,47.29999923706055
1684973426,93.89066696166992,55.94444274902344
1684973427,49.977779388427734,45.78947448730469
1684973428,41.80765151977539,40.47618865966797
1684973429,38.408517837524414,49.599998474121094
1684973430,89.09440040588379,76.47618865966797
1684973431,75.36745071411133,90.2272720336914
1684973433,76.62224769592285,87.19047546386719
1684973434,55.81521987915039,94.05000305175781
1684973435,102.10537910461426,91.30000305175781
1684973436,82.38554000854492,81.54545593261719
1684973437,75.79803466796875,70.0999984741211
1684973439,88.99354934692383,76.33333587646484
1684973440,82.31997489929199,83.1500015258789
1684973441,68.54915618896484,72.33333587646484
1684973442,25.693893432617188,45.227272033691406
1684973443,30.151844024658203,36.0476188659668
1684973444,33.38027000427246,41.0
1684973446,33.739328384399414,41.9523811340332
1684973447,29.829025268554688,44.52631759643555
1684973448,49.73602294921875,45.21052551269531
1684973449,74.68223571777344,41.25
1684973450,79.32043075561523,51.95000076293945
1684973451,45.81904411315918,52.0476188659668
1684973453,57.77096748352051,49.33333206176758
1684973454,57.88254737854004,51.400001525878906
1684973455,57.81221389770508,48.95000076293945
1684973456,25.82550048828125,59.0
1684973457,89.32018280029297,76.9000015258789
1684973458,86.18354797363281,81.75
1684973460,77.20446586608887,84.47618865966797
1684973461,134.56296920776367,98.0952377319336
1684973462,113.49344253540039,96.75
1684973463,91.88270568847656,96.4000015258789
1684973464,115.94510078430176,95.0999984741211
1684973466,97.02634811401367,93.33333587646484
1684973467,132.57980346679688,94.57142639160156
1684973468,109.09223556518555,91.19047546386719
1684973469,134.39369201660156,97.76190185546875
1684973470,94.41924095153809,107.9000015258789
1684973472,70.92857360839844,78.68181610107422
1684973473,58.92205238342285,49.14285659790039
