timestamp,rtt,pop_ping_latency_ms
1685015955,60.88376045227051,39.66666793823242
1685015957,58.97855758666992,43.894737243652344
1685015958,40.51923751831055,48.70000076293945
1685015959,101.54485702514648,43.42856979370117
1685015960,114.87102508544922,40.150001525878906
1685015961,48.43473434448242,42.71428680419922
1685015963,118.9277172088623,47.619049072265625
1685015964,49.29947853088379,38.894737243652344
1685015965,38.858652114868164,40.33333206176758
1685015966,94.82645988464355,42.904762268066406
1685015967,30.78174591064453,44.95000076293945
1685015968,42.94157028198242,42.54999923706055
1685015969,86.7757797241211,64.05000305175781
1685015972,91.48550033569336,81.30000305175781
1685015973,59.340476989746094,66.42857360839844
1685015974,71.18821144104004,62.5
1685015975,67.03758239746094,74.31578826904297
1685015976,50.91214179992676,69.52631378173828
1685015978,42.96302795410156,59.26315689086914
1685015979,35.70699691772461,58.26315689086914
1685015980,30.551910400390625,64.66666412353516
1685015982,24.31631088256836,36.70000076293945
1685015983,25.622844696044922,35.849998474121094
1685015984,29.640674591064453,51.380950927734375
1685015986,55.565834045410156,63.14285659790039
1685015987,64.31984901428223,60.349998474121094
1685015988,81.21204376220703,62.29999923706055
1685015989,82.96585083007812,67.66666412353516
1685015990,36.30661964416504,63.45000076293945
1685015991,89.68210220336914,62.75
1685015993,86.98463439941406,62.71428680419922
1685015994,91.51697158813477,59.33333206176758
1685015995,56.90884590148926,48.19047546386719
1685015996,55.15241622924805,43.45000076293945
1685015997,41.605472564697266,35.0
1685015998,26.84307098388672,30.5
1685016000,37.778377532958984,28.200000762939453
1685016001,26.859283447265625,23.950000762939453
1685016002,25.522708892822266,23.952381134033203
1685016003,37.569284439086914,24.285715103149414
1685016004,29.180049896240234,23.761905670166016
1685016005,28.301000595092773,24.421052932739258
1685016006,36.252498626708984,24.6842098236084
1685016007,40.32301902770996,23.285715103149414
1685016008,22.936582565307617,22.619047164916992
1685016010,25.595664978027344,24.799999237060547
1685016011,28.26213836669922,25.714284896850586
1685016012,33.9047908782959,27.299999237060547
1685016013,26.411771774291992,29.100000381469727
1685016014,30.422210693359375,31.33333396911621
1685016015,54.30912971496582,40.904762268066406
1685016016,58.48407745361328,44.3684196472168
1685016017,30.43961524963379,40.761905670166016
1685016019,98.46973419189453,42.150001525878906
1685016020,70.25480270385742,41.14285659790039
1685016021,26.51357650756836,46.29999923706055
1685016022,34.58094596862793,44.85714340209961
1685016023,42.62566566467285,40.47618865966797
1685016024,62.71171569824219,45.380950927734375
1685016025,82.70835876464844,48.14285659790039
1685016027,27.873992919921875,38.0
1685016028,30.66849708557129,28.285715103149414
1685016029,43.30277442932129,36.238094329833984
1685016030,47.16777801513672,48.900001525878906
1685016031,59.485435485839844,59.904762268066406
1685016032,75.96397399902344,60.904762268066406
1685016033,87.29147911071777,56.52381134033203
1685016035,92.00191497802734,53.099998474121094
1685016036,78.89008522033691,63.95000076293945
1685016037,71.28787040710449,58.33333206176758
1685016038,63.76791000366211,48.04999923706055
1685016039,35.77089309692383,33.40909194946289
1685016040,43.41769218444824,27.200000762939453
1685016041,76.83086395263672,26.85714340209961
1685016043,22.615432739257812,20.952381134033203
1685016044,26.285409927368164,23.5238094329834
1685016045,27.59528160095215,30.571428298950195
1685016046,26.746273040771484,35.04999923706055
1685016047,50.261497497558594,34.599998474121094
1685016048,33.51712226867676,35.19047546386719
1685016049,57.515859603881836,33.54999923706055
1685016051,37.56237030029297,33.5
1685016052,53.4062385559082,35.33333206176758
1685016053,61.569929122924805,34.70000076293945
1685016054,38.278818130493164,37.238094329833984
1685016055,64.13769721984863,33.599998474121094
1685016056,44.82293128967285,31.238094329833984
1685016057,25.380849838256836,29.238094329833984
1685016059,26.06368064880371,29.380952835083008
1685016060,28.9766788482666,37.095237731933594
1685016061,37.40382194519043,42.70000076293945
1685016062,45.351505279541016,44.9523811340332
1685016063,53.33733558654785,51.238094329833984
1685016064,49.486398696899414,47.42856979370117
1685016065,45.354366302490234,46.66666793823242
1685016067,33.33568572998047,50.599998474121094
1685016068,45.00555992126465,49.80952453613281
1685016069,57.695627212524414,47.47618865966797
1685016070,69.7183609008789,52.04999923706055
1685016071,41.3665771484375,46.45454406738281
1685016072,37.627220153808594,40.85714340209961
1685016073,34.13105010986328,40.70000076293945
1685016074,37.5213623046875,52.54999923706055
1685016076,48.2327938079834,63.380950927734375
1685016077,48.005104064941406,58.95000076293945
1685016078,121.62542343139648,57.380950927734375
1685016079,87.36300468444824,63.238094329833984
1685016080,100.1894474029541,58.52631759643555
1685016081,93.65558624267578,60.04999923706055
1685016083,38.71512413024902,64.33333587646484
1685016084,64.69869613647461,67.47618865966797
1685016085,81.75945281982422,62.849998474121094
1685016086,98.91295433044434,49.95000076293945
1685016087,36.03792190551758,32.900001525878906
1685016088,34.49702262878418,35.904762268066406
1685016090,66.85733795166016,51.0
1685016091,104.11572456359863,55.47618865966797
1685016092,89.37406539916992,53.095237731933594
1685016093,83.02617073059082,56.5
1685016094,91.95113182067871,58.20000076293945
1685016096,54.69107627868652,55.54999923706055
1685016097,74.5539665222168,56.227272033691406
1685016098,104.02059555053711,52.9523811340332
1685016099,88.94991874694824,47.57143020629883
1685016100,90.57450294494629,53.57143020629883
1685016102,29.699087142944336,48.66666793823242
1685016103,29.419422149658203,39.0476188659668
1685016104,32.32932090759277,37.80952453613281
1685016105,56.91218376159668,58.47368240356445
1685016106,84.0916633605957,65.9000015258789
1685016107,55.739641189575195,79.85713958740234
1685016108,134.7813606262207,102.52381134033203
1685016110,73.71997833251953,78.69999694824219
1685016111,117.61474609375,81.0
1685016112,37.82796859741211,82.30000305175781
1685016113,37.50205039978027,79.33333587646484
1685016114,34.05451774597168,72.21052551269531
1685016115,108.92820358276367,71.71428680419922
1685016117,24.92499351501465,49.66666793823242
1685016118,36.989688873291016,29.899999618530273
1685016119,38.239479064941406,42.400001525878906
1685016120,79.6356201171875,53.095237731933594
1685016121,27.00042724609375,45.42856979370117
1685016122,38.993120193481445,49.04999923706055
1685016123,71.77066802978516,51.904762268066406
1685016125,41.61953926086426,47.772727966308594
1685016126,102.96988487243652,51.19047546386719
1685016127,92.26322174072266,57.0
1685016128,81.55250549316406,58.47618865966797
1685016129,47.23548889160156,60.20000076293945
1685016130,80.96194267272949,60.45000076293945
1685016132,57.84440040588379,45.71428680419922
1685016133,35.59136390686035,30.200000762939453
1685016134,31.601428985595703,29.952381134033203
1685016135,31.678199768066406,35.599998474121094
1685016136,96.94814682006836,49.0476188659668
1685016137,98.31690788269043,60.238094329833984
1685016138,83.65201950073242,67.30000305175781
1685016140,104.54607009887695,60.0
1685016141,46.304941177368164,63.5
1685016142,46.219587326049805,62.0
1685016143,34.28292274475098,60.25
1685016144,63.65036964416504,65.04762268066406
1685016146,31.656265258789062,67.0
1685016147,45.68648338317871,51.42856979370117
1685016148,39.04914855957031,37.380950927734375
1685016149,22.33433723449707,36.619049072265625
1685016150,37.058353424072266,59.400001525878906
1685016151,37.479400634765625,69.38095092773438
1685016152,85.73079109191895,58.0476188659668
1685016154,109.09605026245117,65.23809814453125
1685016155,61.270713806152344,71.14286041259766
1685016156,77.44264602661133,88.19047546386719
1685016157,128.93199920654297,100.2272720336914
1685016158,57.68752098083496,99.68181610107422
1685016159,68.9249038696289,82.59091186523438
1685016161,104.98714447021484,57.5
1685016162,39.118289947509766,45.900001525878906
1685016163,34.73186492919922,34.71428680419922
1685016164,38.49959373474121,34.79999923706055
1685016165,61.53249740600586,41.80952453613281
1685016166,35.11762619018555,47.380950927734375
1685016167,58.953285217285156,47.57143020629883
1685016169,70.2214241027832,46.380950927734375
1685016170,95.11899948120117,51.29999923706055
1685016171,63.16542625427246,46.29999923706055
1685016172,66.56122207641602,48.14285659790039
1685016173,37.53995895385742,50.650001525878906
1685016174,69.83637809753418,48.75
1685016176,73.61721992492676,50.900001525878906
1685016177,38.03896903991699,40.14285659790039
1685016178,31.3107967376709,32.75
1685016179,70.28603553771973,54.80952453613281
1685016180,37.72568702697754,68.8499984741211
1685016181,66.2226676940918,69.6500015258789
1685016182,110.3050708770752,70.14286041259766
1685016184,110.19778251647949,63.25
1685016185,95.58677673339844,61.849998474121094
1685016186,74.27692413330078,65.44999694824219
1685016187,114.22419548034668,63.79999923706055
1685016188,88.45400810241699,56.099998474121094
1685016190,59.1435432434082,66.30000305175781
1685016191,99.15661811828613,74.0952377319336
1685016192,28.16152572631836,47.85714340209961
1685016193,28.168201446533203,27.66666603088379
1685016194,20.147323608398438,24.809524536132812
1685016195,28.184175491333008,21.299999237060547
1685016196,21.6219425201416,21.238094329833984
1685016198,24.059295654296875,20.238094329833984
1685016199,24.216413497924805,20.904762268066406
1685016200,36.20100021362305,22.285715103149414
1685016201,28.120040893554688,22.100000381469727
1685016202,28.138399124145508,23.285715103149414
