timestamp,rtt,pop_ping_latency_ms
1685016203,23.780345916748047,23.450000762939453
1685016204,20.229339599609375,22.33333396911621
1685016205,27.37903594970703,21.399999618530273
1685016207,29.5870304107666,29.571428298950195
1685016208,29.313325881958008,37.47618865966797
1685016209,30.09176254272461,43.5
1685016210,66.17975234985352,61.349998474121094
1685016211,68.86839866638184,56.904762268066406
1685016212,46.19121551513672,67.0
1685016213,49.80587959289551,64.52381134033203
1685016215,70.28841972351074,63.0476188659668
1685016216,117.77734756469727,60.14285659790039
1685016217,70.22428512573242,60.0
1685016218,81.60567283630371,65.19047546386719
1685016219,69.83017921447754,55.150001525878906
1685016220,70.21880149841309,53.47618865966797
1685016222,33.08987617492676,45.0476188659668
1685016223,41.48697853088379,27.952381134033203
1685016224,37.113189697265625,37.47618865966797
1685016225,94.38896179199219,54.9523811340332
1685016226,87.66460418701172,57.619049072265625
1685016227,46.3869571685791,51.099998474121094
1685016228,94.60806846618652,50.71428680419922
1685016230,80.89232444763184,49.0476188659668
1685016231,57.79767036437988,48.45000076293945
1685016232,61.087608337402344,52.70000076293945
1685016233,80.88421821594238,55.619049072265625
1685016234,90.52920341491699,50.150001525878906
1685016236,47.39689826965332,53.95000076293945
1685016237,30.767202377319336,39.619049072265625
1685016238,31.24690055847168,29.25
1685016239,38.88702392578125,42.19047546386719
1685016240,51.067352294921875,51.9523811340332
1685016241,66.93482398986816,52.47618865966797
1685016242,74.77140426635742,47.90909194946289
1685016244,66.51735305786133,47.28571319580078
1685016245,74.83291625976562,54.380950927734375
1685016246,66.78915023803711,57.52381134033203
1685016247,78.71317863464355,55.619049072265625
1685016248,74.9821662902832,52.28571319580078
1685016249,66.75958633422852,53.28571319580078
1685016250,58.98022651672363,51.599998474121094
1685016252,38.24424743652344,32.47618865966797
1685016253,30.118227005004883,22.285715103149414
1685016254,30.741214752197266,33.04999923706055
1685016255,90.73352813720703,47.75
