timestamp10M,rtt10M,pop_ping_latency_ms10M
1684973812,56.40363693237305,48.14285659790039
1684973813,43.253421783447266,48.70000076293945
1684973814,61.33317947387695,48.75
1684973816,69.41533088684082,50.45000076293945
1684973817,32.61518478393555,36.52381134033203
1684973818,27.61554718017578,28.700000762939453
1684973819,28.379201889038086,34.79999923706055
1684973820,30.8072566986084,53.5
1684973821,52.213191986083984,61.47618865966797
1684973822,138.1056308746338,56.42856979370117
1684973824,87.37874031066895,57.85714340209961
1684973825,66.09845161437988,61.26315689086914
1684973826,44.82436180114746,54.75
1684973827,73.73785972595215,53.619049072265625
1684973828,63.54355812072754,55.599998474121094
1684973829,68.99118423461914,55.28571319580078
1684973831,62.427520751953125,54.90909194946289
1684973832,39.95990753173828,44.47618865966797
1684973833,44.85654830932617,30.950000762939453
1684973834,27.253150939941406,31.0
1684973835,125.35381317138672,58.04999923706055
1684973836,86.96341514587402,56.380950927734375
1684973838,60.93549728393555,49.47618865966797
1684973839,69.90885734558105,53.0
1684973840,95.61371803283691,60.0
1684973841,65.9182071685791,58.150001525878906
1684973842,46.9357967376709,52.33333206176758
1684973843,98.4809398651123,55.70000076293945
1684973845,53.6959171295166,60.099998474121094
1684973846,121.67668342590332,51.900001525878906
1684973847,21.13628387451172,31.600000381469727
1684973848,21.137475967407227,19.047618865966797
1684973849,65.20915031433105,35.099998474121094
1684973850,77.28457450866699,48.849998474121094
1684973851,64.8956298828125,48.849998474121094
1684973853,37.37020492553711,46.761905670166016
1684973854,33.203840255737305,46.52381134033203
1684973855,65.22107124328613,48.099998474121094
1684973856,53.14993858337402,49.33333206176758
1684973857,61.20610237121582,50.9523811340332
1684973858,45.26376724243164,48.400001525878906
1684973860,52.78778076171875,47.238094329833984
1684973861,49.21150207519531,46.9523811340332
1684973862,41.55325889587402,44.0
1684973863,45.50313949584961,43.45000076293945
1684973864,45.56584358215332,62.25
1684973865,93.57213973999023,68.80952453613281
1684973867,125.52022933959961,72.0999984741211
1684973868,117.90776252746582,80.42857360839844
1684973869,121.59419059753418,80.9047622680664
1684973870,121.57011032104492,82.42857360839844
1684973871,57.52253532409668,75.69999694824219
1684973873,61.59019470214844,73.80000305175781
1684973874,117.63715744018555,76.23809814453125
1684973875,89.65897560119629,78.28571319580078
1684973876,69.15760040283203,67.95237731933594
1684973877,41.88871383666992,46.14285659790039
1684973878,30.791282653808594,40.849998474121094
1684973880,42.0689582824707,56.904762268066406
1684973881,51.22208595275879,56.619049072265625
1684973882,42.806148529052734,57.80952453613281
1684973883,45.87578773498535,62.52381134033203
1684973884,61.39183044433594,66.61904907226562
1684973885,141.8764591217041,67.0999984741211
1684973887,105.81731796264648,58.66666793823242
1684973888,69.8540210723877,59.71428680419922
1684973889,73.89211654663086,61.25
1684973890,122.47848510742188,63.04999923706055
1684973891,42.748212814331055,53.904762268066406
1684973892,43.13969612121582,42.095237731933594
1684973894,38.5744571685791,39.28571319580078
1684973895,37.15658187866211,47.66666793823242
1684973896,85.18648147583008,54.80952453613281
1684973897,67.88325309753418,67.69999694824219
1684973898,70.54615020751953,67.7727279663086
1684973899,42.548179626464844,61.0476188659668
1684973901,44.666290283203125,58.71428680419922
1684973902,101.14026069641113,60.70000076293945
1684973903,101.03511810302734,56.904762268066406
1684973904,62.326908111572266,58.599998474121094
1684973905,45.08686065673828,54.599998474121094
1684973906,61.46526336669922,41.599998474121094
1684973908,29.620647430419922,31.100000381469727
1684973909,29.059410095214844,32.599998474121094
1684973910,105.58223724365234,52.25
1684973911,53.4975528717041,61.0476188659668
1684973912,41.55421257019043,64.30000305175781
1684973913,53.470611572265625,66.57142639160156
1684973915,61.483144760131836,63.904762268066406
1684973916,53.58743667602539,63.619049072265625
1684973917,53.1003475189209,64.30000305175781
1684973918,29.679298400878906,65.85713958740234
1684973919,41.42022132873535,67.61904907226562
1684973920,81.50267601013184,66.30000305175781
1684973922,55.606842041015625,50.42856979370117
1684973923,42.27757453918457,30.0
1684973924,28.02109718322754,33.52381134033203
1684973925,44.95859146118164,42.20000076293945
1684973926,104.1100025177002,45.47618865966797
1684973927,62.80994415283203,46.095237731933594
1684973928,86.89737319946289,45.42856979370117
