timestamp10M,rtt10M,pop_ping_latency_ms10M
1684973629,117.28739738464355,80.33333587646484
1684973630,121.64068222045898,82.71428680419922
1684973631,105.9114933013916,91.25
1684973632,109.8778247833252,97.25
1684973633,71.66910171508789,86.71428680419922
1684973635,121.92392349243164,81.75
1684973636,117.24233627319336,70.45454406738281
1684973637,31.723976135253906,38.318180084228516
1684973638,24.957656860351562,24.5238094329834
1684973639,25.0241756439209,33.900001525878906
1684973640,59.77916717529297,48.31578826904297
1684973642,35.69316864013672,54.04999923706055
1684973643,89.91003036499023,55.0
1684973644,66.42460823059082,56.47618865966797
1684973645,81.02130889892578,52.3684196472168
1684973646,34.3167781829834,40.52381134033203
1684973647,22.175073623657227,50.099998474121094
1684973649,95.56412696838379,60.45000076293945
1684973650,70.1601505279541,53.0476188659668
1684973651,75.21629333496094,48.47618865966797
1684973652,62.71672248840332,39.42856979370117
1684973653,46.729087829589844,35.14285659790039
1684973654,35.979509353637695,38.349998474121094
1684973656,120.01919746398926,49.79999923706055
1684973657,93.40524673461914,52.761905670166016
1684973658,56.01930618286133,48.761905670166016
1684973659,50.29296875,55.150001525878906
1684973660,47.62411117553711,63.0
1684973661,107.56039619445801,63.380950927734375
1684973663,53.256988525390625,63.14285659790039
1684973664,86.75003051757812,62.85714340209961
1684973665,97.45597839355469,72.8499984741211
1684973666,73.40192794799805,72.71428680419922
1684973667,50.934791564941406,55.70000076293945
1684973668,32.324790954589844,45.42856979370117
1684973670,61.78998947143555,40.904762268066406
1684973671,49.237966537475586,41.80952453613281
1684973672,77.25000381469727,40.0
1684973673,43.822526931762695,41.33333206176758
1684973674,49.155235290527344,41.14285659790039
1684973675,35.55178642272949,42.85714340209961
1684973676,58.93540382385254,41.761905670166016
1684973678,42.59157180786133,40.25
1684973679,51.137685775756836,40.400001525878906
1684973680,44.07644271850586,39.9523811340332
1684973681,45.31669616699219,44.52631759643555
1684973682,35.04538536071777,41.150001525878906
1684973683,46.57125473022461,43.095237731933594
1684973684,63.083648681640625,54.54999923706055
1684973686,55.13930320739746,62.95000076293945
1684973687,47.957658767700195,62.79999923706055
1684973688,59.09299850463867,60.761905670166016
1684973689,47.814369201660156,62.349998474121094
1684973690,63.17877769470215,67.19047546386719
1684973691,60.6992244720459,64.8499984741211
1684973693,71.86007499694824,64.28571319580078
1684973694,52.15334892272949,67.5999984741211
1684973695,119.3549633026123,60.79999923706055
1684973696,59.2653751373291,51.54999923706055
1684973697,32.56845474243164,33.71428680419922
1684973698,28.840065002441406,41.85714340209961
1684973700,53.418874740600586,60.47618865966797
1684973701,54.7177791595459,66.47618865966797
1684973702,70.78719139099121,65.5
1684973703,46.81086540222168,69.38095092773438
1684973704,48.15173149108887,64.9047622680664
1684973705,44.141530990600586,69.0999984741211
1684973706,65.35458564758301,66.0
1684973708,77.59761810302734,68.75
1684973709,49.576759338378906,73.85713958740234
1684973710,71.05851173400879,72.80000305175781
1684973711,70.91975212097168,65.44999694824219
1684973712,44.6622371673584,48.42856979370117
1684973715,119.32826042175293,113.52941131591797
1684973718,140.22278785705566,92.19999694824219
1684973719,120.15938758850098,77.63157653808594
1684973720,112.1222972869873,82.2631607055664
1684973721,101.8381118774414,75.5
1684973724,58.33697319030762,69.5
1684973725,113.83461952209473,67.55000305175781
1684973726,139.30034637451172,62.0
1684973727,22.59659767150879,44.3636360168457
1684973728,45.18294334411621,29.700000762939453
1684973730,42.44709014892578,37.33333206176758
1684973731,56.00476264953613,46.80952453613281
1684973732,82.49640464782715,47.54545593261719
1684973733,55.876970291137695,48.66666793823242
1684973734,47.856807708740234,48.650001525878906
1684973735,39.95943069458008,45.31578826904297
1684973736,45.63570022583008,51.5
1684973738,76.0035514831543,48.095237731933594
1684973739,82.27705955505371,56.05263137817383
1684973740,73.35638999938965,54.105262756347656
1684973741,34.712791442871094,54.70000076293945
1684973742,43.25246810913086,47.45000076293945
1684973743,67.22378730773926,49.45000076293945
1684973745,79.1478157043457,53.75
1684973746,67.1083927154541,53.099998474121094
1684973747,71.16198539733887,54.619049072265625
1684973748,71.1057186126709,56.099998474121094
1684973749,75.09350776672363,59.28571319580078
1684973750,43.082237243652344,60.45000076293945
1684973752,51.093339920043945,55.95454406738281
1684973753,50.989389419555664,52.3684196472168
1684973754,55.10210990905762,57.849998474121094
1684973755,62.69693374633789,53.0476188659668
1684973756,79.05173301696777,47.71428680419922
1684973757,43.886661529541016,41.400001525878906
1684973758,37.28675842285156,38.66666793823242
1684973760,35.41827201843262,51.54999923706055
1684973761,76.02930068969727,75.25
1684973762,82.54504203796387,73.0
1684973763,108.77466201782227,66.38095092773438
1684973764,100.01921653747559,71.3499984741211
1684973765,84.83672142028809,80.19047546386719
1684973767,90.68918228149414,76.30000305175781
1684973768,85.28351783752441,72.57142639160156
1684973769,122.59745597839355,68.61904907226562
1684973770,77.20685005187988,64.71428680419922
1684973771,122.37930297851562,45.66666793823242
1684973773,26.632308959960938,27.095237731933594
1684973774,23.602962493896484,28.399999618530273
1684973775,68.89533996582031,38.0476188659668
1684973776,66.28799438476562,45.42856979370117
1684973777,43.53475570678711,46.85714340209961
1684973778,72.32785224914551,45.849998474121094
1684973780,77.28004455566406,51.900001525878906
1684973781,49.56459999084473,54.0
1684973782,51.696062088012695,57.9523811340332
1684973783,51.70869827270508,63.28571319580078
1684973784,33.61630439758301,58.28571319580078
1684973785,50.2324104309082,54.71428680419922
1684973787,50.72784423828125,54.75
1684973788,50.44817924499512,49.85714340209961
1684973789,46.83685302734375,54.5
1684973790,87.57424354553223,61.52381134033203
1684973791,67.63052940368652,61.45000076293945
1684973792,110.8403205871582,61.57143020629883
1684973794,74.84602928161621,60.95000076293945
1684973795,54.892539978027344,60.66666793823242
1684973796,54.16417121887207,62.19047546386719
1684973797,54.91137504577637,62.894737243652344
1684973798,59.03053283691406,62.94444274902344
1684973799,55.04631996154785,63.25
1684973800,59.17072296142578,65.0
1684973802,75.72793960571289,70.04762268066406
1684973803,45.023202896118164,64.44999694824219
1684973804,58.10284614562988,53.20000076293945
1684973805,50.31013488769531,49.75
1684973806,70.45817375183105,48.904762268066406
1684973807,31.81171417236328,51.42856979370117
1684973809,94.47383880615234,53.14285659790039
1684973810,62.47138977050781,50.71428680419922
1684973811,49.1786003112793,47.25
