timestamp50k,rtt50k,pop_ping_latency_ms50k
1684972726,48.041343688964844,38.650001525878906
1684972727,45.82715034484863,37.0
1684972729,48.308610916137695,38.0476188659668
1684972730,40.94839096069336,37.42856979370117
1684972731,32.520294189453125,35.71428680419922
1684972732,44.547319412231445,36.47618865966797
1684972733,36.09323501586914,36.900001525878906
1684972734,40.6033992767334,36.619049072265625
1684972735,44.56663131713867,37.900001525878906
1684972736,44.765472412109375,44.150001525878906
1684972738,49.41296577453613,48.0476188659668
1684972739,46.69642448425293,45.599998474121094
1684972740,114.69459533691406,71.55000305175781
1684972741,55.634260177612305,81.7272720336914
1684972742,78.73678207397461,77.0
1684972744,131.37531280517578,80.80952453613281
1684972745,53.29442024230957,82.71428680419922
1684972746,74.69344139099121,73.59091186523438
1684972747,97.6555347442627,76.25
1684972748,87.98933029174805,81.66666412353516
1684972749,71.72942161560059,92.42857360839844
1684972751,75.99520683288574,83.59091186523438
1684972752,25.52318572998047,46.619049072265625
1684972753,30.445098876953125,27.850000381469727
1684972754,50.40454864501953,40.5
1684972755,45.58563232421875,48.29999923706055
1684972756,41.649580001831055,54.599998474121094
1684972757,62.091827392578125,56.849998474121094
1684972759,73.73309135437012,54.238094329833984
1684972760,87.0358943939209,51.33333206176758
1684972761,29.645204544067383,47.33333206176758
1684972762,53.65180969238281,41.66666793823242
1684972763,25.765419006347656,41.52381134033203
1684972764,54.5194149017334,51.79999923706055
1684972765,42.21391677856445,56.52381134033203
1684972767,47.50323295593262,52.19047546386719
1684972768,54.54540252685547,37.095237731933594
1684972769,36.032915115356445,37.47368240356445
1684972770,100.01468658447266,54.0
1684972771,45.20821571350098,64.4000015258789
1684972772,108.14714431762695,77.04762268066406
1684972774,52.37746238708496,79.19047546386719
1684972775,100.04377365112305,80.0999984741211
1684972776,123.93665313720703,77.85713958740234
1684972777,55.84716796875,78.28571319580078
1684972778,83.96196365356445,71.80000305175781
1684972779,36.29565238952637,76.47618865966797
1684972781,79.87594604492188,77.7272720336914
1684972782,40.81869125366211,51.0
1684972783,38.713693618774414,28.190475463867188
1684972784,35.92252731323242,27.450000762939453
1684972785,64.11218643188477,41.68421173095703
1684972786,74.84769821166992,58.349998474121094
1684972787,104.48646545410156,78.21052551269531
1684972789,98.76346588134766,86.5
1684972790,55.5419921875,63.650001525878906
1684972791,36.02457046508789,48.20000076293945
1684972792,68.11404228210449,53.25
1684972793,58.72201919555664,59.14285659790039
1684972794,106.78362846374512,61.349998474121094
1684972796,109.31181907653809,58.761905670166016
