timestamp,ttl,ip,hostname,asn
1684135513,1,192.168.1.1,???,
1684135513,2,100.64.0.1,???,
1684135513,3,172.16.251.90,???,
1684135513,4,206.224.65.208,undefined.hostname.localhost,14593
1684135513,5,206.224.65.192,undefined.hostname.localhost,14593
1684135513,6,62.115.114.90,ffm-bb2-link.ip.twelve99.net,1299
1684135513,7,62.115.114.90,ffm-bb2-link.ip.twelve99.net,1299
1684135513,8,62.115.122.138,prs-bb2-link.ip.twelve99.net,1299
1684135513,9,62.115.122.159,rest-bb1-link.ip.twelve99.net,1299
1684135513,10,*,*,*
1684135513,11,*,*,*
1684135513,12,*,*,*
1684135513,13,62.115.136.119,dls-b23-link.ip.twelve99.net,1299
1684135513,14,*,*,*
1684135513,15,62.115.125.55,phx-b6-link.ip.twelve99.net,1299
1684135513,16,140.91.194.86,???,31898
1684135513,17,*,*,*
1684135513,18,*,*,*
1684135513,19,*,*,*
1684135513,20,*,*,*
1684135513,21,*,*,*
1684135513,22,*,*,*
1684135513,23,*,*,*
1684135513,24,*,*,*
1684135513,25,*,*,*
1684135513,26,*,*,*
1684135513,27,*,*,*
1684135513,28,*,*,*
1684135513,29,*,*,*
