timestamp,ttl,ip,hostname,asn
1684115851,1,131.159.14.129,ac.scylla.net.in.tum.de,209335
1684115851,2,131.159.252.148,nz-bb2-net.in.tum.de,209335
1684115851,3,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335
1684115851,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680
1684115851,5,188.1.144.213,cr-erl2-be5.x-win.dfn.de,680
1684115851,6,188.1.146.210,cr-tub2-be10.x-win.dfn.de,680
1684115851,7,213.248.100.166,hbg-b2-link.ip.twelve99.net,1299
1684115851,8,62.115.132.108,hbg-bb2-link.ip.twelve99.net,1299
1684115851,9,62.115.127.89,adm-bb4-link.ip.twelve99.net,1299
1684115851,10,62.115.120.229,adm-b10-link.ip.twelve99.net,1299
1684115851,11,140.91.222.2,???,31898
1684115851,12,*,*,*
1684115851,13,*,*,*
1684115851,14,*,*,*
1684115851,15,*,*,*
1684115851,16,*,*,*
1684115851,17,*,*,*
1684115851,18,*,*,*
1684115851,19,*,*,*
1684115851,20,*,*,*
1684115851,21,*,*,*
1684115851,22,*,*,*
1684115851,23,*,*,*
1684115851,24,*,*,*
1684115851,25,*,*,*
1684115851,26,*,*,*
1684115851,27,*,*,*
1684115851,28,*,*,*
1684115851,29,*,*,*
