timestamp,ttl,ip,hostname,asn
1684171982,1,192.168.1.1,???,
1684171982,2,100.64.0.1,???,
1684171982,3,172.16.251.90,???,
1684171982,4,*,*,*
1684171982,5,206.224.65.192,undefined.hostname.localhost,14593
1684171982,6,62.115.114.90,ffm-bb2-link.ip.twelve99.net,1299
1684171982,7,62.115.114.90,ffm-bb2-link.ip.twelve99.net,1299
1684171982,8,62.115.122.200,adm-bb4-link.ip.twelve99.net,1299
1684171982,9,*,*,*
1684171982,10,140.91.222.2,???,31898
1684171982,11,*,*,*
1684171982,12,*,*,*
1684171982,13,*,*,*
1684171982,14,*,*,*
1684171982,15,*,*,*
1684171982,16,*,*,*
1684171982,17,*,*,*
1684171982,18,*,*,*
1684171982,19,*,*,*
1684171982,20,*,*,*
1684171982,21,*,*,*
1684171982,22,*,*,*
1684171982,23,*,*,*
1684171982,24,*,*,*
1684171982,25,*,*,*
1684171982,26,*,*,*
1684171982,27,*,*,*
1684171982,28,*,*,*
1684171982,29,*,*,*
