timestamp,ttl,ip,hostname,asn
1701707378,1,131.159.223.253,???,209335,6.6471099853515625
1701707378,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,3.6640167236328125
1701707378,3,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816,6.245851516723633
1701707378,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,5.560874938964844
1701707378,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,15.404224395751953
1701707378,6,99.83.68.142,???,,13.904094696044922
1701707378,7,*,*,*,*
1701707378,8,*,*,*,*
1701707378,9,*,*,*,*
1701707378,10,*,*,*,*
1701707378,11,*,*,*,*
1701707378,12,*,*,*,*
1701707378,13,52.95.67.144,???,16509,148.32687377929688
1701707378,14,52.95.64.236,???,16509,143.2361602783203
1701707378,15,52.95.64.237,???,16509,145.4007625579834
1701707378,16,*,*,*,*
1701707378,17,*,*,*,*
1701707378,18,*,*,*,*
1701707378,19,*,*,*,*
1701707378,20,*,*,*,*
1701707378,21,*,*,*,*
1701707378,22,*,*,*,*
1701707378,23,*,*,*,*
1701707378,24,*,*,*,*
1701707378,25,*,*,*,*
1701707378,26,*,*,*,*
1701707378,27,*,*,*,*
1701707378,28,*,*,*,*
1701707378,29,*,*,*,*
