timestamp,ttl,ip,hostname,asn
1701707143,1,131.159.223.252,???,209335,10.057926177978516
1701707143,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,5.573272705078125
1701707143,3,*,*,*,*
1701707143,4,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,18.368005752563477
1701707143,5,62.67.67.153,et-4-0-4.edge9.frankfurt1.level3.net,3356,18.091201782226562
1701707143,6,*,*,*,*
1701707143,7,80.231.65.22,ix-ae-68-0.tcore2.fr0-frankfurt.as6453.net,6453,32.57107734680176
1701707143,8,*,*,*,*
1701707143,9,*,*,*,*
1701707143,10,80.231.245.40,if-bundle-56-2.qcore2.pvu-paris.as6453.net,6453,348.7710952758789
1701707143,11,*,*,*,*
1701707143,12,*,*,*,*
1701707143,13,80.231.153.169,if-ae-55-4.tcore1.pye-paris.as6453.net,6453,342.73314476013184
1701707143,14,*,*,*,*
1701707143,15,80.231.130.26,if-ae-15-2.tcore3.njy-newark.as6453.net,6453,310.5130195617676
1701707143,16,*,*,*,*
1701707143,17,*,*,*,*
1701707143,18,207.45.219.136,if-bundle-26-2.qcore2.lvw-losangeles.as6453.net,6453,543.7729358673096
1701707143,19,207.45.219.129,if-ae-34-2.tcore2.lvw-losangeles.as6453.net,6453,280.8527946472168
1701707143,20,*,*,*,*
1701707143,21,*,*,*,*
1701707143,22,180.87.181.206,if-ae-36-2.tcore2.tv2-tokyo.as6453.net,6453,276.95202827453613
1701707143,23,*,*,*,*
1701707143,24,*,*,*,*
1701707143,25,*,*,*,*
1701707143,26,*,*,*,*
1701707143,27,54.239.122.212,???,16509,302.83403396606445
1701707143,28,*,*,*,*
1701707143,29,*,*,*,*
