timestamp,ttl,ip,hostname,asn
1701707363,1,131.159.223.253,???,209335,6.035089492797852
1701707363,2,131.159.252.2,nz-csr1-kw5-bb1.rbg.tum.de,209335,4.756927490234375
1701707363,3,129.187.0.149,vl-3010.csr1-2wr.lrz.de,12816,7.533073425292969
1701707363,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,52.32882499694824
1701707363,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,14.591217041015625
1701707363,6,99.83.68.142,???,,14.605998992919922
1701707363,7,*,*,*,*
1701707363,8,*,*,*,*
1701707363,9,*,*,*,*
1701707363,10,*,*,*,*
1701707363,11,*,*,*,*
1701707363,12,*,*,*,*
1701707363,13,52.95.67.30,???,16509,159.29388999938965
1701707363,14,52.95.64.194,???,16509,239.46380615234375
1701707363,15,52.95.64.203,???,16509,145.16282081604004
1701707363,16,52.95.67.131,???,16509,144.15574073791504
1701707363,17,*,*,*,*
1701707363,18,*,*,*,*
1701707363,19,*,*,*,*
1701707363,20,*,*,*,*
1701707363,21,*,*,*,*
1701707363,22,*,*,*,*
1701707363,23,*,*,*,*
1701707363,24,3.108.0.0,ec2-3-108-0-0.ap-south-1.compute.amazonaws.com,16509,148.6959457397461
