timestamp,ttl,ip,hostname,asn
1701707336,1,*,*,*,*
1701707336,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,316.6828155517578
1701707336,3,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,13.538122177124023
1701707336,4,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,14.91999626159668
1701707336,5,99.83.68.142,???,,14.978170394897461
1701707336,6,*,*,*,*
1701707336,7,*,*,*,*
1701707336,8,*,*,*,*
1701707336,9,*,*,*,*
1701707336,10,*,*,*,*
1701707336,11,*,*,*,*
1701707336,12,*,*,*,*
1701707336,13,*,*,*,*
1701707336,14,*,*,*,*
1701707336,15,*,*,*,*
1701707336,16,*,*,*,*
1701707336,17,*,*,*,*
1701707336,18,*,*,*,*
1701707336,19,*,*,*,*
1701707336,20,*,*,*,*
1701707336,21,*,*,*,*
1701707336,22,*,*,*,*
1701707336,23,*,*,*,*
1701707336,24,*,*,*,*
1701707336,25,*,*,*,*
1701707336,26,*,*,*,*
1701707336,27,*,*,*,*
1701707336,28,*,*,*,*
1701707336,29,*,*,*,*
