timestamp,ttl,ip,hostname,asn
1701707416,1,131.159.223.252,???,209335,11.693954467773438
1701707416,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,6.3228607177734375
1701707416,3,*,*,*,*
1701707416,4,*,*,*,*
1701707416,5,*,*,*,*
1701707416,6,*,*,*,*
1701707416,7,*,*,*,*
1701707416,8,*,*,*,*
1701707416,9,*,*,*,*
1701707416,10,*,*,*,*
1701707416,11,*,*,*,*
1701707416,12,*,*,*,*
1701707416,13,*,*,*,*
1701707416,14,*,*,*,*
1701707416,15,*,*,*,*
1701707416,16,*,*,*,*
1701707416,17,*,*,*,*
1701707416,18,*,*,*,*
1701707416,19,*,*,*,*
1701707416,20,*,*,*,*
1701707416,21,*,*,*,*
1701707416,22,*,*,*,*
1701707416,23,*,*,*,*
1701707416,24,*,*,*,*
1701707416,25,*,*,*,*
1701707416,26,*,*,*,*
1701707416,27,*,*,*,*
1701707416,28,*,*,*,*
1701707416,29,*,*,*,*
