timestamp,ttl,ip,hostname,asn
1701707185,1,131.159.223.252,???,209335,11.986970901489258
1701707185,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,4.97889518737793
1701707185,3,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,5.658864974975586
1701707185,4,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,16.837120056152344
1701707185,5,62.67.67.153,et-4-0-4.edge9.frankfurt1.level3.net,3356,15.491008758544922
1701707185,6,*,*,*,*
1701707185,7,80.231.65.22,ix-ae-68-0.tcore2.fr0-frankfurt.as6453.net,6453,14.518976211547852
1701707185,8,*,*,*,*
1701707185,9,195.219.50.75,if-bundle-35-2.qcore1.fr0-frankfurt.as6453.net,6453,381.7770481109619
1701707185,10,80.231.245.40,if-bundle-56-2.qcore2.pvu-paris.as6453.net,6453,405.61604499816895
1701707185,11,*,*,*,*
1701707185,12,*,*,*,*
1701707185,13,*,*,*,*
1701707185,14,*,*,*,*
1701707185,15,*,*,*,*
1701707185,16,*,*,*,*
1701707185,17,66.198.155.32,if-bundle-12-2.qcore2.aeq-ashburn.as6453.net,6453,379.81104850769043
1701707185,18,207.45.219.136,if-bundle-26-2.qcore2.lvw-losangeles.as6453.net,6453,278.63407135009766
1701707185,19,207.45.219.129,if-ae-34-2.tcore2.lvw-losangeles.as6453.net,6453,367.95878410339355
1701707185,20,*,*,*,*
1701707185,21,*,*,*,*
1701707185,22,*,*,*,*
1701707185,23,*,*,*,*
1701707185,24,*,*,*,*
1701707185,25,*,*,*,*
1701707185,26,*,*,*,*
1701707185,27,54.239.123.42,???,16509,308.39085578918457
1701707185,28,*,*,*,*
1701707185,29,*,*,*,*
