timestamp,ttl,ip,hostname,asn
1701707164,1,131.159.223.252,???,209335,3.0601024627685547
1701707164,2,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335,3.8220882415771484
1701707164,3,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680,5.677938461303711
1701707164,4,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680,18.76211166381836
1701707164,5,62.67.67.153,et-4-0-4.edge9.frankfurt1.level3.net,3356,13.939142227172852
1701707164,6,*,*,*,*
1701707164,7,80.231.65.22,ix-ae-68-0.tcore2.fr0-frankfurt.as6453.net,6453,24.95598793029785
1701707164,8,*,*,*,*
1701707164,9,*,*,*,*
1701707164,10,80.231.245.40,if-bundle-56-2.qcore2.pvu-paris.as6453.net,6453,350.42691230773926
1701707164,11,80.231.196.66,if-ae-8-2.tcore2.pvu-paris.as6453.net,6453,486.06419563293457
1701707164,12,*,*,*,*
1701707164,13,*,*,*,*
1701707164,14,*,*,*,*
1701707164,15,*,*,*,*
1701707164,16,216.6.57.6,if-ae-1-3.tcore4.njy-newark.as6453.net,6453,470.3538417816162
1701707164,17,*,*,*,*
1701707164,18,207.45.219.136,if-bundle-26-2.qcore2.lvw-losangeles.as6453.net,6453,370.73802947998047
1701707164,19,*,*,*,*
1701707164,20,*,*,*,*
1701707164,21,*,*,*,*
1701707164,22,*,*,*,*
1701707164,23,*,*,*,*
1701707164,24,*,*,*,*
1701707164,25,*,*,*,*
1701707164,26,*,*,*,*
1701707164,27,54.239.123.42,???,16509,340.5759334564209
1701707164,28,*,*,*,*
1701707164,29,*,*,*,*
