timestamp,ttl,ip,hostname,asn
1683815735,1,131.159.14.129,ac.scylla.net.in.tum.de,209335
1683815735,2,131.159.252.148,nz-bb2-net.in.tum.de,209335
1683815735,3,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335
1683815735,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680
1683815735,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680
1683815735,6,104.44.45.49,dfn-verein.ier01.fra32.ntwk.msn.net,8075
1683815735,7,104.44.230.16,ae22-0.icr01.fra23.ntwk.msn.net,8075
1683815735,8,*,*,*
1683815735,9,104.44.17.225,be-18-0.ibr02.pus03.ntwk.msn.net,8075
1683815735,10,104.44.19.214,be-9-0.ibr02.dub08.ntwk.msn.net,8075
1683815735,11,104.44.11.86,ae120-0.icr01.dub08.ntwk.msn.net,8075
1683815735,12,*,*,*
1683815735,13,*,*,*
1683815735,14,*,*,*
1683815735,15,*,*,*
1683815735,16,*,*,*
1683815735,17,*,*,*
1683815735,18,*,*,*
1683815735,19,*,*,*
1683815735,20,*,*,*
1683815735,21,*,*,*
1683815735,22,*,*,*
1683815735,23,*,*,*
1683815735,24,*,*,*
1683815735,25,*,*,*
1683815735,26,*,*,*
1683815735,27,*,*,*
1683815735,28,*,*,*
1683815735,29,*,*,*
