timestamp,satellite_norad,satellite,alt,az,pop_ping_latency_ms
2023-06-07 00:26:30.813839,54200,STARLINK-5250,"60deg 32' 03.3""","113deg 51' 17.2""",56.75
2023-06-07 00:27:31.955250,44933,STARLINK-1144,"65deg 23' 07.6""","249deg 14' 34.3""",33.85714340209961
2023-06-07 00:27:31.994871,46161,STARLINK-1600,"49deg 20' 12.2""","351deg 40' 42.0""",33.85714340209961
2023-06-07 00:27:32.034725,46164,STARLINK-1612,"50deg 15' 12.9""","277deg 27' 47.6""",35.70000076293945
2023-06-07 00:27:32.074450,46787,STARLINK-1899,"52deg 20' 24.7""","58deg 21' 52.4""",35.70000076293945
2023-06-07 00:27:32.114811,47882,STARLINK-2340,"49deg 20' 37.4""","176deg 48' 33.3""",35.70000076293945
2023-06-07 00:27:32.155205,48403,STARLINK-2561,"52deg 00' 15.8""","42deg 53' 15.4""",35.70000076293945
2023-06-07 00:27:32.195099,51112,STARLINK-3374,"62deg 31' 38.5""","34deg 51' 40.6""",35.70000076293945
2023-06-07 00:27:32.235294,51134,STARLINK-3183,"41deg 05' 36.0""","316deg 43' 41.6""",37.761905670166016
2023-06-07 00:27:32.274260,51807,STARLINK-3606,"58deg 04' 35.5""","304deg 18' 02.2""",37.761905670166016
2023-06-07 00:27:32.313992,51881,STARLINK-3504,"48deg 23' 42.6""","138deg 13' 13.9""",37.761905670166016
2023-06-07 00:27:32.355067,52628,STARLINK-4001,"41deg 59' 17.6""","101deg 30' 29.4""",37.761905670166016
2023-06-07 00:27:32.395127,52633,STARLINK-3994,"46deg 20' 23.4""","236deg 22' 17.7""",37.761905670166016
2023-06-07 00:27:32.436256,54082,STARLINK-5210,"44deg 44' 20.8""","26deg 33' 59.4""",39.0
2023-06-07 00:27:32.477623,54192,STARLINK-5268,"66deg 01' 11.2""","156deg 32' 18.3""",39.0
2023-06-07 00:28:33.534542,44933,STARLINK-1144,"69deg 50' 30.6""","56deg 24' 45.2""",28.850000381469727
2023-06-07 00:28:33.574350,44941,STARLINK-1094,"43deg 43' 16.1""","328deg 13' 17.0""",28.850000381469727
2023-06-07 00:28:33.614263,44957,STARLINK-1074,"43deg 11' 02.8""","05deg 43' 17.5""",28.904762268066406
2023-06-07 00:28:33.655307,46161,STARLINK-1600,"46deg 45' 04.9""","47deg 02' 38.6""",28.904762268066406
2023-06-07 00:28:33.694242,46164,STARLINK-1612,"71deg 57' 31.3""","198deg 15' 00.4""",28.904762268066406
2023-06-07 00:28:33.765256,47128,STARLINK-1837,"48deg 37' 34.3""","296deg 54' 16.0""",28.904762268066406
2023-06-07 00:28:33.814651,48013,STARLINK-2243,"43deg 50' 31.2""","346deg 46' 28.2""",28.700000762939453
2023-06-07 00:28:33.855172,48377,STARLINK-2499,"41deg 54' 43.7""","225deg 51' 56.7""",28.700000762939453
2023-06-07 00:28:33.894534,51112,STARLINK-3374,"41deg 41' 14.6""","83deg 13' 58.4""",28.700000762939453
2023-06-07 00:28:33.976445,51134,STARLINK-3183,"62deg 53' 40.5""","02deg 31' 49.1""",28.700000762939453
2023-06-07 00:28:34.034531,51807,STARLINK-3606,"54deg 56' 04.1""","22deg 40' 36.2""",29.299999237060547
2023-06-07 00:28:34.074748,52633,STARLINK-3994,"43deg 41' 37.1""","185deg 44' 17.4""",29.299999237060547
2023-06-07 00:28:34.114568,53797,STARLINK-4723,"53deg 03' 11.2""","257deg 48' 16.0""",28.950000762939453
2023-06-07 00:28:34.156041,53842,STARLINK-4754,"53deg 51' 55.4""","09deg 46' 38.6""",28.950000762939453
2023-06-07 00:28:34.195437,54053,STARLINK-5176,"59deg 26' 21.1""","269deg 23' 43.7""",29.100000381469727
2023-06-07 00:28:34.234569,54192,STARLINK-5268,"47deg 55' 15.4""","87deg 47' 12.4""",29.100000381469727
2023-06-07 00:29:35.295025,44941,STARLINK-1094,"42deg 50' 15.0""","15deg 20' 51.8""",29.761905670166016
2023-06-07 00:29:35.334995,46164,STARLINK-1612,"45deg 41' 06.8""","140deg 25' 53.1""",29.761905670166016
2023-06-07 00:29:35.375295,46330,STARLINK-1710,"48deg 56' 47.4""","189deg 12' 16.6""",29.761905670166016
2023-06-07 00:29:35.413839,46366,STARLINK-1651,"46deg 37' 48.6""","316deg 33' 50.9""",29.761905670166016
2023-06-07 00:29:35.476212,47124,STARLINK-1785,"41deg 16' 56.5""","345deg 55' 33.1""",30.100000381469727
2023-06-07 00:29:35.514190,47128,STARLINK-1837,"87deg 42' 55.3""","299deg 24' 26.0""",30.100000381469727
2023-06-07 00:29:35.554300,48013,STARLINK-2243,"43deg 49' 01.5""","34deg 51' 37.1""",29.4761905670166
2023-06-07 00:29:35.594681,48377,STARLINK-2499,"71deg 22' 57.4""","190deg 01' 13.4""",29.4761905670166
2023-06-07 00:29:35.635063,51134,STARLINK-3183,"49deg 51' 56.9""","75deg 17' 12.9""",29.66666603088379
2023-06-07 00:29:35.674859,51141,STARLINK-3179,"47deg 02' 58.8""","01deg 18' 56.9""",29.66666603088379
2023-06-07 00:29:35.715029,51790,STARLINK-3631,"53deg 49' 48.9""","238deg 22' 10.1""",29.66666603088379
2023-06-07 00:29:35.794102,52609,STARLINK-3997,"53deg 59' 44.9""","286deg 55' 24.5""",29.66666603088379
2023-06-07 00:29:35.834760,53797,STARLINK-4723,"58deg 21' 15.5""","182deg 22' 39.1""",28.75
2023-06-07 00:29:35.874745,53842,STARLINK-4754,"43deg 11' 06.4""","63deg 08' 56.3""",28.75
2023-06-07 00:29:35.955588,53886,STARLINK-5028,"40deg 58' 59.0""","332deg 46' 42.6""",28.75
2023-06-07 00:29:35.994739,54053,STARLINK-5176,"69deg 11' 27.1""","26deg 42' 09.4""",28.619047164916992
2023-06-07 00:30:37.055437,45054,STARLINK-1156,"68deg 50' 53.9""","339deg 54' 05.5""",40.28571319580078
2023-06-07 00:30:37.095778,46330,STARLINK-1710,"55deg 54' 35.2""","125deg 01' 39.5""",40.70000076293945
2023-06-07 00:30:37.135156,46366,STARLINK-1651,"47deg 54' 18.8""","10deg 40' 13.1""",40.70000076293945
2023-06-07 00:30:37.174110,46768,STARLINK-1918,"47deg 50' 52.3""","296deg 40' 57.0""",40.70000076293945
2023-06-07 00:30:37.214077,47128,STARLINK-1837,"51deg 30' 27.0""","117deg 03' 17.1""",41.04999923706055
2023-06-07 00:30:37.255093,48377,STARLINK-2499,"56deg 25' 07.9""","83deg 18' 08.3""",41.04999923706055
2023-06-07 00:30:37.294913,48402,STARLINK-2560,"65deg 27' 37.6""","303deg 50' 41.5""",40.650001525878906
2023-06-07 00:30:37.335352,51141,STARLINK-3179,"41deg 10' 39.1""","49deg 10' 31.0""",40.650001525878906
2023-06-07 00:30:37.374842,51462,STARLINK-3166,"43deg 18' 14.3""","289deg 34' 37.4""",40.650001525878906
2023-06-07 00:30:37.413798,51724,STARLINK-3529,"43deg 16' 18.9""","323deg 43' 02.3""",40.95000076293945
2023-06-07 00:30:37.476618,51790,STARLINK-3631,"83deg 07' 54.0""","83deg 13' 06.7""",40.95000076293945
2023-06-07 00:30:37.513916,52609,STARLINK-3997,"78deg 44' 39.9""","168deg 03' 05.8""",40.95000076293945
2023-06-07 00:30:37.554738,52622,STARLINK-4008,"46deg 49' 53.3""","305deg 21' 40.6""",40.95000076293945
2023-06-07 00:30:37.594416,53831,STARLINK-4649,"42deg 23' 57.2""","353deg 26' 57.6""",40.761905670166016
2023-06-07 00:30:37.635305,54203,STARLINK-5247,"46deg 33' 00.6""","215deg 11' 08.2""",40.761905670166016
2023-06-07 00:30:37.674923,55630,STARLINK-5303,"64deg 22' 35.9""","170deg 26' 26.2""",40.761905670166016
2023-06-07 00:31:38.696035,45054,STARLINK-1156,"57deg 58' 26.6""","86deg 29' 43.3""",28.714284896850586
2023-06-07 00:31:38.765740,46768,STARLINK-1918,"56deg 43' 46.0""","359deg 04' 32.8""",28.714284896850586
2023-06-07 00:31:38.814225,47148,STARLINK-1861,"54deg 02' 02.1""","336deg 19' 18.3""",28.4761905670166
2023-06-07 00:31:38.855169,47570,STARLINK-1969,"43deg 14' 11.0""","132deg 49' 53.3""",28.4761905670166
2023-06-07 00:31:38.895116,48395,STARLINK-2574,"49deg 40' 02.1""","273deg 44' 40.0""",28.66666603088379
2023-06-07 00:31:38.974617,48402,STARLINK-2560,"55deg 36' 40.5""","34deg 21' 19.4""",28.66666603088379
2023-06-07 00:31:39.013780,51142,STARLINK-3369,"41deg 59' 01.0""","315deg 21' 02.2""",28.66666603088379
2023-06-07 00:31:39.055293,51462,STARLINK-3166,"76deg 06' 44.3""","255deg 40' 12.4""",28.66666603088379
2023-06-07 00:31:39.095720,51724,STARLINK-3529,"43deg 31' 41.9""","11deg 39' 49.4""",28.761905670166016
2023-06-07 00:31:39.174431,51790,STARLINK-3631,"45deg 49' 45.3""","64deg 52' 58.9""",28.761905670166016
2023-06-07 00:31:39.213891,51884,STARLINK-3577,"46deg 53' 26.8""","178deg 04' 30.1""",28.66666603088379
2023-06-07 00:31:39.254740,51890,STARLINK-3519,"53deg 05' 56.6""","150deg 16' 02.3""",28.66666603088379
2023-06-07 00:31:39.295360,52609,STARLINK-3997,"44deg 49' 16.0""","128deg 15' 56.0""",28.66666603088379
2023-06-07 00:31:39.335283,52622,STARLINK-4008,"80deg 08' 43.9""","01deg 51' 30.2""",28.66666603088379
2023-06-07 00:31:39.374023,54079,STARLINK-5175,"45deg 57' 07.5""","308deg 40' 45.4""",28.761905670166016
2023-06-07 00:31:39.414040,54203,STARLINK-5247,"70deg 01' 44.3""","150deg 51' 49.6""",28.761905670166016
2023-06-07 00:31:39.481856,55630,STARLINK-5303,"63deg 35' 24.4""","61deg 40' 55.1""",28.761905670166016
2023-06-07 00:32:40.555903,46132,STARLINK-1630,"41deg 12' 33.0""","05deg 46' 22.3""",38.095237731933594
2023-06-07 00:32:40.594620,46162,STARLINK-1603,"46deg 17' 08.5""","336deg 39' 04.5""",38.095237731933594
2023-06-07 00:32:40.634678,47148,STARLINK-1861,"58deg 04' 42.0""","51deg 56' 37.0""",38.150001525878906
2023-06-07 00:32:40.675323,47876,STARLINK-2332,"51deg 13' 07.1""","219deg 36' 45.3""",38.150001525878906
2023-06-07 00:32:40.715510,48395,STARLINK-2574,"69deg 34' 37.8""","349deg 12' 19.0""",38.150001525878906
2023-06-07 00:32:40.794832,48409,STARLINK-2596,"70deg 33' 13.9""","265deg 07' 32.5""",38.099998474121094
2023-06-07 00:32:40.835008,51142,STARLINK-3369,"65deg 21' 36.2""","02deg 57' 27.1""",37.900001525878906
2023-06-07 00:32:40.874911,51462,STARLINK-3166,"55deg 34' 23.6""","134deg 13' 19.1""",37.900001525878906
2023-06-07 00:32:40.956300,51785,STARLINK-3646,"49deg 19' 27.2""","293deg 20' 16.8""",37.900001525878906
2023-06-07 00:32:40.994655,51884,STARLINK-3577,"49deg 39' 19.7""","121deg 02' 10.2""",37.900001525878906
2023-06-07 00:32:41.035136,51890,STARLINK-3519,"42deg 04' 40.7""","98deg 47' 21.5""",37.849998474121094
2023-06-07 00:32:41.074810,52622,STARLINK-4008,"51deg 34' 04.2""","103deg 52' 25.0""",37.849998474121094
2023-06-07 00:32:41.114491,54064,STARLINK-5172,"45deg 25' 38.8""","348deg 05' 00.5""",37.849998474121094
2023-06-07 00:32:41.155634,54079,STARLINK-5175,"50deg 08' 07.7""","04deg 40' 05.3""",37.650001525878906
2023-06-07 00:32:41.195891,54203,STARLINK-5247,"47deg 24' 52.8""","82deg 37' 08.1""",37.650001525878906
2023-06-07 00:33:42.235917,46136,STARLINK-1643,"42deg 02' 16.7""","347deg 42' 53.2""",29.850000381469727
2023-06-07 00:33:42.275414,46162,STARLINK-1603,"52deg 20' 05.7""","33deg 34' 55.4""",29.850000381469727
2023-06-07 00:33:42.314380,46163,STARLINK-1610,"64deg 26' 21.4""","239deg 37' 39.5""",30.4761905670166
2023-06-07 00:33:42.355118,46754,STARLINK-1923,"42deg 11' 56.5""","02deg 13' 07.8""",30.4761905670166
2023-06-07 00:33:42.394931,47676,STARLINK-2083,"43deg 23' 11.4""","341deg 29' 57.8""",30.571428298950195
2023-06-07 00:33:42.439965,47876,STARLINK-2332,"41deg 12' 32.5""","171deg 10' 37.8""",30.571428298950195
2023-06-07 00:33:42.477535,48376,STARLINK-2610,"46deg 05' 51.7""","230deg 20' 49.8""",30.571428298950195
2023-06-07 00:33:42.513858,48395,STARLINK-2574,"45deg 14' 03.6""","45deg 49' 57.3""",30.649999618530273
2023-06-07 00:33:42.555087,48409,STARLINK-2596,"63deg 07' 24.7""","50deg 21' 42.2""",30.649999618530273
2023-06-07 00:33:42.594778,51110,STARLINK-3344,"55deg 35' 51.8""","329deg 17' 05.8""",30.095237731933594
2023-06-07 00:33:42.634739,51142,STARLINK-3369,"50deg 29' 30.2""","79deg 30' 37.0""",30.095237731933594
2023-06-07 00:33:42.675003,51785,STARLINK-3646,"58deg 18' 46.8""","00deg 59' 18.8""",30.095237731933594
2023-06-07 00:33:42.714217,52638,STARLINK-3941,"43deg 14' 11.0""","201deg 59' 18.7""",29.619047164916992
2023-06-07 00:33:42.794437,53798,STARLINK-4712,"43deg 16' 16.2""","265deg 50' 48.1""",29.399999618530273
2023-06-07 00:33:42.835266,53845,STARLINK-4753,"52deg 37' 09.0""","348deg 50' 15.0""",29.399999618530273
2023-06-07 00:33:42.875508,54051,STARLINK-5195,"47deg 35' 48.0""","267deg 13' 02.5""",29.399999618530273
2023-06-07 00:33:42.955001,54064,STARLINK-5172,"45deg 21' 28.5""","39deg 13' 56.7""",29.200000762939453
2023-06-07 00:34:44.014688,44952,STARLINK-1117,"44deg 41' 19.6""","345deg 14' 45.3""",46.80952453613281
2023-06-07 00:34:44.055063,46163,STARLINK-1610,"53deg 22' 58.0""","156deg 54' 40.6""",46.761905670166016
2023-06-07 00:34:44.095546,46352,STARLINK-1653,"45deg 41' 00.7""","204deg 12' 08.1""",46.761905670166016
2023-06-07 00:34:44.136047,47144,STARLINK-1857,"64deg 19' 15.0""","286deg 53' 06.1""",46.761905670166016
2023-06-07 00:34:44.174361,47632,STARLINK-1992,"45deg 28' 43.3""","297deg 03' 44.0""",46.761905670166016
2023-06-07 00:34:44.214291,47676,STARLINK-2083,"46deg 10' 52.2""","30deg 49' 14.8""",46.761905670166016
2023-06-07 00:34:44.255523,48376,STARLINK-2610,"78deg 57' 01.2""","180deg 58' 06.3""",44.70000076293945
2023-06-07 00:34:44.295612,51110,STARLINK-3344,"63deg 09' 26.8""","57deg 32' 39.6""",44.70000076293945
2023-06-07 00:34:44.335198,51144,STARLINK-3185,"45deg 03' 03.6""","344deg 22' 49.8""",44.70000076293945
2023-06-07 00:34:44.374775,51788,STARLINK-3641,"44deg 31' 14.4""","245deg 37' 58.1""",43.272727966308594
2023-06-07 00:34:44.414187,53798,STARLINK-4712,"57deg 23' 30.3""","211deg 38' 52.0""",43.272727966308594
2023-06-07 00:34:44.478177,53845,STARLINK-4753,"50deg 39' 05.1""","53deg 18' 33.6""",43.272727966308594
2023-06-07 00:34:44.514436,54051,STARLINK-5195,"72deg 25' 56.2""","336deg 14' 24.3""",43.272727966308594
2023-06-07 00:35:45.556335,45052,STARLINK-1148,"59deg 47' 28.0""","314deg 44' 23.8""",32.761905670166016
2023-06-07 00:35:45.595408,46352,STARLINK-1653,"62deg 31' 40.3""","144deg 20' 32.1""",32.761905670166016
2023-06-07 00:35:45.636137,46359,STARLINK-1707,"49deg 02' 00.4""","350deg 19' 47.6""",32.57143020629883
2023-06-07 00:35:45.680697,47144,STARLINK-1857,"70deg 11' 14.4""","133deg 03' 22.1""",32.57143020629883
2023-06-07 00:35:45.715802,47153,STARLINK-1867,"43deg 42' 25.4""","15deg 48' 27.2""",32.761905670166016
2023-06-07 00:35:45.835524,47632,STARLINK-1992,"55deg 30' 26.6""","354deg 12' 14.4""",32.761905670166016
2023-06-07 00:35:45.875121,47641,STARLINK-2019,"43deg 29' 59.5""","294deg 46' 30.4""",32.80952453613281
2023-06-07 00:35:45.956345,48376,STARLINK-2610,"53deg 02' 53.6""","74deg 24' 52.8""",32.28571319580078
2023-06-07 00:35:46.035542,49775,FALCON 9 DEB,"19deg 58' 02.1""","315deg 12' 43.6""",32.28571319580078
2023-06-07 00:35:46.075112,51144,STARLINK-3185,"46deg 56' 17.8""","36deg 40' 29.9""",31.950000762939453
2023-06-07 00:35:46.114951,51461,STARLINK-3181,"66deg 49' 56.0""","264deg 23' 52.8""",31.619047164916992
2023-06-07 00:35:46.156396,51788,STARLINK-3641,"80deg 53' 46.0""","260deg 16' 44.8""",31.619047164916992
2023-06-07 00:35:46.196654,53798,STARLINK-4712,"42deg 00' 51.2""","160deg 32' 47.9""",31.619047164916992
2023-06-07 00:35:46.235556,53907,STARLINK-5063,"41deg 24' 46.3""","00deg 53' 49.7""",31.238094329833984
2023-06-07 00:35:46.275265,54051,STARLINK-5195,"47deg 48' 31.5""","45deg 48' 07.0""",31.238094329833984
2023-06-07 00:35:46.315138,54178,STARLINK-5164,"40deg 29' 05.0""","131deg 13' 33.8""",30.0
2023-06-07 00:36:47.395655,45052,STARLINK-1148,"71deg 02' 21.8""","78deg 32' 50.4""",44.380950927734375
2023-06-07 00:36:47.438205,46352,STARLINK-1653,"44deg 10' 37.7""","88deg 46' 24.2""",44.380950927734375
2023-06-07 00:36:47.478251,46786,STARLINK-1893,"47deg 54' 42.0""","321deg 31' 21.0""",44.650001525878906
2023-06-07 00:36:47.517997,47179,STARLINK-1913,"42deg 01' 19.6""","07deg 08' 35.7""",44.650001525878906
2023-06-07 00:36:47.555620,47559,STARLINK-1958,"45deg 49' 30.7""","163deg 55' 56.9""",44.650001525878906
2023-06-07 00:36:47.594982,47641,STARLINK-2019,"55deg 26' 49.9""","348deg 13' 24.2""",45.380950927734375
2023-06-07 00:36:47.636074,48400,STARLINK-2576,"43deg 40' 16.6""","276deg 41' 01.3""",45.380950927734375
2023-06-07 00:36:47.674620,49775,FALCON 9 DEB,"21deg 42' 40.7""","09deg 31' 54.7""",45.380950927734375
2023-06-07 00:36:47.714525,51461,STARLINK-3181,"61deg 08' 44.4""","147deg 31' 28.8""",45.380950927734375
2023-06-07 00:36:47.795702,51727,STARLINK-3532,"44deg 51' 28.9""","352deg 13' 21.5""",45.47618865966797
2023-06-07 00:36:47.835780,51788,STARLINK-3641,"55deg 28' 22.8""","59deg 13' 56.9""",45.47618865966797
2023-06-07 00:36:47.875110,53829,STARLINK-4759,"44deg 16' 32.6""","18deg 27' 18.2""",45.33333206176758
2023-06-07 00:36:47.955701,53862,STARLINK-4792,"64deg 35' 33.3""","305deg 20' 19.4""",45.33333206176758
2023-06-07 00:36:47.995442,54198,STARLINK-5246,"66deg 11' 15.7""","202deg 59' 06.0""",45.33333206176758
2023-06-07 00:36:48.035420,55628,STARLINK-5484,"67deg 34' 27.4""","194deg 32' 19.4""",45.33333206176758
2023-06-07 00:37:49.074750,45575,STARLINK-1326,"16deg 45' 16.5""","233deg 03' 53.1""",41.80952453613281
2023-06-07 00:37:49.114542,46786,STARLINK-1893,"65deg 19' 18.3""","28deg 26' 40.6""",41.80952453613281
2023-06-07 00:37:49.157129,47559,STARLINK-1958,"43deg 29' 47.6""","114deg 32' 40.1""",41.80952453613281
2023-06-07 00:37:49.199482,47889,STARLINK-2349,"45deg 41' 04.7""","234deg 18' 04.7""",41.80952453613281
2023-06-07 00:37:49.234809,48009,STARLINK-2153,"41deg 22' 33.4""","359deg 07' 43.0""",41.80952453613281
2023-06-07 00:37:49.274942,48400,STARLINK-2576,"64deg 35' 12.7""","329deg 44' 41.3""",42.14285659790039
2023-06-07 00:37:49.315329,51114,STARLINK-3375,"59deg 22' 23.6""","329deg 46' 16.3""",42.14285659790039
2023-06-07 00:37:49.356269,51748,STARLINK-3501,"41deg 18' 10.4""","15deg 15' 31.8""",42.14285659790039
2023-06-07 00:37:49.395156,51879,STARLINK-3572,"50deg 50' 48.0""","183deg 26' 25.4""",42.14285659790039
2023-06-07 00:37:49.438404,53862,STARLINK-4792,"69deg 41' 50.6""","105deg 20' 21.0""",42.14285659790039
2023-06-07 00:37:49.478862,54099,STARLINK-5198,"49deg 12' 52.4""","343deg 25' 55.5""",41.52381134033203
2023-06-07 00:37:49.514898,54198,STARLINK-5246,"61deg 14' 18.5""","88deg 24' 59.8""",41.52381134033203
2023-06-07 00:37:49.555679,55628,STARLINK-5484,"68deg 05' 24.5""","41deg 41' 14.4""",41.599998474121094
2023-06-07 00:38:50.615198,45575,STARLINK-1326,"53deg 32' 09.6""","207deg 34' 47.0""",42.904762268066406
2023-06-07 00:38:50.655960,46133,STARLINK-1637,"53deg 48' 30.7""","255deg 48' 14.9""",42.904762268066406
2023-06-07 00:38:50.766502,46156,STARLINK-1545,"55deg 43' 22.1""","09deg 06' 30.5""",42.904762268066406
2023-06-07 00:38:50.816415,46747,STARLINK-1908,"41deg 46' 51.2""","03deg 01' 46.5""",44.099998474121094
2023-06-07 00:38:50.855715,46786,STARLINK-1893,"44deg 26' 06.3""","83deg 35' 23.7""",44.099998474121094
2023-06-07 00:38:50.975909,47152,STARLINK-1866,"48deg 49' 47.5""","19deg 22' 50.1""",44.099998474121094
2023-06-07 00:38:51.015888,47889,STARLINK-2349,"42deg 42' 55.3""","185deg 59' 06.8""",43.9523811340332
2023-06-07 00:38:51.056799,48400,STARLINK-2576,"48deg 16' 26.0""","37deg 16' 13.8""",43.9523811340332
2023-06-07 00:38:51.175434,51114,STARLINK-3375,"63deg 11' 05.2""","68deg 21' 58.7""",43.9523811340332
2023-06-07 00:38:51.216562,51780,STARLINK-3617,"56deg 06' 33.5""","325deg 31' 14.0""",42.95000076293945
2023-06-07 00:38:51.256830,51879,STARLINK-3572,"53deg 50' 08.4""","117deg 26' 41.0""",42.95000076293945
2023-06-07 00:38:51.295561,52636,STARLINK-3967,"40deg 44' 02.7""","219deg 14' 42.7""",42.95000076293945
2023-06-07 00:38:51.336239,53916,STARLINK-5051,"45deg 33' 26.7""","326deg 20' 38.8""",42.45000076293945
2023-06-07 00:39:52.438703,45575,STARLINK-1326,"29deg 34' 01.4""","75deg 28' 50.8""",41.5
2023-06-07 00:39:52.481043,46133,STARLINK-1637,"57deg 55' 48.2""","180deg 44' 58.7""",41.5
2023-06-07 00:39:52.514962,46156,STARLINK-1545,"44deg 29' 20.5""","64deg 33' 22.6""",41.5
2023-06-07 00:39:52.556221,46755,STARLINK-1924,"43deg 10' 49.0""","338deg 58' 34.7""",41.5
2023-06-07 00:39:52.636613,46772,STARLINK-1936,"41deg 21' 34.7""","295deg 12' 34.3""",42.0
2023-06-07 00:39:52.675426,47660,STARLINK-2044,"47deg 01' 27.6""","353deg 20' 20.6""",41.04999923706055
2023-06-07 00:39:52.714860,47902,STARLINK-2362,"50deg 05' 01.1""","285deg 45' 39.7""",41.04999923706055
2023-06-07 00:39:52.838065,48375,STARLINK-2603,"68deg 03' 07.6""","231deg 09' 16.8""",41.04999923706055
2023-06-07 00:39:52.874868,51780,STARLINK-3617,"47deg 02' 53.4""","27deg 08' 17.5""",41.45000076293945
2023-06-07 00:39:52.916360,51793,STARLINK-3633,"44deg 14' 03.7""","251deg 25' 08.0""",41.45000076293945
2023-06-07 00:39:52.956158,53867,STARLINK-4793,"50deg 49' 54.3""","241deg 57' 38.4""",41.45000076293945
2023-06-07 00:39:53.035980,53916,STARLINK-5051,"59deg 44' 57.0""","26deg 19' 39.0""",41.45000076293945
2023-06-07 00:39:53.076100,54076,STARLINK-5201,"63deg 00' 54.5""","306deg 06' 26.9""",42.45000076293945
2023-06-07 00:39:53.116980,54176,STARLINK-5154,"43deg 23' 50.1""","135deg 12' 51.5""",42.45000076293945
2023-06-07 00:40:54.236587,45058,STARLINK-1162,"47deg 21' 09.7""","302deg 50' 17.6""",40.57143020629883
2023-06-07 00:40:54.275488,46376,STARLINK-1742,"47deg 20' 50.5""","339deg 53' 49.6""",40.57143020629883
2023-06-07 00:40:54.315073,46770,STARLINK-1932,"41deg 09' 40.8""","293deg 53' 40.0""",40.57143020629883
2023-06-07 00:40:54.356378,46772,STARLINK-1936,"53deg 51' 00.9""","344deg 05' 14.8""",40.57143020629883
2023-06-07 00:40:54.439444,47660,STARLINK-2044,"43deg 58' 52.9""","43deg 56' 53.3""",40.57143020629883
2023-06-07 00:40:54.481373,47669,STARLINK-2060,"30deg 50' 23.1""","323deg 59' 49.2""",40.54999923706055
2023-06-07 00:40:54.515116,47902,STARLINK-2362,"79deg 17' 58.9""","201deg 55' 37.7""",40.54999923706055
2023-06-07 00:40:54.556776,48363,STARLINK-2626,"42deg 49' 15.3""","216deg 07' 20.7""",40.25
2023-06-07 00:40:54.596319,48375,STARLINK-2603,"66deg 33' 19.4""","72deg 15' 05.2""",40.25
