timestamp,pop_ping_latency_ms,downlinkThroughputBps
2023-09-18 21:13:25.295013,43.9,45365.594
2023-09-18 21:13:35.355067,44.095238,12549.357
2023-09-18 21:13:45.416421,44.4,25719.473
2023-09-18 21:13:55.477589,39.8,13304.332
2023-09-18 21:14:05.537148,40.904762,12549.357
2023-09-18 21:14:15.599635,32.857143,27153.924
2023-09-18 21:14:25.659249,33.35,12767.461
2023-09-18 21:14:35.715094,33.75,13086.229
2023-09-18 21:14:45.755120,31.47619,25870.467
2023-09-18 21:14:55.802163,32.25,15518.925
2023-09-18 21:15:05.855338,39.6,387562.1
2023-09-18 21:15:15.915157,32.47619,20560.479
2023-09-18 21:15:26.016599,33.8,7583.302
2023-09-18 21:15:36.056876,40.38095,11072.963
2023-09-18 21:15:46.154843,39.4,62058.92
2023-09-18 21:15:56.202974,38.904762,9529.459
2023-09-18 21:16:06.235199,33.238094,8120.1724
2023-09-18 21:16:16.295320,47.35,8120.1724
2023-09-18 21:16:26.355241,50.45,11190.403
2023-09-18 21:16:36.415588,37.05,13723.763
2023-09-18 21:16:46.476441,74.5,7583.302
2023-09-18 21:16:56.535120,73.85,257102.45
2023-09-18 21:17:06.575309,36.238094,13941.866
2023-09-18 21:17:16.646587,27.75,9529.459
2023-09-18 21:17:26.696201,26.238094,11827.9375
2023-09-18 21:17:36.734967,55.7,10536.092
2023-09-18 21:17:46.775615,45.8,7583.302
2023-09-18 21:17:56.835995,46.57143,9529.459
2023-09-18 21:18:06.875338,59.47619,9999.221
2023-09-18 21:18:16.971633,47.45,11945.378
2023-09-18 21:18:27.016011,44.809525,9680.454
2023-09-18 21:18:37.156870,47.42857,15225.323
2023-09-18 21:18:47.195195,51.61905,8120.1724
2023-09-18 21:18:57.276126,57.238094,8606.712
2023-09-18 21:19:07.314954,44.61905,37186.7
2023-09-18 21:19:17.375081,46.761906,7583.302
2023-09-18 21:19:27.435051,46.857143,40290.484
2023-09-18 21:19:37.495902,25.619047,32447.137
2023-09-18 21:19:47.555429,25.7,7583.302
2023-09-18 21:19:57.595325,35.95238,8120.1724
2023-09-18 21:20:07.656095,40.35,10494.148
2023-09-18 21:20:17.715322,40.57143,8120.1724
2023-09-18 21:20:27.775167,46.57143,7314.866
2023-09-18 21:20:37.835462,37.857143,11785.994
2023-09-18 21:20:47.896587,49.0,23882.367
2023-09-18 21:20:57.975302,44.095238,8338.276
2023-09-18 21:21:08.035311,37.45,9529.459
2023-09-18 21:21:18.255138,31.761906,24461.182
2023-09-18 21:21:28.315069,44.57143,7969.1777
2023-09-18 21:21:38.375104,40.761906,8120.1724
2023-09-18 21:21:48.435063,28.095238,12482.249
2023-09-18 21:21:58.482210,33.3,12599.689
2023-09-18 21:22:08.535160,30.736841,7046.4307
2023-09-18 21:22:18.598901,50.38095,34384.902
2023-09-18 21:22:28.649893,52.95,14327.742
2023-09-18 21:22:38.695919,42.15,8657.043
2023-09-18 21:22:48.756197,49.47619,8120.1724
2023-09-18 21:22:58.815705,50.809525,18303.943
2023-09-18 21:23:08.875984,49.6,9529.459
2023-09-18 21:23:18.973745,40.45,9244.246
2023-09-18 21:23:29.015590,39.05,17020.486
2023-09-18 21:23:39.155377,34.095238,7583.302
2023-09-18 21:23:49.195415,45.65,10259.268
2023-09-18 21:23:59.234852,45.761906,33009.17
2023-09-18 21:24:09.295033,43.75,8757.707
2023-09-18 21:24:19.355240,32.142857,10678.698
2023-09-18 21:24:29.415215,56.47619,46716.156
2023-09-18 21:24:39.475127,53.57143,12062.818
2023-09-18 21:24:49.535089,41.1,10259.268
2023-09-18 21:24:59.595833,38.904762,25711.084
2023-09-18 21:25:09.696551,40.190475,9512.682
2023-09-18 21:25:19.755781,46.61905,11215.569
2023-09-18 21:25:29.815723,36.2,39468.402
2023-09-18 21:25:39.875320,35.714287,8120.1724
2023-09-18 21:25:49.915225,54.1,9722.396
2023-09-18 21:26:00.015977,45.57143,38830.867
2023-09-18 21:26:10.135447,43.8,8875.147
2023-09-18 21:26:20.196253,36.15,10066.33
2023-09-18 21:26:30.255426,28.45,10049.553
2023-09-18 21:26:40.314759,26.65,32396.805
2023-09-18 21:26:50.374955,26.190475,7583.302
2023-09-18 21:27:00.415271,43.904762,9512.682
2023-09-18 21:27:10.475533,42.95,8657.043
2023-09-18 21:27:20.535651,42.333332,8120.1724
2023-09-18 21:27:30.596121,37.57143,8875.147
2023-09-18 21:27:40.656457,38.1,10066.33
2023-09-18 21:27:50.715333,39.47619,12331.254
2023-09-18 21:28:00.774969,36.3,8657.043
2023-09-18 21:28:10.835247,35.3,7583.302
2023-09-18 21:28:20.895378,42.904762,13086.229
2023-09-18 21:28:30.996409,38.05,9898.558
2023-09-18 21:28:41.056111,37.45,8120.1724
2023-09-18 21:28:51.175100,34.65,10536.092
2023-09-18 21:29:01.275754,50.05,9294.578
2023-09-18 21:29:11.314950,47.42857,59290.68
2023-09-18 21:29:21.375150,39.333332,11072.963
2023-09-18 21:29:31.434939,23.571428,12582.912
2023-09-18 21:29:41.495192,24.52381,8657.043
2023-09-18 21:29:51.555371,25.809525,17960.01
2023-09-18 21:30:01.616008,58.52381,23362.273
2023-09-18 21:30:11.696096,59.61905,9395.241
2023-09-18 21:30:21.755112,32.0,9462.35
2023-09-18 21:30:31.815397,45.1,7583.302
2023-09-18 21:30:41.875653,45.190475,9680.454
2023-09-18 21:30:51.914419,42.35,11559.502
2023-09-18 21:31:02.015245,39.95238,10116.661
2023-09-18 21:31:12.135016,51.904762,9680.454
2023-09-18 21:31:22.194935,38.25,9630.122
2023-09-18 21:31:32.235554,40.57143,12574.523
2023-09-18 21:31:42.295127,43.9,8657.043
2023-09-18 21:31:52.334937,52.35,31381.783
2023-09-18 21:32:02.395335,50.761906,10871.636
2023-09-18 21:32:12.455780,47.85,10552.869
2023-09-18 21:32:22.516641,40.45,17758.684
2023-09-18 21:32:32.575544,45.57143,27967.62
2023-09-18 21:32:42.651560,46.95238,9781.117
2023-09-18 21:32:52.695356,26.285715,13019.119
2023-09-18 21:33:02.755426,34.35,9143.583
2023-09-18 21:33:12.815094,42.904762,9143.583
2023-09-18 21:33:22.875158,44.65,16013.853
2023-09-18 21:33:32.977932,38.35,11576.279
2023-09-18 21:33:43.035747,37.64706,8455.717
2023-09-18 21:33:53.155503,31.47619,9395.241
2023-09-18 21:34:03.295203,65.9,11769.217
2023-09-18 21:34:13.355533,58.333332,45994.74
2023-09-18 21:34:23.415089,47.904762,11341.398
2023-09-18 21:34:33.455739,34.47619,10552.869
2023-09-18 21:34:43.515982,37.333332,11769.217
2023-09-18 21:34:53.574905,27.8,9244.246
2023-09-18 21:35:03.615243,30.142857,11190.403
