timestamp,rtt
1684941362,9.84
1684941363,10.8
1684941364,12.4
1684941365,9.88
1684941366,10.6
1684941367,13.7
1684941368,10.9
1684941369,11.1
1684941370,13.7
1684941371,13.5
1684941372,9.94
1684941373,14.8
1684941374,10.3
1684941375,9.71
1684941376,10.7
1684941377,11.6
1684941378,10.1
1684941379,12.2
1684941380,10.3
1684941381,10.5
1684941382,10.8
1684941383,13.1
1684941384,11.7
1684941385,10.2
1684941386,11.3
1684941387,12.2
1684941388,11.2
1684941389,11.0
1684941390,10.1
1684941391,10.0
1684941392,10.7
1684941393,10.3
1684941394,10.9
1684941395,11.0
1684941396,10.1
1684941397,9.85
1684941398,18.1
1684941399,11.5
1684941400,19.0
1684941401,10.1
1684941402,12.9
1684941403,9.93
1684941404,10.2
1684941405,20.5
1684941406,9.89
1684941407,13.4
1684941408,9.95
1684941409,9.83
1684941410,15.3
1684941411,9.85
1684941412,13.0
1684941413,11.0
1684941414,10.4
1684941415,13.7
1684941416,10.8
1684941417,11.0
1684941418,9.98
1684941419,13.0
1684941420,12.5
1684941421,10.4
1684941422,16.8
1684941423,10.9
1684941424,11.6
1684941425,12.2
1684941426,10.3
1684941427,12.9
1684941428,15.0
1684941429,11.2
1684941430,10.7
1684941431,10.4
1684941432,10.7
1684941433,9.81
1684941434,9.95
1684941435,10.1
1684941436,16.4
1684941437,10.6
1684941438,13.6
1684941439,11.0
1684941440,9.83
1684941441,10.0
1684941442,13.1
1684941443,9.93
1684941444,15.2
1684941445,9.93
1684941446,10.7
1684941447,13.8
1684941448,10.5
1684941449,9.82
1684941450,10.9
1684941451,10.3
1684941452,12.3
1684941453,10.9
1684941454,9.83
1684941455,11.8
1684941456,9.79
1684941457,10.3
1684941458,11.4
1684941459,10.9
1684941460,12.9
1684941461,10.3
1684941462,10.3
1684941463,12.7
1684941464,9.99
1684941465,10.6
1684941466,10.6
1684941467,9.90
1684941468,10.7
1684941469,9.85
1684941470,9.88
1684941471,10.6
1684941472,10.5
1684941473,10.4
1684941474,10.1
1684941475,9.82
1684941476,11.6
1684941477,10.8
1684941478,13.0
1684941479,9.74
1684941480,12.2
1684941481,9.94
1684941482,11.3
1684941483,10.6
1684941484,10.8
1684941485,10.5
1684941486,14.3
1684941487,10.2
1684941488,11.7
1684941489,13.0
1684941490,10.8
1684941491,9.80
1684941492,10.5
1684941493,10.9
1684941494,10.4
1684941495,12.2
1684941496,9.83
1684941497,12.2
1684941498,15.8
1684941499,10.9
1684941500,16.8
1684941501,12.8
1684941502,11.6
1684941503,12.6
1684941504,13.6
1684941505,17.5
1684941506,9.95
1684941507,10.9
1684941508,11.4
1684941509,12.5
1684941510,10.5
1684941511,9.99
1684941512,10.5
1684941513,9.91
1684941514,10.2
1684941515,10.3
1684941516,9.75
1684941517,11.4
1684941518,10.4
1684941519,10.7
1684941520,11.0
1684941521,11.8
1684941522,10.3
1684941523,9.83
1684941524,10.1
1684941525,10.5
1684941526,13.5
1684941527,9.78
1684941528,10.6
1684941529,10.4
1684941530,9.87
1684941531,11.3
1684941532,10.2
1684941533,10.8
1684941534,11.4
1684941535,14.9
1684941536,16.2
1684941537,10.7
1684941538,10.5
1684941539,10.1
1684941540,10.2
1684941541,9.81
1684941542,10.3
1684941543,12.6
1684941544,10.6
1684941545,10.5
1684941546,10.5
1684941547,12.5
1684941548,10.2
1684941549,13.0
1684941550,17.9
1684941551,14.7
1684941552,10.9
1684941553,10.5
1684941554,10.1
1684941555,10.2
1684941556,10.1
1684941557,10.2
1684941558,10.4
1684941559,9.98
1684941560,12.0
1684941561,11.2
1684941562,10.2
1684941563,10.9
1684941564,9.78
1684941565,11.6
1684941566,16.9
1684941567,10.9
1684941568,10.4
1684941569,10.8
1684941570,10.5
1684941571,10.8
1684941572,10.7
1684941573,9.99
1684941574,10.6
1684941575,10.2
1684941576,10.6
1684941577,11.4
1684941578,10.8
1684941579,10.3
1684941580,10.6
1684941581,12.6
1684941582,17.5
1684941583,10.7
1684941584,11.9
1684941585,9.90
1684941586,10.2
1684941587,9.92
1684941588,10.9
1684941589,10.4
1684941590,10.2
1684941591,10.7
1684941592,10.8
1684941593,10.6
1684941594,12.5
1684941595,9.99
1684941596,10.6
1684941597,14.3
1684941598,13.0
1684941599,11.8
1684941600,9.75
1684941601,10.7
1684941602,10.5
1684941603,10.5
1684941604,9.90
1684941605,10.9
1684941606,10.7
1684941607,13.6
1684941608,10.5
1684941609,12.7
1684941610,10.2
1684941611,9.95
1684941612,14.8
1684941613,12.6
1684941614,10.8
1684941615,10.1
1684941616,15.1
1684941617,11.7
1684941618,10.4
1684941619,13.8
1684941620,10.7
1684941621,9.86
1684941622,9.88
1684941623,9.74
1684941624,10.5
1684941625,9.80
1684941626,11.5
1684941627,11.1
1684941628,12.9
1684941629,13.0
1684941630,10.4
1684941631,9.93
1684941632,11.0
1684941633,10.1
1684941634,9.83
1684941635,10.4
1684941636,10.4
1684941637,11.9
1684941638,12.2
1684941639,10.0
1684941640,10.5
1684941641,14.1
1684941642,12.1
1684941643,12.1
1684941644,15.1
1684941645,13.1
1684941646,12.2
1684941647,9.87
1684941648,9.94
1684941649,10.9
1684941650,10.3
1684941651,11.4
1684941652,10.1
1684941653,10.0
1684941654,11.3
1684941655,19.4
1684941656,12.5
1684941657,10.6
1684941658,12.5
1684941659,19.3
1684941660,10.4
1684941661,24.7

