timestamp100k,rtt100k,pop_ping_latency_ms100k
1684973027,68.03536415100098,71.05000305175781
1684973028,56.1068058013916,65.52381134033203
1684973029,172.37424850463867,66.47618865966797
1684973031,54.941654205322266,63.900001525878906
1684973032,68.09544563293457,66.14286041259766
1684973033,75.6986141204834,65.0
1684973034,50.68659782409668,63.25
1684973035,124.08852577209473,63.71428680419922
1684973037,83.01544189453125,59.099998474121094
1684973038,51.011085510253906,53.14285659790039
1684973039,78.72295379638672,55.79999923706055
1684973040,84.04088020324707,68.30000305175781
1684973041,87.89587020874023,76.80000305175781
1684973042,75.91819763183594,79.28571319580078
1684973043,75.02555847167969,82.44999694824219
1684973045,62.959909439086914,80.55000305175781
1684973046,75.01745223999023,71.05000305175781
1684973047,66.83230400085449,67.52381134033203
1684973048,75.00028610229492,68.76190185546875
1684973049,63.82322311401367,70.23809814453125
1684973050,71.81191444396973,75.47368621826172
1684973052,48.90727996826172,50.68421173095703
1684973053,41.98145866394043,31.350000381469727
1684973054,58.394670486450195,42.95000076293945
1684973055,66.4522647857666,58.04999923706055
1684973056,48.17652702331543,54.33333206176758
1684973057,76.09772682189941,47.66666793823242
1684973058,41.63384437561035,51.47618865966797
1684973060,54.293155670166016,57.42856979370117
1684973061,107.50222206115723,54.52381134033203
1684973062,40.070295333862305,49.79999923706055
1684973063,59.71980094909668,54.400001525878906
1684973064,26.068449020385742,54.85714340209961
1684973065,74.08714294433594,51.47618865966797
1684973067,60.18567085266113,59.5
1684973069,62.920570373535156,57.380950927734375
1684973070,48.67720603942871,50.619049072265625
1684973071,40.422677993774414,45.761905670166016
1684973072,40.15064239501953,45.66666793823242
1684973073,45.598745346069336,48.761905670166016
1684973074,49.6673583984375,49.238094329833984
1684973076,59.34429168701172,48.095237731933594
1684973077,38.94400596618652,49.380950927734375
1684973078,56.37025833129883,49.25
1684973079,49.11494255065918,47.29999923706055
1684973080,48.23613166809082,48.54999923706055
1684973081,67.06547737121582,46.095237731933594
1684973082,29.66761589050293,35.28571319580078
1684973084,40.822505950927734,50.349998474121094
1684973085,54.270029067993164,73.57894897460938
1684973086,71.51150703430176,61.9523811340332
1684973087,51.64194107055664,55.95000076293945
1684973088,96.44889831542969,74.0
1684973089,103.09505462646484,86.0
