timestamp,bandwidth_bps,pop_ping_latency_ms,downlink_troughput_bps
1691072025,4107952,46.333332,2201791.5
1691072026,10552760,41.95,5569163.5
1691072027,13313104,37.52381,15385194.0
1691072028,12588240,39.142857,10831438.0
1691072029,14549720,36.333332,14043956.0
1691072030,8469496,36.0,9853326.0
1691072031,9390680,36.526318,10852225.0
1691072032,4763224,35.65,6096521.5
1691072033,5149752,34.0,4058056.2
1691072034,6809008,32.714287,5930897.0
1691072035,4912200,35.05,5877193.0
1691072036,4697864,37.61905,4261161.0
1691072037,6785928,46.0,4574761.0
1691072038,7643224,46.42857,6174535.5
1691072040,4047424,38.904762,7018303.5
1691072041,7949456,39.809525,7098767.0
1691072042,7874288,38.809525,8096550.0
1691072043,9195552,37.38095,8343318.0
1691072044,10310384,38.04762,9531673.0
1691072045,10757472,38.095238,10188770.0
1691072046,12729752,37.38095,11491093.0
1691072047,13193520,35.904762,12405443.0
1691072048,16523976,36.0,14921270.0
1691072049,21979656,35.285713,18920790.0
1691072050,29354808,35.142857,25072232.0
1691072051,41932312,36.75,36338056.0
1691072052,52986840,34.238094,41460224.0
1691072053,61018616,26.75,60362056.0
1691072054,69392408,24.45,62675164.0
1691072055,73873712,25.2,69391624.0
1691072056,76057440,25.095238,76475180.0
1691072058,72008992,25.095238,78441144.0
1691072059,50497688,25.55,49252640.0
1691072060,29205456,23.4,28573662.0
1691072061,29167928,23.52381,28920128.0
1691072062,32282296,22.904762,31589702.0
1691072063,35284488,23.0,32467554.0
1691072064,34194408,23.619047,34714660.0
1691072065,34062760,23.904762,34287228.0
1691072066,35903784,23.380953,35202172.0
1691072067,28114184,26.857143,34429784.0
1691072068,23524792,35.3,21771626.0
1691072069,28380104,38.57143,26616408.0
1691072070,30052496,37.38095,29082524.0
1691072071,31008408,35.61905,30961984.0
1691072072,31166936,34.809525,31520052.0
1691072073,30876248,36.095238,30997332.0
1691072074,30645984,37.95,31295716.0
1691072075,32124656,37.285713,31208130.0
1691072076,34171240,35.2,32790096.0
1691072077,38095000,35.05,36016052.0
1691072078,43569624,34.9,38969464.0
1691072080,49831528,35.333332,43846836.0
1691072081,60998264,35.55,59844916.0
1691072082,47784464,38.52381,50077270.0
1691072083,36780872,34.55,30004676.0
1691072084,25264456,28.85,29550666.0
1691072085,24541536,29.2,23889850.0
1691072086,25160440,31.45,25204664.0
1691072087,24880512,33.04762,24705482.0
1691072088,26480656,32.095238,25144308.0
1691072089,26819256,30.9,27319246.0
1691072090,28332592,29.47619,27360904.0
1691072091,30101080,29.6,28949296.0
1691072092,32003056,29.05,31365794.0
1691072093,35734352,27.47619,32583668.0
1691072094,41522696,27.75,37901256.0
1691072095,48657720,28.3,43382376.0
1691072096,57389416,29.47619,52686456.0
1691072097,46812832,33.666668,55785184.0
1691072098,52047888,37.055557,47518940.0
1691072100,55351928,35.04762,53181870.0
1691072101,45883592,33.95238,44663256.0
1691072102,41849632,33.142857,43593056.0
1691072103,34315392,32.4,35480532.0
1691072104,28901464,33.095238,29365078.0
1691072105,32027368,34.18182,30407094.0
1691072106,34664104,35.095238,35918720.0
1691072107,34219024,32.8,33765212.0
1691072108,33592224,30.45,34404708.0
1691072109,35067416,31.45,35116340.0
1691072110,35935368,31.9,35227250.0
1691072111,37074336,32.55,37620430.0
1691072112,35988088,37.5,34906584.0
1691072113,31117960,39.4,35205176.0
1691072114,35103864,35.4,31390474.0
1691072115,37767496,34.25,38032990.0
1691072116,40376560,33.57143,38080420.0
1691072117,39888104,34.333332,41023396.0
1691072118,36278064,35.55,39073212.0
1691072119,36714760,36.52381,36045690.0
1691072120,39572664,37.05,38808948.0
1691072121,38724824,37.38095,40802040.0
1691072122,34013256,35.666668,37641130.0
1691072124,38276544,34.3,34222180.0
1691072125,40929736,34.85,39954756.0
1691072126,39649312,33.75,41072972.0
1691072127,29507456,37.666668,30171272.0
1691072128,18328216,41.42857,16921030.0
1691072129,17299224,36.285713,17386028.0
