timestamp,rtt
1684941023,15.2
1684941024,10.0
1684941025,11.4
1684941026,17.8
1684941027,10.1
1684941028,10.9
1684941029,10.3
1684941030,9.84
1684941031,11.2
1684941032,11.2
1684941033,10.7
1684941034,10.7
1684941035,12.4
1684941036,12.1
1684941037,13.4
1684941038,10.8
1684941039,9.86
1684941040,9.80
1684941041,12.3
1684941042,10.9
1684941043,10.1
1684941044,10.1
1684941045,10.0
1684941046,10.6
1684941047,10.0
1684941048,11.1
1684941049,12.9
1684941050,12.0
1684941051,17.9
1684941052,13.7
1684941053,16.6
1684941054,10.1
1684941055,11.5
1684941056,10.1
1684941057,13.1
1684941058,10.8
1684941059,13.3
1684941060,15.8
1684941061,10.2
1684941062,10.1
1684941063,10.3
1684941064,12.3
1684941065,11.7
1684941066,9.59
1684941067,10.0
1684941068,9.84
1684941069,12.6
1684941070,10.5
1684941071,16.9
1684941072,11.6
1684941073,13.7
1684941074,13.5
1684941075,10.0
1684941076,10.1
1684941077,9.91
1684941078,13.3
1684941079,10.7
1684941080,9.96
1684941081,15.9
1684941082,10.6
1684941083,16.3
1684941084,20.1
1684941085,10.1
1684941086,19.7
1684941087,10.2
1684941088,10.2
1684941089,13.0
1684941090,10.3
1684941091,10.2
1684941092,16.7
1684941093,11.0
1684941094,11.4
1684941095,18.4
1684941096,10.4
1684941097,13.1
1684941098,16.2
1684941099,11.2
1684941100,9.92
1684941101,10.4
1684941102,10.5
1684941103,10.5
1684941104,12.1
1684941105,18.0
1684941106,10.5
1684941107,13.4
1684941108,9.84
1684941109,11.2
1684941110,20.2
1684941111,22.3
1684941112,10.3
1684941113,11.9
1684941114,11.1
1684941115,10.5
1684941116,9.83
1684941117,17.7
1684941118,9.89
1684941119,9.91
1684941120,11.6
1684941121,10.8
1684941122,10.9
1684941123,9.76
1684941124,13.8
1684941125,16.2
1684941126,15.7
1684941127,10.9
1684941128,10.5
1684941129,10.5
1684941130,10.6
1684941131,14.8
1684941132,10.0
1684941133,26.0
1684941134,22.0
1684941135,11.6
1684941136,21.3
1684941137,11.5
1684941138,17.2
1684941139,11.7
1684941140,15.1
1684941141,12.0
1684941142,11.0
1684941143,23.4
1684941144,13.8
1684941145,13.9
1684941146,10.5
1684941147,12.0
1684941148,12.4
1684941149,11.4
1684941150,12.6
1684941151,10.2
1684941152,14.0
1684941153,11.7
1684941154,10.1
1684941155,15.0
1684941156,10.3
1684941157,13.1
1684941158,10.5
1684941159,13.1
1684941160,16.9
1684941161,10.7
1684941162,12.0
1684941163,11.5
1684941164,10.5
1684941165,15.1
1684941166,14.9
1684941167,17.0
1684941168,13.6
1684941169,13.6
1684941170,14.3
1684941171,13.4
1684941172,14.4
1684941173,11.9
1684941174,21.5
1684941175,15.3
1684941176,21.7
1684941177,13.1
1684941178,17.5
1684941179,16.4
1684941180,22.5
1684941181,12.8
1684941182,16.5
1684941183,16.1
1684941184,16.5
1684941185,12.6
1684941186,10.5
1684941187,13.6
1684941188,10.3
1684941189,15.4
1684941190,10.7
1684941191,12.1
1684941192,16.8
1684941193,11.8
1684941194,20.1
1684941195,10.6
1684941196,11.0
1684941197,15.3
1684941198,9.98
1684941199,11.9
1684941200,18.7
1684941201,10.5
1684941202,12.8
1684941203,14.9
1684941204,9.90
1684941205,10.1
1684941206,10.1
1684941207,10.6
1684941208,16.0
1684941209,15.7
1684941210,9.88
1684941211,13.7
1684941212,16.9
1684941213,16.1
1684941214,10.5
1684941215,10.3
1684941216,10.2
1684941217,14.2
1684941218,10.7
1684941219,10.1
1684941220,12.0
1684941221,10.3
1684941222,10.8
1684941223,11.4
1684941224,9.99
1684941225,10.9
1684941226,11.8
1684941227,9.81
1684941228,10.7
1684941229,11.5
1684941230,10.3
1684941231,10.0
1684941232,10.7
1684941233,10.3
1684941234,11.1
1684941235,11.6
1684941236,12.2
1684941237,9.83
1684941239,14.9
1684941240,13.7
1684941241,10.4
1684941242,10.8
1684941243,16.2
1684941244,10.1
1684941245,10.5
1684941246,13.6
1684941247,10.6
1684941248,10.0
1684941249,10.9
1684941250,10.2
1684941251,10.2
1684941252,9.76
1684941253,10.1
1684941254,15.4
1684941255,13.6
1684941256,13.6
1684941257,12.6
1684941258,12.0
1684941259,17.3
1684941260,10.4
1684941261,10.7
1684941262,9.81
1684941263,14.6
1684941264,10.5
1684941265,10.6
1684941266,10.4
1684941267,10.2
1684941268,10.9
1684941269,12.7
1684941270,14.9
1684941271,12.2
1684941272,14.9
1684941273,14.6
1684941274,12.2
1684941275,10.6
1684941276,10.4
1684941277,10.3
1684941278,9.80
1684941279,10.6
1684941280,12.5
1684941281,10.1
1684941282,13.3
1684941283,14.7
1684941284,14.3
1684941285,17.4
1684941286,16.0
1684941287,12.3
1684941288,9.80
1684941289,10.4
1684941290,10.2
1684941291,10.9
1684941292,10.5
1684941293,10.7
1684941294,10.5
1684941295,10.3
1684941296,10.6
1684941297,15.0
1684941298,10.5
1684941299,10.6
1684941300,10.9
1684941301,12.4
1684941302,14.7
1684941303,10.3
1684941304,9.94
1684941305,9.83
1684941306,9.81
1684941307,10.6
1684941308,11.2
1684941309,10.7
1684941310,9.93
1684941311,11.4
1684941312,9.78
1684941313,10.5
1684941314,12.5
1684941315,15.5
1684941316,9.97
1684941317,13.1
1684941318,10.9
1684941319,10.7
1684941320,14.8
1684941321,12.3
1684941322,11.1
1684941323,10.9
