timestamp10k,rtt10k,pop_ping_latency_ms10k
1684972125,88.1197452545166,60.75
1684972126,50.16970634460449,67.80000305175781
1684972127,78.18937301635742,68.0
1684972128,110.27383804321289,70.66666412353516
1684972130,110.37945747375488,71.80952453613281
1684972131,54.30746078491211,69.33333587646484
1684972132,70.48559188842773,66.0999984741211
1684972133,86.38715744018555,70.85713958740234
1684972134,38.41543197631836,65.94999694824219
1684972135,70.33562660217285,67.3499984741211
1684972137,56.697845458984375,65.52381134033203
1684972138,49.6823787689209,55.47618865966797
1684972139,47.47438430786133,57.14285659790039
1684972140,68.91298294067383,64.05000305175781
1684972141,72.84212112426758,68.3499984741211
1684972142,66.19024276733398,81.0952377319336
1684972144,135.0245475769043,90.0
1684972145,92.80133247375488,87.61904907226562
1684972146,88.17124366760254,83.0526351928711
1684972147,87.05878257751465,81.8499984741211
1684972148,96.13752365112305,81.15789794921875
1684972150,112.47467994689941,90.85713958740234
1684972151,98.10590744018555,72.13636016845703
1684972152,37.28127479553223,42.761905670166016
1684972153,33.20193290710449,27.700000762939453
1684972154,45.18270492553711,36.150001525878906
1684972155,37.71328926086426,48.04999923706055
1684972157,46.13208770751953,55.900001525878906
1684972158,29.369831085205078,61.095237731933594
1684972159,73.40478897094727,52.29999923706055
1684972160,29.381752014160156,48.9523811340332
1684972161,44.91162300109863,44.761905670166016
1684972162,57.3577880859375,43.52381134033203
1684972163,53.45773696899414,54.66666793823242
1684972165,37.465572357177734,60.904762268066406
1684972166,49.45778846740723,50.380950927734375
1684972167,39.545536041259766,35.45000076293945
1684972168,38.3458137512207,32.75
1684972169,73.95482063293457,46.79999923706055
1684972170,44.730186462402344,52.5
1684972171,67.72565841674805,56.150001525878906
1684972173,97.1231460571289,52.318180084228516
1684972174,90.19947052001953,50.71428680419922
1684972175,79.55765724182129,52.33333206176758
1684972176,76.88117027282715,51.04999923706055
1684972177,89.22123908996582,56.0
1684972178,91.49026870727539,64.71428680419922
1684972180,43.44296455383301,60.19047546386719
1684972181,67.14892387390137,60.20000076293945
1684972182,45.36628723144531,45.099998474121094
1684972183,45.03893852233887,38.5
1684972184,77.30674743652344,52.150001525878906
1684972185,65.40656089782715,60.150001525878906
1684972186,45.435428619384766,56.650001525878906
1684972188,41.40877723693848,59.238094329833984
1684972189,57.56950378417969,57.45000076293945
1684972190,61.35916709899902,57.85714340209961
1684972191,65.05155563354492,59.80952453613281
1684972192,69.44656372070312,63.19047546386719
1684972193,49.45635795593262,59.849998474121094
1684972194,61.4473819732666,60.150001525878906
1684972196,37.41908073425293,58.272727966308594
1684972197,31.261682510375977,38.1363639831543
1684972198,30.44605255126953,22.299999237060547
1684972199,26.51238441467285,22.714284896850586
1684972200,26.402950286865234,22.450000762939453
1684972201,63.85660171508789,58.894737243652344
1684972202,57.1293830871582,90.95237731933594
1684972204,75.53577423095703,88.31818389892578
1684972205,63.866615295410156,88.95237731933594
1684972206,93.17970275878906,87.66666412353516
1684972207,91.92061424255371,88.80000305175781
1684972208,85.24870872497559,91.57142639160156
1684972210,119.97580528259277,87.7727279663086
1684972211,123.61288070678711,75.71428680419922
1684972212,24.976730346679688,32.26315689086914
1684972213,22.369384765625,23.761905670166016
1684972214,27.69017219543457,23.549999237060547
1684972216,29.963016510009766,23.66666603088379
1684972217,34.34133529663086,32.85714340209961
1684972218,54.40998077392578,47.33333206176758
1684972219,101.10640525817871,50.095237731933594
1684972220,59.81254577636719,47.54999923706055
1684972221,110.53824424743652,53.0
1684972223,88.85908126831055,50.095237731933594
1684972224,95.84474563598633,51.42856979370117
1684972225,43.45059394836426,52.761905670166016
1684972226,42.528390884399414,41.68421173095703
1684972227,34.37447547912598,30.25
1684972228,30.278444290161133,36.57143020629883
1684972230,106.31537437438965,66.69999694824219
1684972231,33.92457962036133,69.80952453613281
1684972232,74.2642879486084,67.94999694824219
1684972233,46.24629020690918,69.9047622680664
1684972234,50.191640853881836,70.23809814453125
1684972235,102.32686996459961,65.30000305175781
1684972237,86.34495735168457,65.55000305175781
1684972238,62.32714653015137,66.71428680419922
1684972239,61.89584732055664,66.19047546386719
1684972240,46.27108573913574,69.85713958740234
1684972241,42.2518253326416,55.85714340209961
1684972242,32.62782096862793,32.42856979370117
1684972243,40.67540168762207,35.54999923706055
1684972245,68.69339942932129,59.349998474121094
1684972246,38.1622314453125,70.28571319580078
1684972247,44.68679428100586,65.9473648071289
1684972248,36.606788635253906,64.57142639160156
1684972249,36.59176826477051,64.61904907226562
1684972250,48.72846603393555,65.19999694824219
1684972251,44.74020004272461,62.52381134033203
1684972253,44.70014572143555,61.20000076293945
1684972254,44.71397399902344,66.19047546386719
1684972255,49.70812797546387,65.66666412353516
1684972256,60.68253517150879,57.47618865966797
1684972257,47.12367057800293,42.66666793823242
1684972258,37.950754165649414,36.0
1684972259,32.6991081237793,41.85714340209961
1684972261,41.322946548461914,57.5
1684972262,53.96747589111328,64.28571319580078
1684972263,57.656288146972656,61.380950927734375
1684972264,64.63789939880371,58.0
1684972265,68.65191459655762,63.71428680419922
1684972266,85.87217330932617,70.80952453613281
1684972267,88.11450004577637,73.6500015258789
1684972269,84.96594429016113,78.95237731933594
1684972270,82.75389671325684,77.95237731933594
1684972271,84.6858024597168,69.5
1684972272,49.56769943237305,42.19047546386719
1684972273,41.56804084777832,43.57143020629883
1684972275,85.46257019042969,58.9523811340332
1684972276,73.60434532165527,63.04999923706055
1684972277,69.08106803894043,61.79999923706055
1684972278,93.50252151489258,61.849998474121094
1684972279,45.50743103027344,63.9523811340332
1684972281,45.58920860290527,61.42856979370117
1684972282,49.492835998535156,62.099998474121094
1684972283,53.58171463012695,64.6500015258789
1684972284,65.5510425567627,63.349998474121094
1684972285,49.07679557800293,61.849998474121094
1684972286,53.47394943237305,48.47618865966797
1684972287,26.20530128479004,29.5238094329834
1684972289,34.13867950439453,44.75
1684972290,66.28751754760742,65.1500015258789
1684972291,66.27154350280762,67.8499984741211
1684972292,74.32746887207031,70.04762268066406
1684972293,61.82122230529785,61.095237731933594
1684972294,38.27166557312012,65.61904907226562
1684972295,50.244808197021484,68.04762268066406
1684972297,42.31572151184082,68.38095092773438
1684972298,50.246477127075195,70.52381134033203
1684972299,98.24180603027344,70.38095092773438
1684972300,33.82706642150879,70.42857360839844
1684972301,38.30146789550781,60.19047546386719
1684972302,40.28797149658203,43.095237731933594
1684972304,40.834665298461914,48.33333206176758
1684972305,41.625261306762695,67.05000305175781
1684972306,75.81281661987305,73.2631607055664
1684972307,50.90618133544922,72.68421173095703
1684972308,61.19227409362793,74.5
1684972309,76.24363899230957,73.5999984741211
1684972311,65.26684761047363,70.9473648071289
1684972312,68.2370662689209,70.55000305175781
1684972313,51.73158645629883,70.04762268066406
1684972314,50.98271369934082,73.38095092773438
1684972315,78.92394065856934,66.81818389892578
1684972316,61.01036071777344,60.0
1684972317,77.16202735900879,53.95000076293945
1684972319,55.83310127258301,41.619049072265625
1684972320,27.77552604675293,39.52381134033203
1684972321,39.791107177734375,39.9523811340332
1684972322,38.9864444732666,39.099998474121094
1684972323,49.55291748046875,39.5
1684972324,41.20182991027832,45.380950927734375
1684972325,60.24956703186035,43.29999923706055
1684972327,50.35901069641113,41.28571319580078
1684972328,63.77077102661133,42.04999923706055
1684972329,35.74013710021973,41.80952453613281
1684972330,55.67169189453125,40.380950927734375
1684972331,41.640281677246094,40.0
1684972332,29.62946891784668,39.42856979370117
1684972334,30.036449432373047,53.349998474121094
1684972335,42.046546936035156,65.0952377319336
1684972336,78.56512069702148,59.19047546386719
1684972337,50.55522918701172,59.28571319580078
1684972338,62.58749961853027,61.95000076293945
1684972339,74.05757904052734,57.380950927734375
1684972340,53.5588264465332,59.421051025390625
1684972342,49.90220069885254,66.25
1684972343,65.96660614013672,64.71428680419922
1684972344,38.50531578063965,65.28571319580078
1684972345,82.52930641174316,56.28571319580078
1684972346,58.84432792663574,45.14285659790039
1684972347,34.31248664855957,40.1363639831543
1684972349,37.88137435913086,53.599998474121094
1684972350,62.233924865722656,71.5
1684972351,54.2447566986084,66.9047622680664
1684972352,94.29216384887695,66.9047622680664
1684972353,82.4275016784668,67.0952377319336
1684972354,51.29528045654297,69.0952377319336
1684972356,58.27808380126953,67.47618865966797
1684972357,117.6905632019043,66.66666412353516
1684972358,50.26435852050781,66.0952377319336
1684972359,74.31197166442871,66.52381134033203
1684972360,66.34211540222168,69.71428680419922
1684972361,46.28753662109375,53.9523811340332
1684972363,32.115936279296875,38.619049072265625
1684972364,44.20328140258789,38.904762268066406
1684972365,95.86095809936523,49.150001525878906
1684972366,105.7579517364502,59.349998474121094
1684972367,64.35918807983398,62.04999923706055
1684972368,116.36829376220703,61.19047546386719
1684972370,48.32935333251953,57.272727966308594
1684972371,76.14850997924805,71.0
1684972372,63.87448310852051,71.5
1684972373,120.3765869140625,63.57143020629883
1684972374,72.45969772338867,63.95000076293945
1684972376,80.38115501403809,57.52381134033203
1684972377,30.263423919677734,41.57143020629883
1684972378,30.173063278198242,29.66666603088379
1684972379,62.35218048095703,50.29999923706055
1684972380,45.87841033935547,73.61904907226562
1684972381,42.24729537963867,70.9047622680664
1684972382,94.19679641723633,68.6500015258789
1684972384,38.27977180480957,70.14286041259766
1684972385,42.32501983642578,64.42857360839844
1684972386,38.28144073486328,67.5
1684972387,34.21640396118164,70.80952453613281
1684972388,69.84281539916992,70.19047546386719
1684972389,50.26125907897949,67.80952453613281
1684972391,50.231218338012695,66.66666412353516
1684972392,33.0350399017334,51.181819915771484
1684972393,37.04071044921875,35.0
1684972394,53.11465263366699,56.599998474121094
1684972395,81.02583885192871,66.38095092773438
1684972396,52.663326263427734,68.0
1684972397,46.024322509765625,66.0
1684972399,49.98350143432617,66.30000305175781
1684972400,53.04670333862305,67.76190185546875
1684972401,44.960975646972656,65.9047622680664
1684972402,85.0672721862793,67.71428680419922
1684972403,49.05819892883301,61.95000076293945
1684972404,52.64592170715332,64.19999694824219
1684972406,65.04058837890625,67.38095092773438
1684972407,66.61081314086914,51.75
1684972408,46.62895202636719,40.14285659790039
1684972409,44.350624084472656,43.650001525878906
1684972410,54.59141731262207,70.28571319580078
1684972411,113.87276649475098,78.66666412353516
1684972412,98.50478172302246,67.94999694824219
1684972414,47.66559600830078,63.19047546386719
1684972415,90.6977653503418,72.80000305175781
1684972416,64.66031074523926,79.33333587646484
1684972417,74.69916343688965,74.55000305175781
1684972418,49.40342903137207,79.42857360839844
1684972419,90.67916870117188,84.81818389892578
