timestamp,pop_ping_latency_ms,downlinkThroughputBps
2023-09-19 12:10:32.597830,33.61905,8120.1724
2023-09-19 12:10:37.636219,33.15,8120.1724
2023-09-19 12:10:42.655241,35.333332,9529.459
2023-09-19 12:10:47.695281,25.05,39174.8
2023-09-19 12:10:52.735272,25.0,8120.1724
2023-09-19 12:10:57.838483,26.095238,38830.867
2023-09-19 12:11:02.894893,23.2,10284.434
2023-09-19 12:11:07.934947,22.761906,8657.043
2023-09-19 12:11:12.975346,36.8,11408.507
2023-09-19 12:11:18.035568,36.25,32455.523
2023-09-19 12:11:23.195832,35.4,7583.302
2023-09-19 12:11:28.275091,52.05,38830.867
2023-09-19 12:11:33.315000,42.809525,9789.506
2023-09-19 12:11:38.374666,42.333332,8120.1724
2023-09-19 12:11:43.415837,38.714287,13086.229
2023-09-19 12:11:48.475340,32.857143,7583.302
2023-09-19 12:11:53.516796,30.333334,18362.662
2023-09-19 12:11:58.554931,34.95238,10921.968
2023-09-19 12:12:03.615043,30.666666,9630.122
2023-09-19 12:12:08.674895,29.0,10703.864
2023-09-19 12:12:13.715228,38.333332,8799.649
2023-09-19 12:12:18.755079,35.47619,9294.578
2023-09-19 12:12:23.815104,34.285713,86754.984
2023-09-19 12:12:28.875139,33.57143,28127.002
2023-09-19 12:12:33.934855,25.45,8757.707
2023-09-19 12:12:38.995011,28.666666,10477.371
2023-09-19 12:12:44.055269,58.3,10745.807
2023-09-19 12:12:49.295254,45.666668,10359.931
2023-09-19 12:12:54.335157,44.95,46254.785
2023-09-19 12:12:59.396967,29.904762,8875.147
2023-09-19 12:13:04.455088,31.142857,8858.37
2023-09-19 12:13:09.515097,30.75,32908.508
2023-09-19 12:13:14.574855,37.57143,7583.302
2023-09-19 12:13:19.635253,34.15,11702.108
2023-09-19 12:13:24.656836,32.1,9898.558
2023-09-19 12:13:29.695542,33.444443,26315.062
2023-09-19 12:13:34.735009,31.75,208960.22
2023-09-19 12:13:39.955685,33.904762,10494.148
2023-09-19 12:13:44.995093,21.095238,9042.919
2023-09-19 12:13:50.174777,20.45,9722.396
2023-09-19 12:13:55.295333,20.2,12549.357
2023-09-19 12:14:00.334665,36.095238,25291.652
2023-09-19 12:14:05.395062,36.04762,26768.049
2023-09-19 12:14:10.442012,36.666668,8120.1724
2023-09-19 12:14:15.495220,41.142857,28412.215
2023-09-19 12:14:20.534726,40.714287,7583.302
2023-09-19 12:14:25.575087,40.47619,13186.892
2023-09-19 12:14:30.615330,39.38095,9554.625
2023-09-19 12:14:35.675631,38.25,12549.357
2023-09-19 12:14:40.734930,42.57143,8120.1724
2023-09-19 12:14:45.798246,45.05,28915.531
2023-09-19 12:14:50.855786,45.666668,8657.043
2023-09-19 12:14:55.895047,43.6,47152.367
2023-09-19 12:15:00.935300,40.666668,8120.1724
2023-09-19 12:15:05.995563,38.809525,42807.066
2023-09-19 12:15:11.034990,39.666668,27606.908
2023-09-19 12:15:16.194678,18.47619,8120.1724
2023-09-19 12:15:21.275378,20.142857,10536.092
2023-09-19 12:15:26.335339,21.285715,39703.28
2023-09-19 12:15:31.395378,31.857143,7583.302
2023-09-19 12:15:36.434828,32.0,25140.658
2023-09-19 12:15:41.494892,34.75,8657.043
2023-09-19 12:15:46.535262,34.52381,8657.043
2023-09-19 12:15:51.595394,33.42857,11072.963
2023-09-19 12:15:56.643061,31.095238,8757.707
2023-09-19 12:16:01.695093,25.285715,11408.507
2023-09-19 12:16:06.755070,25.333334,38470.156
2023-09-19 12:16:11.994839,24.857143,8220.836
2023-09-19 12:16:17.177222,29.6,8120.1724
2023-09-19 12:16:22.295142,30.142857,9168.749
2023-09-19 12:16:27.334821,37.35,8120.1724
2023-09-19 12:16:32.402214,64.28571,10653.532
2023-09-19 12:16:37.455026,76.09524,8120.1724
2023-09-19 12:16:42.515084,65.2381,8757.707
2023-09-19 12:16:47.555385,37.65,8120.1724
2023-09-19 12:16:52.595450,36.238094,8120.1724
2023-09-19 12:16:57.695739,39.238094,31700.549
2023-09-19 12:17:02.754912,33.4,9529.459
2023-09-19 12:17:07.797054,33.761906,8657.043
2023-09-19 12:17:12.855546,32.95238,22145.926
2023-09-19 12:17:17.915240,50.7,8120.1724
2023-09-19 12:17:22.975084,43.65,8120.1724
2023-09-19 12:17:28.036093,40.8,28529.656
2023-09-19 12:17:33.174892,44.0,9529.459
2023-09-19 12:17:38.295286,43.7,8657.043
2023-09-19 12:17:43.341146,44.714287,11769.217
2023-09-19 12:17:48.395108,33.095238,7583.302
2023-09-19 12:17:53.455196,35.095238,18362.662
2023-09-19 12:17:58.495420,88.0,14201.913
2023-09-19 12:18:03.555988,52.095238,11190.403
2023-09-19 12:18:08.595249,43.9,10703.864
2023-09-19 12:18:13.635233,50.5,106854.086
2023-09-19 12:18:18.655160,45.57143,9781.117
2023-09-19 12:18:23.715079,48.1,18849.203
2023-09-19 12:18:28.774891,42.81818,11962.155
2023-09-19 12:18:33.839237,32.52381,12968.788
2023-09-19 12:18:38.895653,33.333332,8992.588
2023-09-19 12:18:43.934996,44.85,13279.166
2023-09-19 12:18:48.974748,43.04762,8657.043
2023-09-19 12:18:54.015354,40.8,18362.662
2023-09-19 12:18:59.174774,33.75,14269.022
2023-09-19 12:19:04.295248,28.3,28865.2
2023-09-19 12:19:09.335112,28.095238,9739.174
2023-09-19 12:19:14.395056,22.2,22531.8
2023-09-19 12:19:19.454796,23.47619,41230.008
2023-09-19 12:19:24.515123,25.0,24041.75
2023-09-19 12:19:29.564321,37.857143,8120.1724
2023-09-19 12:19:34.615233,35.0,28999.418
2023-09-19 12:19:39.675145,35.105263,7205.8145
2023-09-19 12:19:44.735766,42.47619,9529.459
2023-09-19 12:19:49.838457,41.15,29896.998
2023-09-19 12:19:54.875041,40.15,8875.147
2023-09-19 12:19:59.935121,39.05,10653.532
2023-09-19 12:20:04.974656,35.57143,8220.836
2023-09-19 12:20:10.014651,36.9,8665.432
2023-09-19 12:20:15.174923,28.1,70229.43
2023-09-19 12:20:20.275094,28.619047,17758.684
2023-09-19 12:20:25.335092,28.095238,63635.98
2023-09-19 12:20:30.395237,27.190475,10066.33
2023-09-19 12:20:35.455516,26.761906,16106.127
2023-09-19 12:20:40.502785,28.3,8120.1724
2023-09-19 12:20:45.554551,24.15,26357.006
2023-09-19 12:20:50.614932,24.6,8657.043
2023-09-19 12:20:55.655390,26.15,14109.639
2023-09-19 12:21:00.715139,32.85,8120.1724
2023-09-19 12:21:05.776160,31.1,11475.616
2023-09-19 12:21:10.839168,30.666666,35139.88
2023-09-19 12:21:15.896569,33.5,30224.154
2023-09-19 12:21:20.954965,32.52381,9739.174
2023-09-19 12:21:26.014750,33.190475,12549.357
2023-09-19 12:21:31.175196,29.15,8120.1724
2023-09-19 12:21:36.274824,31.095238,12096.373
2023-09-19 12:21:41.334898,29.6,8875.147
2023-09-19 12:21:46.395606,24.47619,12213.813
2023-09-19 12:21:51.456935,25.666666,11316.232
2023-09-19 12:21:56.523886,23.095238,9143.583
2023-09-19 12:22:01.575077,29.238094,17255.367
2023-09-19 12:22:06.614756,30.333334,14495.515
2023-09-19 12:22:11.675037,30.666666,18085.838
2023-09-19 12:22:16.734896,30.857143,11458.839
2023-09-19 12:22:21.775287,31.047619,12566.135
2023-09-19 12:22:26.839513,33.45,19948.11
2023-09-19 12:22:32.054742,39.0,8120.1724
2023-09-19 12:22:37.294721,38.809525,10536.092
2023-09-19 12:22:42.354966,43.285713,7683.965
2023-09-19 12:22:47.414642,48.8,30970.74
2023-09-19 12:22:52.474706,48.75,11005.854
2023-09-19 12:22:57.534631,51.61905,26969.375
2023-09-19 12:23:02.583503,34.761906,12415.14
2023-09-19 12:23:07.635592,36.142857,9143.583
2023-09-19 12:23:12.655015,42.904762,39963.33
2023-09-19 12:23:17.714904,36.714287,210545.67
2023-09-19 12:23:22.775139,33.65,20342.375
2023-09-19 12:23:27.839121,52.42857,10385.097
2023-09-19 12:23:33.195139,47.0,36020.684
2023-09-19 12:23:38.274749,52.0,44107.3
2023-09-19 12:23:43.335420,53.75,11475.616
2023-09-19 12:23:48.394962,39.6,9630.122
2023-09-19 12:23:53.454863,34.4,17825.793
2023-09-19 12:23:58.515135,38.1,11416.8955
2023-09-19 12:24:03.575114,34.15,11576.279
2023-09-19 12:24:08.635239,34.0,37463.523
2023-09-19 12:24:13.695383,40.190475,9336.5205
2023-09-19 12:24:18.755040,25.0,12046.041
2023-09-19 12:24:23.797651,29.333334,47404.023
2023-09-19 12:24:28.854865,35.05,11282.678
2023-09-19 12:24:34.195012,36.190475,8120.1724
2023-09-19 12:24:39.274545,34.333332,9957.277
2023-09-19 12:24:44.334748,35.238094,18010.342
2023-09-19 12:24:49.394783,29.6,9722.396
2023-09-19 12:24:54.434943,30.095238,23983.03
2023-09-19 12:24:59.495426,30.809525,10653.532
2023-09-19 12:25:04.534669,25.5,9294.578
2023-09-19 12:25:09.574867,26.857143,9739.174
2023-09-19 12:25:14.614525,65.28571,30224.154
2023-09-19 12:25:19.674587,67.75,10678.698
2023-09-19 12:25:24.722712,67.14286,8875.147
2023-09-19 12:25:29.775133,26.428572,8657.043
2023-09-19 12:25:34.839828,22.85,12918.456
2023-09-19 12:25:39.894975,22.571428,9420.407
2023-09-19 12:25:45.195102,61.4,48511.32
2023-09-19 12:25:50.274623,65.25,8992.588
2023-09-19 12:25:55.314836,63.25,12549.357
2023-09-19 12:26:00.354378,56.4,26935.82
2023-09-19 12:26:05.414442,57.095238,13086.229
2023-09-19 12:26:10.475160,58.9,8120.1724
2023-09-19 12:26:15.534585,32.05263,11475.616
2023-09-19 12:26:20.595041,32.285713,8120.1724
2023-09-19 12:26:25.654934,32.52381,12012.486
2023-09-19 12:26:30.714720,31.714285,8992.588
2023-09-19 12:26:35.765241,31.904762,14269.022
2023-09-19 12:26:40.815769,32.666668,25107.104
2023-09-19 12:26:45.875417,29.714285,25333.596
2023-09-19 12:26:50.914314,30.571428,25627.197
2023-09-19 12:26:55.974779,28.5,12549.357
2023-09-19 12:27:01.034754,34.3,8657.043
2023-09-19 12:27:06.194567,32.333332,10569.646
2023-09-19 12:27:11.275295,32.2,10334.765
2023-09-19 12:27:16.314606,36.15,8120.1724
2023-09-19 12:27:21.374557,36.25,11098.128
2023-09-19 12:27:26.415217,36.0,9747.5625
2023-09-19 12:27:31.454712,28.571428,11408.507
2023-09-19 12:27:36.494892,28.904762,21709.717
2023-09-19 12:27:41.555168,31.238094,9412.019
2023-09-19 12:27:46.602760,39.0,8120.1724
2023-09-19 12:27:51.695203,37.35,10536.092
2023-09-19 12:27:56.754871,40.05,79607.89
2023-09-19 12:28:01.815334,34.095238,9462.35
2023-09-19 12:28:06.875054,33.666668,12507.414
2023-09-19 12:28:11.934991,34.238094,7583.302
2023-09-19 12:28:16.995001,37.8,11408.507
2023-09-19 12:28:22.174515,39.9,11593.057
2023-09-19 12:28:27.295102,38.95238,16919.822
2023-09-19 12:28:32.334526,53.52381,40391.15
2023-09-19 12:28:37.394950,51.636364,7583.302
2023-09-19 12:28:42.454884,53.95,9412.019
2023-09-19 12:28:47.495341,26.047619,38705.04
2023-09-19 12:28:52.534935,22.714285,8657.043
2023-09-19 12:28:57.595309,28.761906,21424.504
2023-09-19 12:29:02.654953,29.75,22238.2
2023-09-19 12:29:07.714675,29.714285,7583.302
2023-09-19 12:29:12.774813,35.45,24150.803
2023-09-19 12:29:17.838957,34.095238,13555.99
2023-09-19 12:29:22.894828,35.3,26206.012
2023-09-19 12:29:27.934463,38.61905,14000.587
2023-09-19 12:29:32.982193,29.333334,22254.977
2023-09-19 12:29:38.034899,28.8,8120.1724
2023-09-19 12:29:43.194961,47.45,11525.947
2023-09-19 12:29:48.274839,57.75,8875.147
2023-09-19 12:29:53.315188,59.47619,18362.662
2023-09-19 12:29:58.374945,56.4,14789.116
2023-09-19 12:30:03.415279,39.333332,21416.117
2023-09-19 12:30:08.455112,37.05,10703.864
2023-09-19 12:30:13.515871,40.47619,11693.72
2023-09-19 12:30:18.575124,32.04762,55348.035
2023-09-19 12:30:23.615282,30.5,17825.793
2023-09-19 12:30:28.654587,33.52381,11693.72
2023-09-19 12:30:33.695720,30.761906,62428.02
2023-09-19 12:30:38.755317,32.142857,10066.33
2023-09-19 12:30:43.838488,59.04762,12037.652
2023-09-19 12:30:48.894978,46.809525,8120.1724
2023-09-19 12:30:53.934258,48.761906,36339.45
2023-09-19 12:30:59.174972,30.6,8657.043
2023-09-19 12:31:04.294891,19.333334,23345.496
2023-09-19 12:31:09.334643,21.619047,9202.303
2023-09-19 12:31:14.376274,42.857143,8120.1724
2023-09-19 12:31:19.420342,34.285713,24553.455
2023-09-19 12:31:24.475266,36.6,27875.344
2023-09-19 12:31:29.515436,47.61905,8338.276
2023-09-19 12:31:34.595302,50.0,10267.656
2023-09-19 12:31:39.674711,47.05,9957.277
2023-09-19 12:31:44.715071,37.9,8875.147
