timestamp,distance,satellite_norad,satellite,alt,az,pop_ping_latency_ms
2023-06-07 14:29:41.656896,700,45772,STARLINK-1470,"50deg 20' 34.2""","266deg 11' 14.8""",30.5
2023-06-07 14:29:41.694353,700,45777,STARLINK-1490,"57deg 51' 46.2""","295deg 32' 38.5""",30.5
2023-06-07 14:29:41.734438,700,46045,STARLINK-1591,"55deg 55' 32.7""","241deg 14' 25.6""",30.5
2023-06-07 14:29:41.774493,700,48432,STARLINK-2680,"54deg 59' 04.6""","36deg 32' 10.1""",30.047618865966797
2023-06-07 14:29:41.812582,700,48467,STARLINK-2659,"62deg 18' 31.5""","336deg 56' 11.3""",30.047618865966797
2023-06-07 14:29:41.955094,700,49437,STARLINK-3130,"55deg 17' 05.3""","112deg 09' 49.0""",30.047618865966797
2023-06-07 14:29:41.993916,700,49756,STARLINK-3207,"59deg 41' 59.3""","81deg 39' 00.8""",29.700000762939453
2023-06-07 14:29:42.034024,700,52372,STARLINK-3796,"55deg 38' 26.7""","343deg 36' 40.0""",29.700000762939453
2023-06-07 14:29:42.074624,700,52682,STARLINK-4017,"59deg 43' 28.4""","04deg 38' 05.8""",29.149999618530273
2023-06-07 14:29:43.113662,800,45772,STARLINK-1470,"51deg 03' 16.7""","266deg 41' 52.9""",31.380952835083008
2023-06-07 14:29:43.154945,800,45777,STARLINK-1490,"58deg 28' 56.4""","297deg 00' 38.3""",31.380952835083008
2023-06-07 14:29:43.194842,800,46045,STARLINK-1591,"56deg 18' 57.4""","239deg 39' 11.2""",31.380952835083008
2023-06-07 14:29:43.234521,800,48100,STARLINK-2430,"47deg 48' 52.0""","351deg 22' 22.9""",31.380952835083008
2023-06-07 14:29:43.273686,800,48130,STARLINK-2472,"42deg 49' 56.8""","05deg 45' 48.9""",31.047618865966797
2023-06-07 14:29:43.312644,800,48132,STARLINK-2474,"41deg 42' 22.3""","358deg 53' 05.2""",31.047618865966797
2023-06-07 14:29:43.354886,800,48432,STARLINK-2680,"54deg 42' 04.3""","38deg 08' 07.6""",31.047618865966797
2023-06-07 14:29:43.394643,800,48467,STARLINK-2659,"62deg 20' 48.5""","339deg 11' 51.3""",30.761905670166016
2023-06-07 14:29:43.434802,800,48589,STARLINK-2245,"42deg 31' 52.1""","286deg 29' 25.4""",30.761905670166016
2023-06-07 14:29:43.473857,800,48593,STARLINK-2250,"44deg 31' 53.2""","86deg 58' 51.0""",30.799999237060547
2023-06-07 14:29:43.513050,800,49437,STARLINK-3130,"54deg 47' 50.3""","110deg 44' 46.7""",30.799999237060547
2023-06-07 14:29:43.567325,800,49756,STARLINK-3207,"58deg 55' 09.2""","82deg 43' 03.1""",30.799999237060547
2023-06-07 14:29:43.613531,800,52372,STARLINK-3796,"55deg 36' 31.8""","345deg 22' 50.0""",30.799999237060547
2023-06-07 14:29:43.654010,800,52682,STARLINK-4017,"59deg 56' 53.3""","06deg 38' 57.1""",30.799999237060547
2023-06-07 14:29:43.694579,800,53256,STARLINK-4147,"41deg 45' 45.7""","273deg 07' 30.0""",30.4761905670166
2023-06-07 14:29:44.714085,900,45419,STARLINK-1308,"39deg 01' 31.1""","23deg 00' 48.9""",29.850000381469727
2023-06-07 14:29:44.754187,900,45756,STARLINK-1484,"35deg 48' 28.1""","120deg 11' 27.1""",29.850000381469727
2023-06-07 14:29:44.793441,900,45772,STARLINK-1470,"51deg 46' 53.0""","267deg 14' 16.7""",29.850000381469727
2023-06-07 14:29:44.834200,900,45777,STARLINK-1490,"59deg 05' 43.2""","298deg 33' 32.5""",29.850000381469727
2023-06-07 14:29:44.953870,900,45779,STARLINK-1492,"31deg 37' 34.2""","298deg 53' 39.1""",29.619047164916992
2023-06-07 14:29:44.993750,900,46045,STARLINK-1591,"56deg 41' 24.2""","238deg 00' 30.1""",29.5
2023-06-07 14:29:45.033657,900,46546,STARLINK-1697,"40deg 02' 24.4""","326deg 03' 24.8""",29.5
2023-06-07 14:29:45.074358,900,46589,STARLINK-1749,"40deg 30' 26.7""","338deg 06' 44.2""",29.33333396911621
2023-06-07 14:29:45.155119,900,47730,STARLINK-2140,"37deg 31' 37.0""","154deg 51' 20.7""",29.33333396911621
2023-06-07 14:29:45.193788,900,47756,STARLINK-2174,"39deg 09' 49.9""","97deg 58' 12.2""",29.33333396911621
2023-06-07 14:29:45.234355,900,48100,STARLINK-2430,"48deg 04' 30.6""","352deg 37' 59.0""",29.33333396911621
2023-06-07 14:29:45.274347,900,48130,STARLINK-2472,"42deg 41' 16.1""","06deg 52' 31.0""",29.549999237060547
2023-06-07 14:29:45.313510,900,48132,STARLINK-2474,"41deg 40' 46.5""","359deg 59' 16.5""",29.549999237060547
2023-06-07 14:29:45.354689,900,48432,STARLINK-2680,"54deg 23' 45.4""","39deg 42' 48.6""",29.549999237060547
2023-06-07 14:29:45.393627,900,48467,STARLINK-2659,"62deg 20' 50.7""","341deg 28' 45.3""",29.33333396911621
2023-06-07 14:29:45.434022,900,48589,STARLINK-2245,"43deg 08' 08.8""","286deg 14' 00.8""",29.33333396911621
2023-06-07 14:29:45.473835,900,48593,STARLINK-2250,"43deg 56' 37.6""","87deg 28' 56.8""",29.285715103149414
2023-06-07 14:29:45.514110,900,49437,STARLINK-3130,"54deg 17' 40.0""","109deg 22' 05.5""",29.285715103149414
2023-06-07 14:29:45.569574,900,49756,STARLINK-3207,"58deg 08' 06.9""","83deg 43' 49.6""",29.285715103149414
2023-06-07 14:29:45.624262,900,50827,STARLINK-3329,"35deg 17' 20.7""","328deg 02' 53.9""",29.285715103149414
2023-06-07 14:29:45.673752,900,52372,STARLINK-3796,"55deg 33' 01.3""","347deg 09' 26.7""",29.049999237060547
2023-06-07 14:29:45.714390,900,52575,STARLINK-3920,"36deg 22' 42.7""","195deg 50' 00.6""",29.049999237060547
2023-06-07 14:29:45.754565,900,52682,STARLINK-4017,"60deg 08' 31.2""","08deg 42' 43.4""",29.049999237060547
2023-06-07 14:29:45.793483,900,52695,STARLINK-4041,"36deg 14' 08.9""","321deg 45' 00.7""",28.75
2023-06-07 14:29:45.833901,900,53168,STARLINK-4105,"38deg 46' 02.8""","21deg 20' 32.8""",28.75
2023-06-07 14:29:45.954743,900,53256,STARLINK-4147,"42deg 19' 01.5""","273deg 36' 34.9""",28.700000762939453
2023-06-07 14:29:45.993288,900,53275,STARLINK-4179,"35deg 44' 56.5""","35deg 31' 53.8""",28.238094329833984
2023-06-07 14:29:46.033945,900,53396,STARLINK-4524,"38deg 46' 20.0""","264deg 04' 42.5""",28.238094329833984
2023-06-07 14:29:46.073984,900,53992,STARLINK-5108,"40deg 22' 36.8""","175deg 23' 55.1""",28.238094329833984
2023-06-07 14:29:47.093864,1000,44739,STARLINK-1034,"20deg 24' 48.9""","99deg 05' 09.0""",26.904762268066406
2023-06-07 14:29:47.134320,1000,45419,STARLINK-1308,"38deg 42' 06.4""","24deg 27' 12.3""",26.904762268066406
2023-06-07 14:29:47.173319,1000,45756,STARLINK-1484,"35deg 31' 38.0""","118deg 52' 56.0""",26.85714340209961
2023-06-07 14:29:47.213360,1000,45772,STARLINK-1470,"52deg 55' 22.8""","268deg 07' 37.6""",26.85714340209961
2023-06-07 14:29:47.254517,1000,45777,STARLINK-1490,"60deg 00' 57.8""","301deg 05' 52.7""",26.85714340209961
2023-06-07 14:29:47.293995,1000,45779,STARLINK-1492,"32deg 09' 32.7""","299deg 47' 22.1""",26.85714340209961
2023-06-07 14:29:47.334749,1000,46045,STARLINK-1591,"57deg 13' 38.2""","235deg 22' 44.3""",26.85714340209961
2023-06-07 14:29:47.375017,1000,46546,STARLINK-1697,"40deg 25' 26.9""","327deg 31' 29.4""",26.85714340209961
2023-06-07 14:29:47.412700,1000,46559,STARLINK-1681,"31deg 46' 14.3""","81deg 48' 00.1""",26.85714340209961
2023-06-07 14:29:47.453969,1000,46589,STARLINK-1749,"40deg 57' 43.6""","339deg 32' 27.3""",26.85714340209961
2023-06-07 14:29:47.493315,1000,47730,STARLINK-2140,"37deg 42' 32.6""","153deg 23' 29.3""",26.571428298950195
2023-06-07 14:29:47.534736,1000,47748,STARLINK-2162,"33deg 07' 54.5""","242deg 00' 20.4""",26.571428298950195
2023-06-07 14:29:47.574901,1000,47756,STARLINK-2174,"38deg 32' 22.6""","96deg 55' 00.9""",26.285715103149414
2023-06-07 14:29:47.614849,1000,48100,STARLINK-2430,"48deg 27' 07.9""","354deg 37' 18.4""",26.285715103149414
2023-06-07 14:29:47.657907,1000,48130,STARLINK-2472,"42deg 26' 35.7""","08deg 34' 19.4""",26.285715103149414
2023-06-07 14:29:47.693523,1000,48132,STARLINK-2474,"41deg 36' 58.5""","01deg 41' 16.3""",26.285715103149414
2023-06-07 14:29:47.734184,1000,48428,STARLINK-2461,"32deg 43' 45.3""","44deg 33' 47.2""",26.285715103149414
2023-06-07 14:29:47.774419,1000,48432,STARLINK-2680,"53deg 53' 16.7""","42deg 05' 00.6""",26.0
2023-06-07 14:29:47.813038,1000,48467,STARLINK-2659,"62deg 16' 26.1""","344deg 59' 44.3""",26.0
2023-06-07 14:29:48.074532,1000,48589,STARLINK-2245,"44deg 05' 25.0""","285deg 48' 56.8""",26.0
2023-06-07 14:29:48.154680,1000,48593,STARLINK-2250,"43deg 03' 01.6""","88deg 13' 18.6""",25.809524536132812
2023-06-07 14:29:48.193738,1000,48641,STARLINK-2754,"31deg 37' 35.7""","167deg 02' 04.0""",25.809524536132812
2023-06-07 14:29:48.234435,1000,49437,STARLINK-3130,"53deg 29' 50.8""","107deg 20' 03.8""",25.809524536132812
2023-06-07 14:29:48.274332,1000,49756,STARLINK-3207,"56deg 55' 51.9""","85deg 11' 00.6""",25.714284896850586
2023-06-07 14:29:48.312476,1000,50827,STARLINK-3329,"35deg 40' 12.2""","329deg 16' 23.7""",25.714284896850586
2023-06-07 14:29:48.355033,1000,52372,STARLINK-3796,"55deg 24' 31.1""","349deg 53' 02.5""",25.714284896850586
2023-06-07 14:29:48.397991,1000,52575,STARLINK-3920,"36deg 03' 42.6""","194deg 29' 57.6""",25.700000762939453
2023-06-07 14:29:48.434210,1000,52682,STARLINK-4017,"60deg 22' 37.7""","11deg 57' 18.6""",25.700000762939453
2023-06-07 14:29:48.474309,1000,52695,STARLINK-4041,"36deg 52' 11.2""","322deg 37' 37.4""",25.450000762939453
2023-06-07 14:29:48.514026,1000,52701,STARLINK-4003,"29deg 18' 04.0""","116deg 50' 13.7""",25.450000762939453
2023-06-07 14:29:48.570212,1000,53163,STARLINK-4104,"31deg 40' 24.7""","321deg 51' 58.4""",25.450000762939453
2023-06-07 14:29:48.613905,1000,53168,STARLINK-4105,"38deg 29' 39.4""","22deg 49' 31.2""",25.428571701049805
2023-06-07 14:29:48.655118,1000,53244,STARLINK-4125,"31deg 14' 55.4""","68deg 31' 57.8""",25.428571701049805
2023-06-07 14:29:48.693448,1000,53256,STARLINK-4147,"43deg 11' 15.5""","274deg 23' 36.3""",25.428571701049805
2023-06-07 14:29:48.733791,1000,53275,STARLINK-4179,"35deg 10' 23.9""","36deg 27' 21.6""",25.428571701049805
2023-06-07 14:29:48.773555,1000,53396,STARLINK-4524,"39deg 25' 03.9""","263deg 01' 18.5""",24.714284896850586
2023-06-07 14:29:48.813237,1000,53992,STARLINK-5108,"40deg 51' 19.0""","173deg 58' 26.6""",24.714284896850586
2023-06-07 14:29:48.955242,1000,55282,STARLINK-5330,"34deg 57' 31.1""","274deg 08' 29.2""",24.714284896850586
2023-06-07 14:29:48.993451,1000,55365,STARLINK-5639,"33deg 15' 44.7""","147deg 27' 57.9""",24.350000381469727
2023-06-07 14:29:50.054572,1100,44713,STARLINK-1007,"27deg 51' 07.0""","280deg 47' 02.5""",25.399999618530273
2023-06-07 14:29:50.093996,1100,44739,STARLINK-1034,"19deg 50' 14.0""","99deg 23' 30.7""",25.350000381469727
2023-06-07 14:29:50.134695,1100,45419,STARLINK-1308,"38deg 17' 24.4""","26deg 09' 17.1""",25.350000381469727
2023-06-07 14:29:50.173911,1100,45756,STARLINK-1484,"35deg 10' 14.4""","117deg 19' 54.5""",25.350000381469727
2023-06-07 14:29:50.213395,1100,45772,STARLINK-1470,"54deg 19' 57.6""","269deg 18' 05.5""",25.350000381469727
2023-06-07 14:29:50.254443,1100,45777,STARLINK-1490,"61deg 04' 35.3""","304deg 25' 04.8""",25.350000381469727
2023-06-07 14:29:50.294051,1100,45779,STARLINK-1492,"32deg 48' 31.5""","300deg 54' 54.2""",25.450000762939453
2023-06-07 14:29:50.334754,1100,46045,STARLINK-1591,"57deg 48' 15.4""","232deg 03' 46.9""",25.450000762939453
2023-06-07 14:29:50.374789,1100,46058,STARLINK-1564,"27deg 14' 14.5""","184deg 58' 24.1""",25.450000762939453
2023-06-07 14:29:50.412911,1100,46546,STARLINK-1697,"40deg 52' 00.6""","329deg 20' 51.8""",25.450000762939453
2023-06-07 14:29:50.454701,1100,46559,STARLINK-1681,"31deg 03' 54.6""","82deg 27' 05.2""",25.450000762939453
2023-06-07 14:29:50.494040,1100,46589,STARLINK-1749,"41deg 29' 38.4""","341deg 19' 26.9""",25.761905670166016
2023-06-07 14:29:50.534368,1100,47730,STARLINK-2140,"37deg 54' 11.1""","151deg 35' 56.2""",25.761905670166016
2023-06-07 14:29:50.574590,1100,47748,STARLINK-2162,"33deg 59' 04.1""","242deg 00' 02.0""",26.100000381469727
2023-06-07 14:29:50.613335,1100,47756,STARLINK-2174,"37deg 47' 17.7""","95deg 41' 54.5""",26.100000381469727
2023-06-07 14:29:50.654656,1100,48100,STARLINK-2430,"48deg 51' 47.6""","357deg 05' 27.2""",26.100000381469727
2023-06-07 14:29:50.693502,1100,48130,STARLINK-2472,"42deg 06' 53.8""","10deg 35' 13.7""",26.380952835083008
2023-06-07 14:29:50.734579,1100,48132,STARLINK-2474,"41deg 30' 14.4""","03deg 43' 57.1""",26.380952835083008
2023-06-07 14:29:50.774359,1100,48428,STARLINK-2461,"32deg 01' 33.4""","45deg 19' 34.7""",26.799999237060547
2023-06-07 14:29:50.812937,1100,48432,STARLINK-2680,"53deg 13' 11.4""","44deg 50' 04.7""",26.799999237060547
2023-06-07 14:29:50.955106,1100,48446,STARLINK-2247,"28deg 01' 15.2""","291deg 14' 54.8""",26.799999237060547
2023-06-07 14:29:50.997332,1100,48463,STARLINK-2689,"27deg 41' 46.9""","53deg 27' 46.1""",26.714284896850586
2023-06-07 14:29:51.033731,1100,48467,STARLINK-2659,"62deg 03' 57.5""","349deg 12' 01.6""",26.714284896850586
2023-06-07 14:29:51.073726,1100,48589,STARLINK-2245,"45deg 16' 40.9""","285deg 16' 24.9""",27.095237731933594
2023-06-07 14:29:51.155681,1100,48593,STARLINK-2250,"41deg 59' 39.2""","89deg 03' 44.4""",27.095237731933594
2023-06-07 14:29:51.193386,1100,48641,STARLINK-2754,"31deg 01' 16.4""","166deg 05' 17.6""",27.100000381469727
2023-06-07 14:29:51.234263,1100,49437,STARLINK-3130,"52deg 30' 25.6""","105deg 01' 27.1""",27.100000381469727
2023-06-07 14:29:51.274782,1100,49756,STARLINK-3207,"55deg 29' 26.5""","86deg 46' 42.8""",27.100000381469727
2023-06-07 14:29:51.312592,1100,50804,STARLINK-3323,"27deg 51' 05.7""","58deg 29' 10.9""",27.100000381469727
2023-06-07 14:29:51.355105,1100,50827,STARLINK-3329,"36deg 07' 06.8""","330deg 47' 41.0""",27.100000381469727
2023-06-07 14:29:51.393693,1100,52350,STARLINK-3754,"26deg 00' 14.4""","250deg 16' 06.2""",26.714284896850586
2023-06-07 14:29:51.433733,1100,52372,STARLINK-3796,"55deg 09' 21.3""","353deg 08' 09.2""",26.714284896850586
2023-06-07 14:29:51.474495,1100,52575,STARLINK-3920,"35deg 39' 42.3""","192deg 55' 21.1""",27.095237731933594
2023-06-07 14:29:51.513636,1100,52682,STARLINK-4017,"60deg 33' 11.1""","15deg 56' 35.4""",27.095237731933594
2023-06-07 14:29:51.570825,1100,52695,STARLINK-4041,"37deg 38' 43.6""","323deg 44' 10.8""",27.095237731933594
2023-06-07 14:29:51.614307,1100,52701,STARLINK-4003,"28deg 34' 59.1""","116deg 51' 51.4""",27.899999618530273
2023-06-07 14:29:51.655300,1100,53163,STARLINK-4104,"32deg 11' 43.7""","323deg 01' 44.6""",27.899999618530273
2023-06-07 14:29:51.693672,1100,53168,STARLINK-4105,"38deg 08' 26.3""","24deg 35' 00.7""",27.899999618530273
2023-06-07 14:29:51.733731,1100,53244,STARLINK-4125,"30deg 28' 56.3""","68deg 20' 11.4""",27.899999618530273
2023-06-07 14:29:51.773933,1100,53256,STARLINK-4147,"44deg 15' 45.8""","275deg 24' 07.4""",27.761905670166016
2023-06-07 14:29:51.813593,1100,53275,STARLINK-4179,"34deg 28' 58.1""","37deg 31' 46.7""",27.761905670166016
2023-06-07 14:29:51.955747,1100,53396,STARLINK-4524,"40deg 12' 06.1""","261deg 41' 00.0""",27.761905670166016
2023-06-07 14:29:51.993500,1100,53992,STARLINK-5108,"41deg 24' 58.9""","172deg 11' 32.6""",27.799999237060547
2023-06-07 14:29:52.033648,1100,55282,STARLINK-5330,"35deg 24' 40.2""","275deg 31' 59.8""",27.799999237060547
2023-06-07 14:29:52.073993,1100,55365,STARLINK-5639,"32deg 57' 28.4""","146deg 03' 12.0""",27.380952835083008
2023-06-07 14:29:53.094406,1200,44713,STARLINK-1007,"28deg 29' 45.8""","281deg 25' 33.6""",25.85714340209961
2023-06-07 14:29:53.134684,1200,44739,STARLINK-1034,"19deg 14' 54.7""","99deg 42' 01.3""",25.85714340209961
2023-06-07 14:29:53.174694,1200,45419,STARLINK-1308,"37deg 50' 03.3""","27deg 53' 56.8""",25.4761905670166
2023-06-07 14:29:53.213707,1200,45756,STARLINK-1484,"34deg 46' 33.9""","115deg 44' 13.6""",25.4761905670166
2023-06-07 14:29:53.254200,1200,45772,STARLINK-1470,"55deg 51' 01.1""","270deg 40' 25.2""",25.4761905670166
2023-06-07 14:29:53.294482,1200,45777,STARLINK-1490,"62deg 06' 54.9""","308deg 13' 33.2""",25.4761905670166
2023-06-07 14:29:53.334565,1200,45779,STARLINK-1492,"33deg 29' 54.6""","302deg 09' 15.7""",25.4761905670166
2023-06-07 14:29:53.374452,1200,46045,STARLINK-1591,"58deg 19' 01.6""","228deg 25' 15.7""",26.200000762939453
2023-06-07 14:29:53.412643,1200,46058,STARLINK-1564,"26deg 49' 45.3""","183deg 52' 42.1""",26.200000762939453
2023-06-07 14:29:53.454322,1200,46546,STARLINK-1697,"41deg 18' 18.2""","331deg 19' 25.5""",26.200000762939453
2023-06-07 14:29:53.494278,1200,46559,STARLINK-1681,"30deg 20' 18.7""","83deg 06' 24.9""",25.850000381469727
2023-06-07 14:29:53.536716,1200,46589,STARLINK-1749,"42deg 01' 49.3""","343deg 16' 07.8""",25.850000381469727
2023-06-07 14:29:53.574790,1200,47730,STARLINK-2140,"38deg 04' 30.8""","149deg 41' 14.4""",25.809524536132812
2023-06-07 14:29:53.613262,1200,47748,STARLINK-2162,"34deg 54' 47.7""","241deg 59' 39.5""",25.809524536132812
2023-06-07 14:29:53.653884,1200,47756,STARLINK-2174,"37deg 00' 07.9""","94deg 28' 35.5""",25.809524536132812
2023-06-07 14:29:53.693932,1200,48100,STARLINK-2430,"49deg 14' 20.8""","359deg 45' 44.1""",25.809524536132812
2023-06-07 14:29:53.734616,1200,48130,STARLINK-2472,"41deg 43' 57.7""","12deg 39' 48.2""",25.809524536132812
2023-06-07 14:29:53.774162,1200,48132,STARLINK-2474,"41deg 20' 39.7""","05deg 52' 08.5""",24.85714340209961
2023-06-07 14:29:53.813134,1200,48428,STARLINK-2461,"31deg 17' 58.6""","46deg 05' 39.9""",24.85714340209961
2023-06-07 14:29:53.974346,1200,48432,STARLINK-2680,"52deg 27' 34.4""","47deg 35' 38.8""",24.85714340209961
2023-06-07 14:29:54.012587,1200,48446,STARLINK-2247,"28deg 37' 39.0""","292deg 01' 48.7""",25.4761905670166
2023-06-07 14:29:54.054083,1200,48463,STARLINK-2689,"27deg 01' 48.6""","53deg 52' 04.5""",25.4761905670166
2023-06-07 14:29:54.093473,1200,48467,STARLINK-2659,"61deg 42' 38.4""","353deg 31' 51.5""",25.4761905670166
2023-06-07 14:29:54.174438,1200,48589,STARLINK-2245,"46deg 34' 12.4""","284deg 39' 12.0""",25.4761905670166
2023-06-07 14:29:54.213084,1200,48593,STARLINK-2250,"40deg 54' 35.4""","89deg 53' 24.5""",25.5
2023-06-07 14:29:54.255040,1200,48641,STARLINK-2754,"30deg 23' 24.3""","165deg 07' 51.4""",25.5
2023-06-07 14:29:54.293673,1200,49437,STARLINK-3130,"51deg 26' 23.8""","102deg 45' 26.1""",25.5
2023-06-07 14:29:54.333682,1200,49756,STARLINK-3207,"53deg 59' 47.4""","88deg 17' 30.9""",25.5
2023-06-07 14:29:54.374466,1200,50804,STARLINK-3323,"27deg 17' 53.6""","59deg 21' 44.6""",25.200000762939453
2023-06-07 14:29:54.413994,1200,50827,STARLINK-3329,"36deg 34' 29.3""","332deg 26' 43.5""",25.200000762939453
2023-06-07 14:29:54.454878,1200,52350,STARLINK-3754,"26deg 40' 34.9""","250deg 25' 02.8""",25.200000762939453
2023-06-07 14:29:54.493423,1200,52372,STARLINK-3796,"54deg 47' 49.9""","356deg 29' 21.2""",25.238094329833984
2023-06-07 14:29:54.534172,1200,52545,STARLINK-3939,"24deg 58' 48.7""","288deg 56' 27.5""",25.238094329833984
2023-06-07 14:29:54.574690,1200,52575,STARLINK-3920,"35deg 13' 18.2""","191deg 18' 18.1""",25.238094329833984
2023-06-07 14:29:54.613965,1200,52682,STARLINK-4017,"60deg 36' 23.0""","20deg 11' 07.9""",25.238094329833984
2023-06-07 14:29:54.654777,1200,52695,STARLINK-4041,"38deg 28' 20.7""","324deg 58' 00.1""",25.238094329833984
2023-06-07 14:29:54.693575,1200,52701,STARLINK-4003,"27deg 50' 56.5""","116deg 53' 31.1""",25.428571701049805
2023-06-07 14:29:54.733805,1200,53163,STARLINK-4104,"32deg 44' 35.9""","324deg 17' 52.8""",25.428571701049805
2023-06-07 14:29:54.773806,1200,53168,STARLINK-4105,"37deg 44' 32.4""","26deg 23' 34.0""",25.649999618530273
2023-06-07 14:29:54.813644,1200,53174,STARLINK-4205,"25deg 55' 24.2""","302deg 15' 03.6""",25.649999618530273
2023-06-07 14:29:54.973949,1200,53244,STARLINK-4125,"29deg 41' 56.4""","68deg 08' 25.9""",25.649999618530273
2023-06-07 14:29:55.013810,1200,53256,STARLINK-4147,"45deg 25' 16.5""","276deg 32' 38.5""",26.350000381469727
2023-06-07 14:29:55.054911,1200,53275,STARLINK-4179,"33deg 45' 46.4""","38deg 36' 40.4""",26.350000381469727
2023-06-07 14:29:55.093763,1200,53396,STARLINK-4524,"41deg 01' 46.7""","260deg 11' 49.7""",26.350000381469727
2023-06-07 14:29:55.133943,1200,53616,STARLINK-4605,"23deg 20' 43.5""","120deg 57' 30.1""",26.350000381469727
2023-06-07 14:29:55.173637,1200,53989,STARLINK-5115,"23deg 14' 49.7""","205deg 41' 44.1""",26.700000762939453
2023-06-07 14:29:55.216375,1200,53992,STARLINK-5108,"41deg 59' 01.9""","170deg 14' 42.3""",26.700000762939453
2023-06-07 14:29:55.254594,1200,55282,STARLINK-5330,"35deg 52' 32.3""","277deg 02' 36.7""",26.700000762939453
2023-06-07 14:29:55.293562,1200,55349,STARLINK-5666,"24deg 12' 10.1""","233deg 03' 20.1""",26.700000762939453
2023-06-07 14:29:55.333816,1200,55362,STARLINK-5574,"26deg 47' 32.3""","234deg 18' 51.1""",26.700000762939453
2023-06-07 14:29:55.374407,1200,55365,STARLINK-5639,"32deg 37' 16.0""","144deg 35' 42.7""",26.649999618530273
2023-06-07 14:29:56.412709,1300,44713,STARLINK-1007,"29deg 12' 26.9""","282deg 09' 03.6""",26.600000381469727
2023-06-07 14:29:56.454238,1300,44739,STARLINK-1034,"18deg 37' 59.7""","100deg 01' 06.4""",26.600000381469727
2023-06-07 14:29:56.494372,1300,45419,STARLINK-1308,"37deg 19' 09.5""","29deg 43' 32.6""",26.850000381469727
2023-06-07 14:29:56.570012,1300,45756,STARLINK-1484,"34deg 19' 49.4""","114deg 03' 40.9""",26.850000381469727
2023-06-07 14:29:56.613575,1300,45772,STARLINK-1470,"57deg 31' 19.6""","272deg 20' 10.8""",26.4761905670166
2023-06-07 14:29:56.654150,1300,45777,STARLINK-1490,"63deg 07' 28.1""","312deg 42' 06.7""",26.4761905670166
2023-06-07 14:29:56.693750,1300,45779,STARLINK-1492,"34deg 14' 51.4""","303deg 33' 24.8""",26.950000762939453
2023-06-07 14:29:56.734407,1300,46045,STARLINK-1591,"58deg 45' 02.3""","224deg 20' 33.8""",26.950000762939453
2023-06-07 14:29:56.774344,1300,46058,STARLINK-1564,"26deg 23' 06.0""","182deg 43' 46.9""",26.950000762939453
2023-06-07 14:29:56.813101,1300,46546,STARLINK-1697,"41deg 44' 32.4""","333deg 31' 05.7""",26.571428298950195
2023-06-07 14:29:56.974721,1300,46559,STARLINK-1681,"29deg 34' 22.9""","83deg 46' 52.7""",26.571428298950195
2023-06-07 14:29:57.012785,1300,46589,STARLINK-1749,"42deg 34' 40.0""","345deg 26' 35.4""",26.299999237060547
2023-06-07 14:29:57.053872,1300,47730,STARLINK-2140,"38deg 13' 21.2""","147deg 36' 05.7""",26.299999237060547
2023-06-07 14:29:57.093408,1300,47748,STARLINK-2162,"35deg 57' 09.4""","241deg 59' 11.2""",26.299999237060547
2023-06-07 14:29:57.175228,1300,47756,STARLINK-2174,"36deg 09' 42.3""","93deg 13' 28.4""",26.299999237060547
2023-06-07 14:29:57.212698,1300,48100,STARLINK-2430,"49deg 34' 27.3""","02deg 42' 59.8""",26.238094329833984
2023-06-07 14:29:57.254018,1300,48130,STARLINK-2472,"41deg 16' 52.8""","14deg 50' 48.8""",26.238094329833984
2023-06-07 14:29:57.293471,1300,48132,STARLINK-2474,"41deg 07' 32.6""","08deg 08' 55.8""",26.238094329833984
2023-06-07 14:29:57.334216,1300,48428,STARLINK-2461,"30deg 31' 56.8""","46deg 53' 05.3""",26.238094329833984
2023-06-07 14:29:57.374453,1300,48432,STARLINK-2680,"51deg 35' 00.1""","50deg 24' 40.9""",26.238094329833984
2023-06-07 14:29:57.412732,1300,48446,STARLINK-2247,"29deg 17' 38.3""","292deg 54' 38.0""",28.0
2023-06-07 14:29:57.455233,1300,48463,STARLINK-2689,"26deg 19' 48.8""","54deg 17' 09.9""",28.0
2023-06-07 14:29:57.493826,1300,48467,STARLINK-2659,"61deg 10' 46.5""","358deg 02' 32.2""",28.0
2023-06-07 14:29:57.533856,1300,48589,STARLINK-2245,"48deg 00' 45.4""","283deg 55' 10.9""",28.0
2023-06-07 14:29:57.574538,1300,48593,STARLINK-2250,"39deg 46' 19.0""","90deg 43' 24.5""",28.0
2023-06-07 14:29:57.613789,1300,48641,STARLINK-2754,"29deg 43' 01.5""","164deg 08' 27.7""",31.380952835083008
2023-06-07 14:29:57.654558,1300,49170,STARLINK-3074,"22deg 37' 54.9""","04deg 38' 11.2""",31.380952835083008
2023-06-07 14:29:57.693393,1300,49437,STARLINK-3130,"50deg 16' 10.4""","100deg 29' 23.7""",32.70000076293945
2023-06-07 14:29:57.733630,1300,49756,STARLINK-3207,"52deg 24' 54.8""","89deg 45' 34.2""",32.70000076293945
2023-06-07 14:29:57.774389,1300,50804,STARLINK-3323,"26deg 42' 29.3""","60deg 16' 22.6""",32.70000076293945
2023-06-07 14:29:57.815135,1300,50827,STARLINK-3329,"37deg 02' 46.0""","334deg 16' 54.6""",33.04999923706055
2023-06-07 14:29:57.954552,1300,52350,STARLINK-3754,"27deg 25' 30.7""","250deg 35' 09.4""",32.95000076293945
