timestamp,rtt
1684943102,10.1
1684943103,9.85
1684943104,9.88
1684943105,10.5
1684943106,12.3
1684943107,10.7
1684943108,12.1
1684943109,9.78
1684943110,10.6
1684943111,12.0
1684943112,12.5
1684943113,12.4
1684943114,15.3
1684943115,11.8
1684943116,11.1
1684943117,9.86
1684943118,9.95
1684943119,12.1
1684943120,10.1
1684943121,10.1
1684943122,10.5
1684943123,10.0
1684943124,10.8
1684943125,9.85
1684943126,13.1
1684943127,13.7
1684943128,10.8
1684943129,13.5
1684943130,16.4
1684943131,10.7
1684943132,10.5
1684943133,9.91
1684943134,10.1
1684943135,11.1
1684943136,10.4
1684943137,10.6
1684943138,10.6
1684943139,9.94
1684943140,15.5
1684943141,10.4
1684943142,13.8
1684943143,12.7
1684943144,10.6
1684943145,10.6
1684943146,11.9
1684943147,9.88
1684943148,10.2
1684943149,10.5
1684943150,14.4
1684943151,10.2
1684943152,10.4
1684943153,10.6
1684943154,17.2
1684943155,10.6
1684943156,14.9
1684943157,10.4
1684943158,10.7
1684943159,14.0
1684943160,11.7
1684943161,13.3
1684943162,10.2
1684943163,15.9
1684943164,10.7
1684943165,14.3
1684943166,11.2
1684943167,10.8
1684943168,10.8
1684943169,10.5
1684943170,10.9
1684943171,10.2
1684943172,10.5
1684943173,11.1
1684943174,14.4
1684943175,13.6
1684943176,10.5
1684943177,11.5
1684943178,18.0
1684943179,10.6
1684943180,11.0
1684943181,10.6
1684943182,10.4
1684943183,10.4
1684943184,16.7
1684943185,10.8
1684943186,19.4
1684943187,12.6
1684943188,20.8
1684943189,13.6
1684943190,21.7
1684943191,11.1
1684943192,12.2
1684943193,10.6
1684943194,16.6
1684943195,15.9
1684943196,21.4
1684943197,22.3
1684943198,27.0
1684943199,16.4
1684943200,18.4
1684943201,24.3
1684943202,21.7
1684943203,18.9
1684943204,18.4
1684943205,25.2
1684943206,22.4
1684943207,21.5
1684943208,14.2
1684943209,16.5
1684943210,16.2
1684943211,21.3
1684943212,13.7
1684943213,15.8
1684943214,16.7
1684943215,10.7
1684943216,13.6
1684943217,13.0
1684943218,10.4
1684943219,11.2
1684943220,20.1
1684943221,12.8
1684943222,10.5
1684943223,11.4
1684943224,17.2
1684943225,10.1
1684943226,19.7
1684943227,13.6
1684943228,11.7
1684943229,13.1
1684943230,11.4
1684943231,11.9
1684943232,12.3
1684943233,13.5
1684943234,12.9
1684943235,10.6
1684943236,11.3
1684943237,11.1
1684943238,14.2
1684943239,13.3
1684943240,15.6
1684943241,11.7
1684943242,9.87
1684943243,9.72
1684943244,9.92
1684943245,10.4
1684943246,9.92
1684943247,11.4
1684943248,10.9
1684943249,10.5
1684943250,21.0
1684943251,11.8
1684943252,10.2
1684943253,16.6
1684943254,11.3
1684943255,10.8
1684943256,10.2
1684943257,10.0
1684943258,11.0
1684943259,12.8
1684943260,10.8
1684943261,16.4
1684943262,11.5
1684943263,14.2
1684943264,13.6
1684943265,9.84
1684943266,10.1
1684943267,11.5
1684943268,10.6
1684943269,10.4
1684943270,15.2
1684943271,13.1
1684943272,10.1
1684943274,20.0
1684943274,12.4
1684943275,10.2
1684943276,11.2
1684943277,10.5
1684943279,10.5
1684943280,10.2
1684943281,10.2
1684943282,10.7
1684943283,10.6
1684943284,9.99
1684943285,16.1
1684943286,10.9
1684943287,10.5
1684943288,10.2
1684943289,9.94
1684943290,10.9
1684943291,12.7
1684943292,16.5
1684943293,11.2
1684943294,10.2
1684943295,10.3
1684943296,9.96
1684943297,9.91
1684943298,10.1
1684943299,10.6
1684943300,10.4
1684943301,10.0
1684943302,9.85
1684943303,14.8
1684943304,10.8
1684943305,11.7
1684943306,16.5
1684943307,12.4
1684943308,16.5
1684943309,10.6
1684943310,9.80
1684943311,10.1
1684943312,10.7
1684943313,10.6
1684943314,9.90
1684943315,9.97
1684943316,10.8
1684943317,10.3
1684943318,10.7
1684943319,10.5
1684943320,12.7
1684943321,15.5
1684943322,10.7
1684943323,10.9
1684943324,12.6
1684943325,11.3
1684943326,12.5
1684943327,9.85
1684943328,9.94
1684943329,10.8
1684943330,11.8
1684943331,10.2
1684943332,10.5
1684943333,10.8
1684943334,13.4
1684943335,12.4
1684943336,10.8
1684943337,10.6
1684943338,19.4
1684943339,11.1
1684943340,10.0
1684943341,9.70
1684943342,9.78
1684943343,10.0
1684943344,10.1
1684943345,10.8
1684943346,10.2
1684943347,12.3
1684943348,11.5
1684943349,10.0
1684943350,10.6
1684943351,14.3
1684943352,10.8
1684943353,11.1
1684943354,10.0
1684943355,10.1
1684943356,10.3
1684943357,12.0
1684943358,10.2
1684943359,12.5
1684943360,12.0
1684943361,10.6
1684943362,12.8
1684943363,10.8
1684943364,13.2
1684943365,10.3
1684943366,10.8
1684943367,9.80
1684943368,10.3
1684943369,9.98
1684943370,13.1
1684943371,10.7
1684943372,10.7
1684943373,12.5
1684943374,13.9
1684943375,12.9
1684943376,10.8
1684943377,10.1
1684943378,10.1
1684943379,25.5
1684943380,10.6
1684943381,10.7
1684943382,11.2
1684943383,9.79
1684943384,13.9
1684943385,10.8
1684943386,10.2
1684943387,10.8
1684943388,10.2
1684943389,10.5
1684943390,12.5
1684943391,15.0
1684943392,12.3
1684943393,17.2
1684943394,16.1
1684943395,10.6
1684943396,12.3
1684943397,10.0
1684943398,11.2
1684943399,10.2
1684943400,9.84
1684943401,10.1
1684943402,12.8

