timestamp,ttl,ip,hostname,asn
1683905657,1,131.159.14.129,ac.scylla.net.in.tum.de,209335
1683905657,2,131.159.252.148,nz-bb2-net.in.tum.de,209335
1683905657,3,131.159.252.6,nz-csr1-2wr-bb2.rbg.tum.de,209335
1683905657,4,188.1.37.89,cr-gar1-be2-147.x-win.dfn.de,680
1683905657,5,188.1.145.229,cr-fra2-be14.x-win.dfn.de,680
1683905657,6,99.83.68.142,???,
1683905657,7,*,*,*
1683905657,8,*,*,*
1683905657,9,*,*,*
1683905657,10,*,*,*
1683905657,11,*,*,*
1683905657,12,*,*,*
1683905657,13,*,*,*
1683905657,14,*,*,*
1683905657,15,*,*,*
1683905657,16,*,*,*
1683905657,17,*,*,*
1683905657,18,*,*,*
1683905657,19,*,*,*
1683905657,20,*,*,*
1683905657,21,*,*,*
1683905657,22,*,*,*
1683905657,23,*,*,*
1683905657,24,*,*,*
1683905657,25,*,*,*
1683905657,26,*,*,*
1683905657,27,*,*,*
1683905657,28,*,*,*
1683905657,29,*,*,*
